0.0087385043	           0
 0.026206779	 0.017477007
 0.043657594	 0.034936546
 0.061090967	 0.052378634
 0.078506915	 0.069803289
 0.095905456	 0.087210528
  0.11328661	  0.10460037
  0.13065039	  0.12197283
  0.14799681	  0.13932792
  0.16532589	  0.15666567
  0.18263766	  0.17398609
  0.19993212	   0.1912892
   0.2172093	  0.20857501
  0.23446921	  0.22584355
  0.25171186	  0.24309483
  0.26893729	  0.26032886
  0.28614549	  0.27754567
   0.3033365	  0.29474527
  0.32051032	  0.31192768
  0.33766698	  0.32909291
  0.35480649	  0.34624099
  0.37192887	  0.36337193
  0.38903414	  0.38048575
   0.4061223	  0.39758246
  0.42319339	  0.41466208
  0.44024742	  0.43172463
   0.4572844	  0.44877013
  0.47430435	  0.46579859
   0.4913073	  0.48281004
  0.50829324	  0.49980447
  0.52526221	  0.51678193
  0.54221422	  0.53374241
  0.55914929	  0.55068594
  0.57606742	  0.56761254
  0.59296865	  0.58452222
  0.60985299	  0.60141499
  0.62672045	  0.61829089
  0.64357105	  0.63514991
  0.66040481	  0.65199209
  0.67722174	  0.66881743
  0.69402187	  0.68562595
   0.7108052	  0.70241768
  0.72757176	  0.71919262
  0.74432156	  0.73595079
  0.76105462	  0.75269221
  0.77777096	  0.76941691
  0.79447058	  0.78612488
  0.81115352	  0.80281616
  0.82781978	  0.81949075
  0.84446938	  0.83614867
  0.86110234	  0.85278995
  0.87771868	  0.86941459
  0.89431841	  0.88602262
  0.91090154	  0.90261405
  0.92746811	  0.91918889
  0.94401811	  0.93574717
  0.96055157	   0.9522889
  0.97706851	  0.96881409
  0.99356894	  0.98532277
   1.0100529	   1.0018149
   1.0265203	   1.0182906
   1.0429713	   1.0347499
   1.0594059	   1.0511926
    1.075824	    1.067619
   1.0922257	   1.0840289
   1.1086111	   1.1004224
     1.12498	   1.1167996
   1.1413326	   1.1331603
   1.1576689	   1.1495047
   1.1739888	   1.1658328
   1.1902924	   1.1821446
   1.2065797	     1.19844
   1.2228507	   1.2147192
   1.2391055	   1.2309821
    1.255344	   1.2472287
   1.2715663	   1.2634591
   1.2877724	   1.2796733
   1.3039623	   1.2958713
    1.320136	   1.3120531
   1.3362935	   1.3282187
   1.3524349	   1.3443681
   1.3685601	   1.3605014
   1.3846693	   1.3766186
   1.4007623	   1.3927197
   1.4168392	   1.4088047
   1.4329001	   1.4248736
    1.448945	   1.4409264
   1.4649737	   1.4569632
   1.4809865	    1.472984
   1.4969833	   1.4889888
    1.512964	   1.5049775
   1.5289288	   1.5209503
   1.5448777	   1.5369071
   1.5608106	    1.552848
   1.5767276	   1.5687729
   1.5926286	    1.584682
   1.6085138	   1.6005751
   1.6243831	   1.6164523
   1.6402365	   1.6323137
   1.6560741	   1.6481592
   1.6718959	   1.6639888
   1.6877018	   1.6798027
    1.703492	   1.6956007
   1.7192664	    1.711383
    1.735025	   1.7271495
   1.7507678	   1.7429002
   1.7664949	   1.7586352
   1.7822063	   1.7743544
    1.797902	    1.790058
    1.813582	   1.8057458
   1.8292464	    1.821418
    1.844895	   1.8370745
   1.8605281	   1.8527153
   1.8761455	   1.8683405
   1.8917473	   1.8839501
   1.9073335	   1.8995441
   1.9229041	   1.9151225
   1.9384592	   1.9306854
   1.9539987	   1.9462327
   1.9695227	   1.9617644
   1.9850312	   1.9772806
   2.0005241	   1.9927814
   2.0160016	   2.0082666
   2.0314636	   2.0237363
   2.0469102	   2.0391906
   2.0623413	   2.0546294
    2.077757	   2.0700529
   2.0931573	   2.0854608
   2.1085422	   2.1008534
   2.1239117	   2.1162306
   2.1392659	   2.1315925
   2.1546047	   2.1469389
   2.1699282	   2.1622701
   2.1852363	   2.1775859
   2.2005292	   2.1928864
   2.2158068	   2.2081716
   2.2310691	   2.2234416
   2.2463161	   2.2386963
    2.261548	   2.2539357
   2.2767645	   2.2691599
   2.2919659	   2.2843689
   2.3071521	   2.2995626
   2.3223231	   2.3147412
    2.337479	   2.3299047
   2.3526197	   2.3450529
   2.3677452	   2.3601861
   2.3828557	   2.3753041
    2.397951	   2.3904069
   2.4130313	   2.4054947
   2.4280965	   2.4205675
   2.4431466	   2.4356251
   2.4581817	   2.4506677
   2.4732017	   2.4656953
   2.4882068	   2.4807078
   2.5031968	   2.4957053
   2.5181719	   2.5106879
    2.533132	   2.5256555
   2.5480771	   2.5406081
   2.5630073	   2.5555458
   2.5779226	   2.5704685
    2.592823	   2.5853763
   2.6077085	   2.6002692
   2.6225791	   2.6151473
   2.6374348	   2.6300104
   2.6522757	   2.6448588
   2.6671018	   2.6596922
    2.681913	   2.6745109
   2.6967094	   2.6893147
   2.7114911	   2.7041037
   2.7262579	    2.718878
   2.7410101	   2.7336375
   2.7557474	   2.7483822
   2.7704701	   2.7631122
    2.785178	   2.7778275
   2.7998712	   2.7925281
   2.8145498	   2.8072139
   2.8292136	   2.8218851
   2.8438628	   2.8365417
   2.8584974	   2.8511835
   2.8731173	   2.8658108
   2.8877227	   2.8804234
   2.9023134	   2.8950215
   2.9168895	   2.9096049
   2.9314511	   2.9241737
   2.9459981	    2.938728
   2.9605306	   2.9532678
   2.9750486	    2.967793
    2.989552	   2.9823037
    3.004041	   2.9967999
   3.0185154	   3.0112816
   3.0329754	   3.0257488
    3.047421	   3.0402016
   3.0618521	   3.0546399
   3.0762688	   3.0690638
   3.0906711	   3.0834733
   3.1050589	   3.0978684
   3.1194324	   3.1122491
   3.1337916	   3.1266154
   3.1481364	   3.1409673
   3.1624668	   3.1553049
   3.1767829	   3.1696282
   3.1910847	   3.1839372
   3.2053723	   3.1982318
   3.2196455	   3.2125122
   3.2339045	   3.2267783
   3.2481492	   3.2410302
   3.2623797	   3.2552678
   3.2765959	   3.2694911
    3.290798	   3.2837003
   3.3049858	   3.2978952
   3.3191595	    3.312076
    3.333319	   3.3262426
   3.3474644	    3.340395
   3.3615956	   3.3545333
   3.3757127	   3.3686574
   3.3898157	   3.3827675
   3.4039046	   3.3968634
   3.4179794	   3.4109452
   3.4320401	    3.425013
   3.4460868	   3.4390667
   3.4601194	   3.4531064
   3.4741381	    3.467132
   3.4881427	   3.4811436
   3.5021333	   3.4951412
   3.5161099	   3.5091248
   3.5300725	   3.5230944
