        Pcore(1)        Pcore(2)        Pcore(3)        Pcore(4)        Pcore(5)        Pcore(6)        Pcore(7)        Pcore(8)
     1.4942529     2.9885057     4.4827586     5.9770115     5.9770115     4.4827586     2.9885057     1.4942529
        Vcore(1)        Vcore(2)        Vcore(3)        Vcore(4)        Vcore(5)        Vcore(6)        Vcore(7)        Vcore(8)
             0             0             0             0             0             0             0             0
     17.557733     17.632446     17.707159     17.781871     17.781871     17.707159     17.632446     17.557733
     17.557752     17.632465     17.707177      17.78189      17.78189     17.707177     17.632465     17.557752
     17.557771     17.632483     17.707196     17.781908     17.781908     17.707196     17.632483     17.557771
     17.557789     17.632502     17.707214     17.781927     17.781927     17.707214     17.632502     17.557789
     17.557807      17.63252     17.707232     17.781945     17.781945     17.707232      17.63252     17.557807
     17.557825     17.632538     17.707251     17.781963     17.781963     17.707251     17.632538     17.557825
     17.557843     17.632556     17.707268     17.781981     17.781981     17.707268     17.632556     17.557843
     17.557861     17.632574     17.707286     17.781999     17.781999     17.707286     17.632574     17.557861
     17.557879     17.632591     17.707304     17.782017     17.782017     17.707304     17.632591     17.557879
     17.557896     17.632609     17.707322     17.782034     17.782034     17.707322     17.632609     17.557896
     17.557914     17.632627     17.707339     17.782052     17.782052     17.707339     17.632627     17.557914
     17.557931     17.632644     17.707357     17.782069     17.782069     17.707357     17.632644     17.557931
     17.557949     17.632661     17.707374     17.782086     17.782086     17.707374     17.632661     17.557949
     17.557966     17.632678     17.707391     17.782104     17.782104     17.707391     17.632678     17.557966
     17.557983     17.632695     17.707408     17.782121     17.782121     17.707408     17.632695     17.557983
        17.558     17.632712     17.707425     17.782138     17.782138     17.707425     17.632712        17.558
     17.558016     17.632729     17.707442     17.782154     17.782154     17.707442     17.632729     17.558016
     17.558033     17.632746     17.707458     17.782171     17.782171     17.707458     17.632746     17.558033
      17.55805     17.632762     17.707475     17.782188     17.782188     17.707475     17.632762      17.55805
     17.558066     17.632779     17.707491     17.782204     17.782204     17.707491     17.632779     17.558066
     17.558082     17.632795     17.707508      17.78222      17.78222     17.707508     17.632795     17.558082
     17.558099     17.632811     17.707524     17.782237     17.782237     17.707524     17.632811     17.558099
     17.558115     17.632827      17.70754     17.782253     17.782253      17.70754     17.632827     17.558115
     17.558131     17.632843     17.707556     17.782269     17.782269     17.707556     17.632843     17.558131
     17.558147     17.632859     17.707572     17.782285     17.782285     17.707572     17.632859     17.558147
     17.558162     17.632875     17.707588       17.7823       17.7823     17.707588     17.632875     17.558162
     17.558178     17.632891     17.707603     17.782316     17.782316     17.707603     17.632891     17.558178
     17.558194     17.632906     17.707619     17.782332     17.782332     17.707619     17.632906     17.558194
     17.558209     17.632922     17.707634     17.782347     17.782347     17.707634     17.632922     17.558209
     17.558224     17.632937      17.70765     17.782362     17.782362      17.70765     17.632937     17.558224
      17.55824     17.632952     17.707665     17.782378     17.782378     17.707665     17.632952      17.55824
     17.558255     17.632967      17.70768     17.782393     17.782393      17.70768     17.632967     17.558255
      17.55827     17.632983     17.707695     17.782408     17.782408     17.707695     17.632983      17.55827
     17.558285     17.632997      17.70771     17.782423     17.782423      17.70771     17.632997     17.558285
       17.5583     17.633012     17.707725     17.782438     17.782438     17.707725     17.633012       17.5583
     17.558314     17.633027      17.70774     17.782452     17.782452      17.70774     17.633027     17.558314
     17.558329     17.633042     17.707754     17.782467     17.782467     17.707754     17.633042     17.558329
     17.558344     17.633056     17.707769     17.782482     17.782482     17.707769     17.633056     17.558344
     17.558358     17.633071     17.707783     17.782496     17.782496     17.707783     17.633071     17.558358
     17.558372     17.633085     17.707798      17.78251      17.78251     17.707798     17.633085     17.558372
     17.558387     17.633099     17.707812     17.782525     17.782525     17.707812     17.633099     17.558387
     17.558401     17.633113     17.707826     17.782539     17.782539     17.707826     17.633113     17.558401
     17.558415     17.633127      17.70784     17.782553     17.782553      17.70784     17.633127     17.558415
     17.558429     17.633141     17.707854     17.782567     17.782567     17.707854     17.633141     17.558429
     17.558443     17.633155     17.707868     17.782581     17.782581     17.707868     17.633155     17.558443
     17.558456     17.633169     17.707882     17.782594     17.782594     17.707882     17.633169     17.558456
      17.55847     17.633183     17.707895     17.782608     17.782608     17.707895     17.633183      17.55847
     17.558484     17.633196     17.707909     17.782622     17.782622     17.707909     17.633196     17.558484
     17.558497      17.63321     17.707922     17.782635     17.782635     17.707922      17.63321     17.558497
     17.558511     17.633223     17.707936     17.782648     17.782648     17.707936     17.633223     17.558511
     17.558524     17.633236     17.707949     17.782662     17.782662     17.707949     17.633236     17.558524
     17.558537      17.63325     17.707962     17.782675     17.782675     17.707962      17.63325     17.558537
      17.55855     17.633263     17.707975     17.782688     17.782688     17.707975     17.633263      17.55855
     17.558563     17.633276     17.707988     17.782701     17.782701     17.707988     17.633276     17.558563
     17.558576     17.633289     17.708001     17.782714     17.782714     17.708001     17.633289     17.558576
     17.558589     17.633302     17.708014     17.782727     17.782727     17.708014     17.633302     17.558589
     17.558602     17.633314     17.708027      17.78274      17.78274     17.708027     17.633314     17.558602
     17.558614     17.633327      17.70804     17.782752     17.782752      17.70804     17.633327     17.558614
     17.558627      17.63334     17.708052     17.782765     17.782765     17.708052      17.63334     17.558627
     17.558639     17.633352     17.708065     17.782777     17.782777     17.708065     17.633352     17.558639
     17.558652     17.633365     17.708077      17.78279      17.78279     17.708077     17.633365     17.558652
     17.558664     17.633377      17.70809     17.782802     17.782802      17.70809     17.633377     17.558664
     17.558677     17.633389     17.708102     17.782814     17.782814     17.708102     17.633389     17.558677
     17.558689     17.633401     17.708114     17.782827     17.782827     17.708114     17.633401     17.558689
     17.558701     17.633413     17.708126     17.782839     17.782839     17.708126     17.633413     17.558701
     17.558713     17.633425     17.708138     17.782851     17.782851     17.708138     17.633425     17.558713
     17.558725     17.633437      17.70815     17.782863     17.782863      17.70815     17.633437     17.558725
     17.558737     17.633449     17.708162     17.782874     17.782874     17.708162     17.633449     17.558737
     17.558748     17.633461     17.708174     17.782886     17.782886     17.708174     17.633461     17.558748
      17.55876     17.633473     17.708185     17.782898     17.782898     17.708185     17.633473      17.55876
     17.558772     17.633484     17.708197     17.782909     17.782909     17.708197     17.633484     17.558772
     17.558783     17.633496     17.708208     17.782921     17.782921     17.708208     17.633496     17.558783
     17.558795     17.633507      17.70822     17.782932     17.782932      17.70822     17.633507     17.558795
     17.558806     17.633519     17.708231     17.782944     17.782944     17.708231     17.633519     17.558806
     17.558817      17.63353     17.708242     17.782955     17.782955     17.708242      17.63353     17.558817
     17.558828     17.633541     17.708254     17.782966     17.782966     17.708254     17.633541     17.558828
     17.558839     17.633552     17.708265     17.782977     17.782977     17.708265     17.633552     17.558839
     17.558851     17.633563     17.708276     17.782988     17.782988     17.708276     17.633563     17.558851
     17.558862     17.633574     17.708287     17.782999     17.782999     17.708287     17.633574     17.558862
     17.558872     17.633585     17.708298      17.78301      17.78301     17.708298     17.633585     17.558872
     17.558883     17.633596     17.708309     17.783021     17.783021     17.708309     17.633596     17.558883
     17.558894     17.633607     17.708319     17.783032     17.783032     17.708319     17.633607     17.558894
     17.558905     17.633617      17.70833     17.783043     17.783043      17.70833     17.633617     17.558905
     17.558915     17.633628     17.708341     17.783053     17.783053     17.708341     17.633628     17.558915
     17.558926     17.633639     17.708351     17.783064     17.783064     17.708351     17.633639     17.558926
     17.558936     17.633649     17.708362     17.783074     17.783074     17.708362     17.633649     17.558936
     17.558947     17.633659     17.708372     17.783085     17.783085     17.708372     17.633659     17.558947
     17.558957      17.63367     17.708382     17.783095     17.783095     17.708382      17.63367     17.558957
     17.558967      17.63368     17.708393     17.783105     17.783105     17.708393      17.63368     17.558967
     17.558977      17.63369     17.708403     17.783115     17.783115     17.708403      17.63369     17.558977
     17.558988       17.6337     17.708413     17.783126     17.783126     17.708413       17.6337     17.558988
     17.558998      17.63371     17.708423     17.783136     17.783136     17.708423      17.63371     17.558998
     17.559008      17.63372     17.708433     17.783146     17.783146     17.708433      17.63372     17.559008
     17.559018      17.63373     17.708443     17.783155     17.783155     17.708443      17.63373     17.559018
     17.559027      17.63374     17.708453     17.783165     17.783165     17.708453      17.63374     17.559027
     17.559037      17.63375     17.708462     17.783175     17.783175     17.708462      17.63375     17.559037
     17.559047     17.633759     17.708472     17.783185     17.783185     17.708472     17.633759     17.559047
     17.559056     17.633769     17.708482     17.783194     17.783194     17.708482     17.633769     17.559056
     17.559066     17.633779     17.708491     17.783204     17.783204     17.708491     17.633779     17.559066
     17.559076     17.633788     17.708501     17.783214     17.783214     17.708501     17.633788     17.559076
     17.559085     17.633798      17.70851     17.783223     17.783223      17.70851     17.633798     17.559085
     17.559094     17.633807      17.70852     17.783232     17.783232      17.70852     17.633807     17.559094
     17.559104     17.633816     17.708529     17.783242     17.783242     17.708529     17.633816     17.559104
     17.559113     17.633826     17.708538     17.783251     17.783251     17.708538     17.633826     17.559113
     17.559122     17.633835     17.708547      17.78326      17.78326     17.708547     17.633835     17.559122
     17.559131     17.633844     17.708557     17.783269     17.783269     17.708557     17.633844     17.559131
      17.55914     17.633853     17.708566     17.783278     17.783278     17.708566     17.633853      17.55914
     17.559149     17.633862     17.708575     17.783287     17.783287     17.708575     17.633862     17.559149
     17.559158     17.633871     17.708584     17.783296     17.783296     17.708584     17.633871     17.559158
     17.559167      17.63388     17.708592     17.783305     17.783305     17.708592      17.63388     17.559167
     17.559176     17.633889     17.708601     17.783314     17.783314     17.708601     17.633889     17.559176
     17.559185     17.633897      17.70861     17.783323     17.783323      17.70861     17.633897     17.559185
     17.559193     17.633906     17.708619     17.783331     17.783331     17.708619     17.633906     17.559193
     17.559202     17.633915     17.708627      17.78334      17.78334     17.708627     17.633915     17.559202
     17.559211     17.633923     17.708636     17.783349     17.783349     17.708636     17.633923     17.559211
     17.559219     17.633932     17.708644     17.783357     17.783357     17.708644     17.633932     17.559219
     17.559228      17.63394     17.708653     17.783366     17.783366     17.708653      17.63394     17.559228
     17.559236     17.633949     17.708661     17.783374     17.783374     17.708661     17.633949     17.559236
     17.559244     17.633957      17.70867     17.783382     17.783382      17.70867     17.633957     17.559244
     17.559253     17.633965     17.708678     17.783391     17.783391     17.708678     17.633965     17.559253
     17.559261     17.633974     17.708686     17.783399     17.783399     17.708686     17.633974     17.559261
     17.559269     17.633982     17.708694     17.783407     17.783407     17.708694     17.633982     17.559269
     17.559277      17.63399     17.708703     17.783415     17.783415     17.708703      17.63399     17.559277
     17.559285     17.633998     17.708711     17.783423     17.783423     17.708711     17.633998     17.559285
     17.559293     17.634006     17.708719     17.783431     17.783431     17.708719     17.634006     17.559293
     17.559301     17.634014     17.708727     17.783439     17.783439     17.708727     17.634014     17.559301
     17.559309     17.634022     17.708734     17.783447     17.783447     17.708734     17.634022     17.559309
     17.559317      17.63403     17.708742     17.783455     17.783455     17.708742      17.63403     17.559317
     17.559325     17.634037      17.70875     17.783463     17.783463      17.70875     17.634037     17.559325
     17.559333     17.634045     17.708758     17.783471     17.783471     17.708758     17.634045     17.559333
      17.55934     17.634053     17.708766     17.783478     17.783478     17.708766     17.634053      17.55934
     17.559348     17.634061     17.708773     17.783486     17.783486     17.708773     17.634061     17.559348
     17.559356     17.634068     17.708781     17.783493     17.783493     17.708781     17.634068     17.559356
     17.559363     17.634076     17.708788     17.783501     17.783501     17.708788     17.634076     17.559363
     17.559371     17.634083     17.708796     17.783508     17.783508     17.708796     17.634083     17.559371
     17.559378     17.634091     17.708803     17.783516     17.783516     17.708803     17.634091     17.559378
     17.559385     17.634098     17.708811     17.783523     17.783523     17.708811     17.634098     17.559385
     17.559393     17.634105     17.708818     17.783531     17.783531     17.708818     17.634105     17.559393
       17.5594     17.634113     17.708825     17.783538     17.783538     17.708825     17.634113       17.5594
     17.559407      17.63412     17.708832     17.783545     17.783545     17.708832      17.63412     17.559407
     17.559414     17.634127      17.70884     17.783552     17.783552      17.70884     17.634127     17.559414
     17.559421     17.634134     17.708847     17.783559     17.783559     17.708847     17.634134     17.559421
     17.559429     17.634141     17.708854     17.783567     17.783567     17.708854     17.634141     17.559429
     17.559436     17.634148     17.708861     17.783574     17.783574     17.708861     17.634148     17.559436
     17.559443     17.634155     17.708868     17.783581     17.783581     17.708868     17.634155     17.559443
      17.55945     17.634162     17.708875     17.783587     17.783587     17.708875     17.634162      17.55945
     17.559456     17.634169     17.708882     17.783594     17.783594     17.708882     17.634169     17.559456
     17.559463     17.634176     17.708889     17.783601     17.783601     17.708889     17.634176     17.559463
      17.55947     17.634183     17.708895     17.783608     17.783608     17.708895     17.634183      17.55947
     17.559477     17.634189     17.708902     17.783615     17.783615     17.708902     17.634189     17.559477
     17.559484     17.634196     17.708909     17.783621     17.783621     17.708909     17.634196     17.559484
      17.55949     17.634203     17.708915     17.783628     17.783628     17.708915     17.634203      17.55949
     17.559497     17.634209     17.708922     17.783635     17.783635     17.708922     17.634209     17.559497
     17.559503     17.634216     17.708929     17.783641     17.783641     17.708929     17.634216     17.559503
      17.55951     17.634223     17.708935     17.783648     17.783648     17.708935     17.634223      17.55951
     17.559516     17.634229     17.708942     17.783654     17.783654     17.708942     17.634229     17.559516
     17.559523     17.634235     17.708948     17.783661     17.783661     17.708948     17.634235     17.559523
     17.559529     17.634242     17.708955     17.783667     17.783667     17.708955     17.634242     17.559529
     17.559536     17.634248     17.708961     17.783674     17.783674     17.708961     17.634248     17.559536
     17.559542     17.634255     17.708967      17.78368      17.78368     17.708967     17.634255     17.559542
     17.559548     17.634261     17.708973     17.783686     17.783686     17.708973     17.634261     17.559548
     17.559554     17.634267      17.70898     17.783692     17.783692      17.70898     17.634267     17.559554
     17.559561     17.634273     17.708986     17.783698     17.783698     17.708986     17.634273     17.559561
     17.559567     17.634279     17.708992     17.783705     17.783705     17.708992     17.634279     17.559567
     17.559573     17.634285     17.708998     17.783711     17.783711     17.708998     17.634285     17.559573
     17.559579     17.634291     17.709004     17.783717     17.783717     17.709004     17.634291     17.559579
     17.559585     17.634297      17.70901     17.783723     17.783723      17.70901     17.634297     17.559585
     17.559591     17.634303     17.709016     17.783729     17.783729     17.709016     17.634303     17.559591
     17.559597     17.634309     17.709022     17.783735     17.783735     17.709022     17.634309     17.559597
     17.559603     17.634315     17.709028     17.783741     17.783741     17.709028     17.634315     17.559603
     17.559608     17.634321     17.709034     17.783746     17.783746     17.709034     17.634321     17.559608
     17.559614     17.634327      17.70904     17.783752     17.783752      17.70904     17.634327     17.559614
      17.55962     17.634333     17.709045     17.783758     17.783758     17.709045     17.634333      17.55962
     17.559626     17.634338     17.709051     17.783764     17.783764     17.709051     17.634338     17.559626
     17.559631     17.634344     17.709057     17.783769     17.783769     17.709057     17.634344     17.559631
     17.559637      17.63435     17.709062     17.783775     17.783775     17.709062      17.63435     17.559637
     17.559643     17.634355     17.709068     17.783781     17.783781     17.709068     17.634355     17.559643
     17.559648     17.634361     17.709074     17.783786     17.783786     17.709074     17.634361     17.559648
     17.559654     17.634366     17.709079     17.783792     17.783792     17.709079     17.634366     17.559654
     17.559659     17.634372     17.709085     17.783797     17.783797     17.709085     17.634372     17.559659
     17.559665     17.634377      17.70909     17.783803     17.783803      17.70909     17.634377     17.559665
      17.55967     17.634383     17.709096     17.783808     17.783808     17.709096     17.634383      17.55967
     17.559676     17.634388     17.709101     17.783814     17.783814     17.709101     17.634388     17.559676
     17.559681     17.634394     17.709106     17.783819     17.783819     17.709106     17.634394     17.559681
     17.559686     17.634399     17.709112     17.783824     17.783824     17.709112     17.634399     17.559686
     17.559692     17.634404     17.709117     17.783829     17.783829     17.709117     17.634404     17.559692
     17.559697     17.634409     17.709122     17.783835     17.783835     17.709122     17.634409     17.559697
     17.559702     17.634415     17.709127      17.78384      17.78384     17.709127     17.634415     17.559702
     17.559707      17.63442     17.709132     17.783845     17.783845     17.709132      17.63442     17.559707
     17.559712     17.634425     17.709138      17.78385      17.78385     17.709138     17.634425     17.559712
     17.559717      17.63443     17.709143     17.783855     17.783855     17.709143      17.63443     17.559717
     17.559722     17.634435     17.709148      17.78386      17.78386     17.709148     17.634435     17.559722
     17.559728      17.63444     17.709153     17.783865     17.783865     17.709153      17.63444     17.559728
     17.559733     17.634445     17.709158      17.78387      17.78387     17.709158     17.634445     17.559733
     17.559737      17.63445     17.709163     17.783875     17.783875     17.709163      17.63445     17.559737
     17.559742     17.634455     17.709168      17.78388      17.78388     17.709168     17.634455     17.559742
     17.559747      17.63446     17.709173     17.783885     17.783885     17.709173      17.63446     17.559747
     17.559752     17.634465     17.709177      17.78389      17.78389     17.709177     17.634465     17.559752
     17.559757      17.63447     17.709182     17.783895     17.783895     17.709182      17.63447     17.559757
     17.559762     17.634474     17.709187       17.7839       17.7839     17.709187     17.634474     17.559762
     17.559767     17.634479     17.709192     17.783904     17.783904     17.709192     17.634479     17.559767
     17.559771     17.634484     17.709197     17.783909     17.783909     17.709197     17.634484     17.559771
     17.559776     17.634489     17.709201     17.783914     17.783914     17.709201     17.634489     17.559776
     17.559781     17.634493     17.709206     17.783919     17.783919     17.709206     17.634493     17.559781
     17.559785     17.634498     17.709211     17.783923     17.783923     17.709211     17.634498     17.559785
      17.55979     17.634503     17.709215     17.783928     17.783928     17.709215     17.634503      17.55979
     17.559794     17.634507      17.70922     17.783932     17.783932      17.70922     17.634507     17.559794
     17.559799     17.634512     17.709224     17.783937     17.783937     17.709224     17.634512     17.559799
     17.559803     17.634516     17.709229     17.783941     17.783941     17.709229     17.634516     17.559803
     17.559808     17.634521     17.709233     17.783946     17.783946     17.709233     17.634521     17.559808
     17.559812     17.634525     17.709238      17.78395      17.78395     17.709238     17.634525     17.559812
     17.559817     17.634529     17.709242     17.783955     17.783955     17.709242     17.634529     17.559817
     17.559821     17.634534     17.709247     17.783959     17.783959     17.709247     17.634534     17.559821
     17.559826     17.634538     17.709251     17.783964     17.783964     17.709251     17.634538     17.559826
      17.55983     17.634543     17.709255     17.783968     17.783968     17.709255     17.634543      17.55983
     17.559834     17.634547     17.709259     17.783972     17.783972     17.709259     17.634547     17.559834
     17.559838     17.634551     17.709264     17.783976     17.783976     17.709264     17.634551     17.559838
     17.559843     17.634555     17.709268     17.783981     17.783981     17.709268     17.634555     17.559843
     17.559847      17.63456     17.709272     17.783985     17.783985     17.709272      17.63456     17.559847
     17.559851     17.634564     17.709276     17.783989     17.783989     17.709276     17.634564     17.559851
     17.559855     17.634568     17.709281     17.783993     17.783993     17.709281     17.634568     17.559855
     17.559859     17.634572     17.709285     17.783997     17.783997     17.709285     17.634572     17.559859
     17.559863     17.634576     17.709289     17.784001     17.784001     17.709289     17.634576     17.559863
     17.559868      17.63458     17.709293     17.784005     17.784005     17.709293      17.63458     17.559868
     17.559872     17.634584     17.709297      17.78401      17.78401     17.709297     17.634584     17.559872
     17.559876     17.634588     17.709301     17.784014     17.784014     17.709301     17.634588     17.559876
      17.55988     17.634592     17.709305     17.784018     17.784018     17.709305     17.634592      17.55988
     17.559884     17.634596     17.709309     17.784021     17.784021     17.709309     17.634596     17.559884
     17.559887       17.6346     17.709313     17.784025     17.784025     17.709313       17.6346     17.559887
     17.559891     17.634604     17.709317     17.784029     17.784029     17.709317     17.634604     17.559891
     17.559895     17.634608     17.709321     17.784033     17.784033     17.709321     17.634608     17.559895
     17.559899     17.634612     17.709324     17.784037     17.784037     17.709324     17.634612     17.559899
     17.559903     17.634616     17.709328     17.784041     17.784041     17.709328     17.634616     17.559903
     17.559907     17.634619     17.709332     17.784045     17.784045     17.709332     17.634619     17.559907
     17.559911     17.634623     17.709336     17.784048     17.784048     17.709336     17.634623     17.559911
     17.559914     17.634627      17.70934     17.784052     17.784052      17.70934     17.634627     17.559914
     17.559918     17.634631     17.709343     17.784056     17.784056     17.709343     17.634631     17.559918
     17.559922     17.634634     17.709347      17.78406      17.78406     17.709347     17.634634     17.559922
     17.559925     17.634638     17.709351     17.784063     17.784063     17.709351     17.634638     17.559925
     17.559929     17.634642     17.709354     17.784067     17.784067     17.709354     17.634642     17.559929
     17.559933     17.634645     17.709358     17.784071     17.784071     17.709358     17.634645     17.559933
     17.559936     17.634649     17.709361     17.784074     17.784074     17.709361     17.634649     17.559936
      17.55994     17.634652     17.709365     17.784078     17.784078     17.709365     17.634652      17.55994
     17.559943     17.634656     17.709369     17.784081     17.784081     17.709369     17.634656     17.559943
     17.559947     17.634659     17.709372     17.784085     17.784085     17.709372     17.634659     17.559947
      17.55995     17.634663     17.709376     17.784088     17.784088     17.709376     17.634663      17.55995
     17.559954     17.634666     17.709379     17.784092     17.784092     17.709379     17.634666     17.559954
     17.559957      17.63467     17.709383     17.784095     17.784095     17.709383      17.63467     17.559957
     17.559961     17.634673     17.709386     17.784099     17.784099     17.709386     17.634673     17.559961
     17.559964     17.634677     17.709389     17.784102     17.784102     17.709389     17.634677     17.559964
     17.559967      17.63468     17.709393     17.784105     17.784105     17.709393      17.63468     17.559967
     17.559971     17.634683     17.709396     17.784109     17.784109     17.709396     17.634683     17.559971
     17.559974     17.634687     17.709399     17.784112     17.784112     17.709399     17.634687     17.559974
     17.559978      17.63469     17.709403     17.784115     17.784115     17.709403      17.63469     17.559978
     17.559981     17.634693     17.709406     17.784119     17.784119     17.709406     17.634693     17.559981
     17.559984     17.634697     17.709409     17.784122     17.784122     17.709409     17.634697     17.559984
     17.559987       17.6347     17.709413     17.784125     17.784125     17.709413       17.6347     17.559987
     17.559991     17.634703     17.709416     17.784128     17.784128     17.709416     17.634703     17.559991
     17.559994     17.634706     17.709419     17.784132     17.784132     17.709419     17.634706     17.559994
     17.559997      17.63471     17.709422     17.784135     17.784135     17.709422      17.63471     17.559997
         17.56     17.634713     17.709425     17.784138     17.784138     17.709425     17.634713         17.56
     17.560003     17.634716     17.709428     17.784141     17.784141     17.709428     17.634716     17.560003
     17.560006     17.634719     17.709432     17.784144     17.784144     17.709432     17.634719     17.560006
     17.560009     17.634722     17.709435     17.784147     17.784147     17.709435     17.634722     17.560009
     17.560012     17.634725     17.709438      17.78415      17.78415     17.709438     17.634725     17.560012
     17.560016     17.634728     17.709441     17.784153     17.784153     17.709441     17.634728     17.560016
     17.560019     17.634731     17.709444     17.784157     17.784157     17.709444     17.634731     17.560019
     17.560022     17.634734     17.709447      17.78416      17.78416     17.709447     17.634734     17.560022
     17.560025     17.634737      17.70945     17.784163     17.784163      17.70945     17.634737     17.560025
     17.560028      17.63474     17.709453     17.784165     17.784165     17.709453      17.63474     17.560028
      17.56003     17.634743     17.709456     17.784168     17.784168     17.709456     17.634743      17.56003
     17.560033     17.634746     17.709459     17.784171     17.784171     17.709459     17.634746     17.560033
     17.560036     17.634749     17.709462     17.784174     17.784174     17.709462     17.634749     17.560036
     17.560039     17.634752     17.709465     17.784177     17.784177     17.709465     17.634752     17.560039
     17.560042     17.634755     17.709467      17.78418      17.78418     17.709467     17.634755     17.560042
     17.560045     17.634758      17.70947     17.784183     17.784183      17.70947     17.634758     17.560045
     17.560048      17.63476     17.709473     17.784186     17.784186     17.709473      17.63476     17.560048
     17.560051     17.634763     17.709476     17.784189     17.784189     17.709476     17.634763     17.560051
     17.560053     17.634766     17.709479     17.784191     17.784191     17.709479     17.634766     17.560053
     17.560056     17.634769     17.709481     17.784194     17.784194     17.709481     17.634769     17.560056
     17.560059     17.634772     17.709484     17.784197     17.784197     17.709484     17.634772     17.560059
     17.560062     17.634774     17.709487       17.7842       17.7842     17.709487     17.634774     17.560062
     17.560064     17.634777      17.70949     17.784202     17.784202      17.70949     17.634777     17.560064
     17.560067      17.63478     17.709492     17.784205     17.784205     17.709492      17.63478     17.560067
      17.56007     17.634782     17.709495     17.784208     17.784208     17.709495     17.634782      17.56007
     17.560072     17.634785     17.709498      17.78421      17.78421     17.709498     17.634785     17.560072
     17.560075     17.634788       17.7095     17.784213     17.784213       17.7095     17.634788     17.560075
     17.560078      17.63479     17.709503     17.784216     17.784216     17.709503      17.63479     17.560078
      17.56008     17.634793     17.709506     17.784218     17.784218     17.709506     17.634793      17.56008
     17.560083     17.634796     17.709508     17.784221     17.784221     17.709508     17.634796     17.560083
     17.560085     17.634798     17.709511     17.784223     17.784223     17.709511     17.634798     17.560085
     17.560088     17.634801     17.709513     17.784226     17.784226     17.709513     17.634801     17.560088
     17.560091     17.634803     17.709516     17.784228     17.784228     17.709516     17.634803     17.560091
     17.560093     17.634806     17.709518     17.784231     17.784231     17.709518     17.634806     17.560093
     17.560096     17.634808     17.709521     17.784233     17.784233     17.709521     17.634808     17.560096
     17.560098     17.634811     17.709523     17.784236     17.784236     17.709523     17.634811     17.560098
       17.5601     17.634813     17.709526     17.784238     17.784238     17.709526     17.634813       17.5601
     17.560103     17.634816     17.709528     17.784241     17.784241     17.709528     17.634816     17.560103
     17.560105     17.634818     17.709531     17.784243     17.784243     17.709531     17.634818     17.560105
     17.560108      17.63482     17.709533     17.784246     17.784246     17.709533      17.63482     17.560108
      17.56011     17.634823     17.709535     17.784248     17.784248     17.709535     17.634823      17.56011
     17.560113     17.634825     17.709538     17.784251     17.784251     17.709538     17.634825     17.560113
     17.560115     17.634828      17.70954     17.784253     17.784253      17.70954     17.634828     17.560115
     17.560117      17.63483     17.709543     17.784255     17.784255     17.709543      17.63483     17.560117
      17.56012     17.634832     17.709545     17.784258     17.784258     17.709545     17.634832      17.56012
     17.560122     17.634835     17.709547      17.78426      17.78426     17.709547     17.634835     17.560122
     17.560124     17.634837      17.70955     17.784262     17.784262      17.70955     17.634837     17.560124
     17.560127     17.634839     17.709552     17.784264     17.784264     17.709552     17.634839     17.560127
     17.560129     17.634841     17.709554     17.784267     17.784267     17.709554     17.634841     17.560129
     17.560131     17.634844     17.709556     17.784269     17.784269     17.709556     17.634844     17.560131
     17.560133     17.634846     17.709559     17.784271     17.784271     17.709559     17.634846     17.560133
     17.560136     17.634848     17.709561     17.784273     17.784273     17.709561     17.634848     17.560136
     17.560138      17.63485     17.709563     17.784276     17.784276     17.709563      17.63485     17.560138
      17.56014     17.634853     17.709565     17.784278     17.784278     17.709565     17.634853      17.56014
     17.560142     17.634855     17.709567      17.78428      17.78428     17.709567     17.634855     17.560142
     17.560144     17.634857      17.70957     17.784282     17.784282      17.70957     17.634857     17.560144
     17.560146     17.634859     17.709572     17.784284     17.784284     17.709572     17.634859     17.560146
     17.560149     17.634861     17.709574     17.784287     17.784287     17.709574     17.634861     17.560149
     17.560151     17.634863     17.709576     17.784289     17.784289     17.709576     17.634863     17.560151
     17.560153     17.634865     17.709578     17.784291     17.784291     17.709578     17.634865     17.560153
     17.560155     17.634868      17.70958     17.784293     17.784293      17.70958     17.634868     17.560155
     17.560157      17.63487     17.709582     17.784295     17.784295     17.709582      17.63487     17.560157
     17.560159     17.634872     17.709584     17.784297     17.784297     17.709584     17.634872     17.560159
     17.560161     17.634874     17.709586     17.784299     17.784299     17.709586     17.634874     17.560161
     17.560163     17.634876     17.709588     17.784301     17.784301     17.709588     17.634876     17.560163
     17.560165     17.634878      17.70959     17.784303     17.784303      17.70959     17.634878     17.560165
     17.560167      17.63488     17.709592     17.784305     17.784305     17.709592      17.63488     17.560167
     17.560169     17.634882     17.709594     17.784307     17.784307     17.709594     17.634882     17.560169
     17.560171     17.634884     17.709596     17.784309     17.784309     17.709596     17.634884     17.560171
     17.560173     17.634886     17.709598     17.784311     17.784311     17.709598     17.634886     17.560173
     17.560175     17.634888       17.7096     17.784313     17.784313       17.7096     17.634888     17.560175
     17.560177      17.63489     17.709602     17.784315     17.784315     17.709602      17.63489     17.560177
     17.560179     17.634892     17.709604     17.784317     17.784317     17.709604     17.634892     17.560179
     17.560181     17.634894     17.709606     17.784319     17.784319     17.709606     17.634894     17.560181
     17.560183     17.634895     17.709608     17.784321     17.784321     17.709608     17.634895     17.560183
     17.560185     17.634897      17.70961     17.784323     17.784323      17.70961     17.634897     17.560185
