        Pcore(1)        Pcore(2)        Pcore(3)        Pcore(4)        Pcore(5)        Pcore(6)        Pcore(7)        Pcore(8)
     1.4942529     2.9885057     4.4827586     5.9770115     5.9770115     4.4827586     2.9885057     1.4942529
        Vcore(1)        Vcore(2)        Vcore(3)        Vcore(4)        Vcore(5)        Vcore(6)        Vcore(7)        Vcore(8)
             0             0             0             0             0             0             0             0
     17.257551     17.332264     17.406976     17.481689     17.481689     17.406976     17.332264     17.257551
     17.259618     17.334331     17.409043     17.483756     17.483756     17.409043     17.334331     17.259618
     17.261671     17.336383     17.411096     17.485809     17.485809     17.411096     17.336383     17.261671
     17.263709     17.338422     17.413135     17.487847     17.487847     17.413135     17.338422     17.263709
     17.265734     17.340447     17.415159     17.489872     17.489872     17.415159     17.340447     17.265734
     17.267745     17.342458      17.41717     17.491883     17.491883      17.41717     17.342458     17.267745
     17.269742     17.344455     17.419168      17.49388      17.49388     17.419168     17.344455     17.269742
     17.271726     17.346439     17.421151     17.495864     17.495864     17.421151     17.346439     17.271726
     17.273696     17.348409     17.423121     17.497834     17.497834     17.423121     17.348409     17.273696
     17.275653     17.350366     17.425078     17.499791     17.499791     17.425078     17.350366     17.275653
     17.277596     17.352309     17.427021     17.501734     17.501734     17.427021     17.352309     17.277596
     17.279526     17.354239     17.428952     17.503664     17.503664     17.428952     17.354239     17.279526
     17.281443     17.356156     17.430868     17.505581     17.505581     17.430868     17.356156     17.281443
     17.283347      17.35806     17.432772     17.507485     17.507485     17.432772      17.35806     17.283347
     17.285238      17.35995     17.434663     17.509376     17.509376     17.434663      17.35995     17.285238
     17.287116     17.361828     17.436541     17.511254     17.511254     17.436541     17.361828     17.287116
     17.288981     17.363693     17.438406     17.513119     17.513119     17.438406     17.363693     17.288981
     17.290833     17.365546     17.440258     17.514971     17.514971     17.440258     17.365546     17.290833
     17.292673     17.367385     17.442098     17.516811     17.516811     17.442098     17.367385     17.292673
       17.2945     17.369213     17.443925     17.518638     17.518638     17.443925     17.369213       17.2945
     17.296315     17.371027      17.44574     17.520453     17.520453      17.44574     17.371027     17.296315
     17.298117      17.37283     17.447542     17.522255     17.522255     17.447542      17.37283     17.298117
     17.299907      17.37462     17.449332     17.524045     17.524045     17.449332      17.37462     17.299907
     17.301685     17.376398      17.45111     17.525823     17.525823      17.45111     17.376398     17.301685
     17.303451     17.378163     17.452876     17.527589     17.527589     17.452876     17.378163     17.303451
     17.305204     17.379917      17.45463     17.529342     17.529342      17.45463     17.379917     17.305204
     17.306946     17.381659     17.456371     17.531084     17.531084     17.456371     17.381659     17.306946
     17.308676     17.383388     17.458101     17.532814     17.532814     17.458101     17.383388     17.308676
     17.310394     17.385106     17.459819     17.534532     17.534532     17.459819     17.385106     17.310394
       17.3121     17.386813     17.461525     17.536238     17.536238     17.461525     17.386813       17.3121
     17.313795     17.388507      17.46322     17.537933     17.537933      17.46322     17.388507     17.313795
     17.315478      17.39019     17.464903     17.539616     17.539616     17.464903      17.39019     17.315478
     17.317149     17.391862     17.466575     17.541287     17.541287     17.466575     17.391862     17.317149
     17.318809     17.393522     17.468235     17.542947     17.542947     17.468235     17.393522     17.318809
     17.320458     17.395171     17.469884     17.544596     17.544596     17.469884     17.395171     17.320458
     17.322096     17.396808     17.471521     17.546234     17.546234     17.471521     17.396808     17.322096
     17.323722     17.398435     17.473148      17.54786      17.54786     17.473148     17.398435     17.323722
     17.325338      17.40005     17.474763     17.549476     17.549476     17.474763      17.40005     17.325338
     17.326942     17.401655     17.476367      17.55108      17.55108     17.476367     17.401655     17.326942
     17.328535     17.403248     17.477961     17.552673     17.552673     17.477961     17.403248     17.328535
     17.330118      17.40483     17.479543     17.554256     17.554256     17.479543      17.40483     17.330118
     17.331689     17.406402     17.481115     17.555827     17.555827     17.481115     17.406402     17.331689
      17.33325     17.407963     17.482676     17.557388     17.557388     17.482676     17.407963      17.33325
     17.334801     17.409513     17.484226     17.558939     17.558939     17.484226     17.409513     17.334801
      17.33634     17.411053     17.485766     17.560478     17.560478     17.485766     17.411053      17.33634
      17.33787     17.412582     17.487295     17.562008     17.562008     17.487295     17.412582      17.33787
     17.339388     17.414101     17.488814     17.563526     17.563526     17.488814     17.414101     17.339388
     17.340897     17.415609     17.490322     17.565035     17.565035     17.490322     17.415609     17.340897
     17.342395     17.417108      17.49182     17.566533     17.566533      17.49182     17.417108     17.342395
     17.343883     17.418596     17.493308     17.568021     17.568021     17.493308     17.418596     17.343883
     17.345361     17.420073     17.494786     17.569499     17.569499     17.494786     17.420073     17.345361
     17.346828     17.421541     17.496254     17.570966     17.570966     17.496254     17.421541     17.346828
     17.348286     17.422999     17.497711     17.572424     17.572424     17.497711     17.422999     17.348286
     17.349734     17.424446     17.499159     17.573872     17.573872     17.499159     17.424446     17.349734
     17.351172     17.425884     17.500597     17.575309     17.575309     17.500597     17.425884     17.351172
       17.3526     17.427312     17.502025     17.576737     17.576737     17.502025     17.427312       17.3526
     17.354018      17.42873     17.503443     17.578156     17.578156     17.503443      17.42873     17.354018
     17.355426     17.430139     17.504852     17.579564     17.579564     17.504852     17.430139     17.355426
     17.356825     17.431538     17.506251     17.580963     17.580963     17.506251     17.431538     17.356825
     17.358215     17.432928      17.50764     17.582353     17.582353      17.50764     17.432928     17.358215
     17.359595     17.434308      17.50902     17.583733     17.583733      17.50902     17.434308     17.359595
     17.360965     17.435678     17.510391     17.585103     17.585103     17.510391     17.435678     17.360965
     17.362327     17.437039     17.511752     17.586465     17.586465     17.511752     17.437039     17.362327
     17.363679     17.438391     17.513104     17.587816     17.587816     17.513104     17.438391     17.363679
     17.365021     17.439734     17.514447     17.589159     17.589159     17.514447     17.439734     17.365021
     17.366355     17.441067      17.51578     17.590493     17.590493      17.51578     17.441067     17.366355
     17.367679     17.442392     17.517104     17.591817     17.591817     17.517104     17.442392     17.367679
     17.368995     17.443707      17.51842     17.593133     17.593133      17.51842     17.443707     17.368995
     17.370301     17.445014     17.519726     17.594439     17.594439     17.519726     17.445014     17.370301
     17.371598     17.446311     17.521024     17.595736     17.595736     17.521024     17.446311     17.371598
     17.372887       17.4476     17.522312     17.597025     17.597025     17.522312       17.4476     17.372887
     17.374167      17.44888     17.523592     17.598305     17.598305     17.523592      17.44888     17.374167
     17.375438     17.450151     17.524863     17.599576     17.599576     17.524863     17.450151     17.375438
     17.376701     17.451413     17.526126     17.600839     17.600839     17.526126     17.451413     17.376701
     17.377954     17.452667      17.52738     17.602092     17.602092      17.52738     17.452667     17.377954
       17.3792     17.453912     17.528625     17.603338     17.603338     17.528625     17.453912       17.3792
     17.380436     17.455149     17.529862     17.604574     17.604574     17.529862     17.455149     17.380436
     17.381665     17.456377      17.53109     17.605803     17.605803      17.53109     17.456377     17.381665
     17.382885     17.457597      17.53231     17.607023     17.607023      17.53231     17.457597     17.382885
     17.384096     17.458809     17.533522     17.608234     17.608234     17.533522     17.458809     17.384096
       17.3853     17.460012     17.534725     17.609438     17.609438     17.534725     17.460012       17.3853
     17.386495     17.461208      17.53592     17.610633     17.610633      17.53592     17.461208     17.386495
     17.387682     17.462395     17.537107      17.61182      17.61182     17.537107     17.462395     17.387682
     17.388861     17.463574     17.538286     17.612999     17.612999     17.538286     17.463574     17.388861
     17.390032     17.464744     17.539457      17.61417      17.61417     17.539457     17.464744     17.390032
     17.391195     17.465907      17.54062     17.615333     17.615333      17.54062     17.465907     17.391195
      17.39235     17.467062     17.541775     17.616487     17.616487     17.541775     17.467062      17.39235
     17.393497     17.468209     17.542922     17.617635     17.617635     17.542922     17.468209     17.393497
     17.394636     17.469348     17.544061     17.618774     17.618774     17.544061     17.469348     17.394636
     17.395767      17.47048     17.545193     17.619905     17.619905     17.545193      17.47048     17.395767
     17.396891     17.471604     17.546316     17.621029     17.621029     17.546316     17.471604     17.396891
     17.398007      17.47272     17.547432     17.622145     17.622145     17.547432      17.47272     17.398007
     17.399116     17.473828     17.548541     17.623254     17.623254     17.548541     17.473828     17.399116
     17.400216     17.474929     17.549642     17.624354     17.624354     17.549642     17.474929     17.400216
      17.40131     17.476022     17.550735     17.625448     17.625448     17.550735     17.476022      17.40131
     17.402396     17.477108     17.551821     17.626534     17.626534     17.551821     17.477108     17.402396
     17.403474     17.478187       17.5529     17.627612     17.627612       17.5529     17.478187     17.403474
     17.404545     17.479258     17.553971     17.628683     17.628683     17.553971     17.479258     17.404545
     17.405609     17.480322     17.555035     17.629747     17.629747     17.555035     17.480322     17.405609
     17.406666     17.481379     17.556091     17.630804     17.630804     17.556091     17.481379     17.406666
     17.407715     17.482428     17.557141     17.631853     17.631853     17.557141     17.482428     17.407715
     17.408757      17.48347     17.558183     17.632895     17.632895     17.558183      17.48347     17.408757
     17.409793     17.484505     17.559218      17.63393      17.63393     17.559218     17.484505     17.409793
     17.410821     17.485533     17.560246     17.634959     17.634959     17.560246     17.485533     17.410821
     17.411842     17.486554     17.561267      17.63598      17.63598     17.561267     17.486554     17.411842
     17.412856     17.487568     17.562281     17.636994     17.636994     17.562281     17.487568     17.412856
     17.413863     17.488575     17.563288     17.638001     17.638001     17.563288     17.488575     17.413863
     17.414863     17.489576     17.564288     17.639001     17.639001     17.564288     17.489576     17.414863
     17.415857     17.490569     17.565282     17.639994     17.639994     17.565282     17.490569     17.415857
     17.416843     17.491556     17.566268     17.640981     17.640981     17.566268     17.491556     17.416843
     17.417823     17.492536     17.567248     17.641961     17.641961     17.567248     17.492536     17.417823
     17.418796     17.493509     17.568222     17.642934     17.642934     17.568222     17.493509     17.418796
     17.419763     17.494476     17.569188     17.643901     17.643901     17.569188     17.494476     17.419763
     17.420723     17.495436     17.570148     17.644861     17.644861     17.570148     17.495436     17.420723
     17.421676     17.496389     17.571102     17.645814     17.645814     17.571102     17.496389     17.421676
     17.422623     17.497336     17.572049     17.646761     17.646761     17.572049     17.497336     17.422623
     17.423564     17.498277     17.572989     17.647702     17.647702     17.572989     17.498277     17.423564
     17.424498     17.499211     17.573923     17.648636     17.648636     17.573923     17.499211     17.424498
     17.425426     17.500138     17.574851     17.649564     17.649564     17.574851     17.500138     17.425426
     17.426347      17.50106     17.575772     17.650485     17.650485     17.575772      17.50106     17.426347
     17.427262     17.501975     17.576687       17.6514       17.6514     17.576687     17.501975     17.427262
     17.428171     17.502884     17.577596     17.652309     17.652309     17.577596     17.502884     17.428171
     17.429074     17.503786     17.578499     17.653212     17.653212     17.578499     17.503786     17.429074
      17.42997     17.504683     17.579395     17.654108     17.654108     17.579395     17.504683      17.42997
      17.43086     17.505573     17.580286     17.654998     17.654998     17.580286     17.505573      17.43086
     17.431745     17.506457      17.58117     17.655883     17.655883      17.58117     17.506457     17.431745
     17.432623     17.507336     17.582048     17.656761     17.656761     17.582048     17.507336     17.432623
     17.433495     17.508208     17.582921     17.657633     17.657633     17.582921     17.508208     17.433495
     17.434362     17.509074     17.583787       17.6585       17.6585     17.583787     17.509074     17.434362
     17.435222     17.509935     17.584647      17.65936      17.65936     17.584647     17.509935     17.435222
     17.436077     17.510789     17.585502     17.660214     17.660214     17.585502     17.510789     17.436077
     17.436925     17.511638     17.586351     17.661063     17.661063     17.586351     17.511638     17.436925
     17.437768     17.512481     17.587193     17.661906     17.661906     17.587193     17.512481     17.437768
     17.438605     17.513318     17.588031     17.662743     17.662743     17.588031     17.513318     17.438605
     17.439437     17.514149     17.588862     17.663575     17.663575     17.588862     17.514149     17.439437
     17.440263     17.514975     17.589688       17.6644       17.6644     17.589688     17.514975     17.440263
     17.441083     17.515795     17.590508     17.665221     17.665221     17.590508     17.515795     17.441083
     17.441897      17.51661     17.591322     17.666035     17.666035     17.591322      17.51661     17.441897
     17.442706     17.517419     17.592131     17.666844     17.666844     17.592131     17.517419     17.442706
      17.44351     17.518222     17.592935     17.667648     17.667648     17.592935     17.518222      17.44351
     17.444308      17.51902     17.593733     17.668446     17.668446     17.593733      17.51902     17.444308
       17.4451     17.519813     17.594525     17.669238     17.669238     17.594525     17.519813       17.4451
     17.445887       17.5206     17.595313     17.670025     17.670025     17.595313       17.5206     17.445887
     17.446669     17.521382     17.596094     17.670807     17.670807     17.596094     17.521382     17.446669
     17.447445     17.522158     17.596871     17.671583     17.671583     17.596871     17.522158     17.447445
     17.448217     17.522929     17.597642     17.672355     17.672355     17.597642     17.522929     17.448217
     17.448982     17.523695     17.598408      17.67312      17.67312     17.598408     17.523695     17.448982
     17.449743     17.524456     17.599168     17.673881     17.673881     17.599168     17.524456     17.449743
     17.450499     17.525211     17.599924     17.674636     17.674636     17.599924     17.525211     17.450499
     17.451249     17.525961     17.600674     17.675387     17.675387     17.600674     17.525961     17.451249
     17.451994     17.526707     17.601419     17.676132     17.676132     17.601419     17.526707     17.451994
     17.452734     17.527447     17.602159     17.676872     17.676872     17.602159     17.527447     17.452734
     17.453469     17.528182     17.602894     17.677607     17.677607     17.602894     17.528182     17.453469
     17.454199     17.528912     17.603624     17.678337     17.678337     17.603624     17.528912     17.454199
     17.454924     17.529637     17.604349     17.679062     17.679062     17.604349     17.529637     17.454924
     17.455644     17.530357      17.60507     17.679782     17.679782      17.60507     17.530357     17.455644
     17.456359     17.531072     17.605785     17.680497     17.680497     17.605785     17.531072     17.456359
      17.45707     17.531782     17.606495     17.681208     17.681208     17.606495     17.531782      17.45707
     17.457775     17.532488     17.607201     17.681913     17.681913     17.607201     17.532488     17.457775
     17.458476     17.533189     17.607901     17.682614     17.682614     17.607901     17.533189     17.458476
     17.459172     17.533884     17.608597      17.68331      17.68331     17.608597     17.533884     17.459172
     17.459863     17.534576     17.609288     17.684001     17.684001     17.609288     17.534576     17.459863
     17.460549     17.535262     17.609975     17.684687     17.684687     17.609975     17.535262     17.460549
     17.461231     17.535944     17.610656     17.685369     17.685369     17.610656     17.535944     17.461231
     17.461908     17.536621     17.611333     17.686046     17.686046     17.611333     17.536621     17.461908
      17.46258     17.537293     17.612006     17.686718     17.686718     17.612006     17.537293      17.46258
     17.463248     17.537961     17.612674     17.687386     17.687386     17.612674     17.537961     17.463248
     17.463912     17.538624     17.613337      17.68805      17.68805     17.613337     17.538624     17.463912
      17.46457     17.539283     17.613996     17.688708     17.688708     17.613996     17.539283      17.46457
     17.465225     17.539937      17.61465     17.689363     17.689363      17.61465     17.539937     17.465225
     17.465875     17.540587       17.6153     17.690012     17.690012       17.6153     17.540587     17.465875
      17.46652     17.541233     17.615945     17.690658     17.690658     17.615945     17.541233      17.46652
     17.467161     17.541874     17.616586     17.691299     17.691299     17.616586     17.541874     17.467161
     17.467797      17.54251     17.617223     17.691935     17.691935     17.617223      17.54251     17.467797
      17.46843     17.543142     17.617855     17.692568     17.692568     17.617855     17.543142      17.46843
     17.469058      17.54377     17.618483     17.693196     17.693196     17.618483      17.54377     17.469058
     17.469681     17.544394     17.619107     17.693819     17.693819     17.619107     17.544394     17.469681
     17.470301     17.545013     17.619726     17.694439     17.694439     17.619726     17.545013     17.470301
     17.470916     17.545629     17.620341     17.695054     17.695054     17.620341     17.545629     17.470916
     17.471527      17.54624     17.620952     17.695665     17.695665     17.620952      17.54624     17.471527
     17.472134     17.546846     17.621559     17.696272     17.696272     17.621559     17.546846     17.472134
     17.472736     17.547449     17.622162     17.696874     17.696874     17.622162     17.547449     17.472736
     17.473335     17.548048      17.62276     17.697473     17.697473      17.62276     17.548048     17.473335
     17.473929     17.548642     17.623355     17.698067     17.698067     17.623355     17.548642     17.473929
      17.47452     17.549232     17.623945     17.698658     17.698658     17.623945     17.549232      17.47452
     17.475106     17.549819     17.624532     17.699244     17.699244     17.624532     17.549819     17.475106
     17.475689     17.550401     17.625114     17.699827     17.699827     17.625114     17.550401     17.475689
     17.476267      17.55098     17.625692     17.700405     17.700405     17.625692      17.55098     17.476267
     17.476841     17.551554     17.626267     17.700979     17.700979     17.626267     17.551554     17.476841
     17.477412     17.552125     17.626837      17.70155      17.70155     17.626837     17.552125     17.477412
     17.477979     17.552691     17.627404     17.702117     17.702117     17.627404     17.552691     17.477979
     17.478541     17.553254     17.627967     17.702679     17.702679     17.627967     17.553254     17.478541
       17.4791     17.553813     17.628526     17.703238     17.703238     17.628526     17.553813       17.4791
     17.479656     17.554368     17.629081     17.703794     17.703794     17.629081     17.554368     17.479656
     17.480207      17.55492     17.629632     17.704345     17.704345     17.629632      17.55492     17.480207
     17.480755     17.555467      17.63018     17.704892     17.704892      17.63018     17.555467     17.480755
     17.481298     17.556011     17.630724     17.705436     17.705436     17.630724     17.556011     17.481298
     17.481838     17.556551     17.631264     17.705976     17.705976     17.631264     17.556551     17.481838
     17.482375     17.557088       17.6318     17.706513     17.706513       17.6318     17.557088     17.482375
     17.482908      17.55762     17.632333     17.707046     17.707046     17.632333      17.55762     17.482908
     17.483437      17.55815     17.632862     17.707575     17.707575     17.632862      17.55815     17.483437
     17.483962     17.558675     17.633388       17.7081       17.7081     17.633388     17.558675     17.483962
     17.484484     17.559197      17.63391     17.708622     17.708622      17.63391     17.559197     17.484484
     17.485003     17.559715     17.634428     17.709141     17.709141     17.634428     17.559715     17.485003
     17.485518      17.56023     17.634943     17.709656     17.709656     17.634943      17.56023     17.485518
     17.486029     17.560742     17.635454     17.710167     17.710167     17.635454     17.560742     17.486029
     17.486537      17.56125     17.635962     17.710675     17.710675     17.635962      17.56125     17.486537
     17.487041     17.561754     17.636467     17.711179     17.711179     17.636467     17.561754     17.487041
     17.487542     17.562255     17.636968      17.71168      17.71168     17.636968     17.562255     17.487542
      17.48804     17.562752     17.637465     17.712178     17.712178     17.637465     17.562752      17.48804
     17.488534     17.563247     17.637959     17.712672     17.712672     17.637959     17.563247     17.488534
     17.489025     17.563737      17.63845     17.713163     17.713163      17.63845     17.563737     17.489025
     17.489512     17.564225     17.638937      17.71365      17.71365     17.638937     17.564225     17.489512
     17.489996     17.564709     17.639421     17.714134     17.714134     17.639421     17.564709     17.489996
     17.490477      17.56519     17.639902     17.714615     17.714615     17.639902      17.56519     17.490477
     17.490954     17.565667      17.64038     17.715092     17.715092      17.64038     17.565667     17.490954
     17.491429     17.566141     17.640854     17.715567     17.715567     17.640854     17.566141     17.491429
       17.4919     17.566612     17.641325     17.716038     17.716038     17.641325     17.566612       17.4919
     17.492368      17.56708     17.641793     17.716505     17.716505     17.641793      17.56708     17.492368
     17.492832     17.567545     17.642257      17.71697      17.71697     17.642257     17.567545     17.492832
     17.493294     17.568006     17.642719     17.717432     17.717432     17.642719     17.568006     17.493294
     17.493752     17.568465     17.643177      17.71789      17.71789     17.643177     17.568465     17.493752
     17.494207      17.56892     17.643632     17.718345     17.718345     17.643632      17.56892     17.494207
     17.494659     17.569372     17.644084     17.718797     17.718797     17.644084     17.569372     17.494659
     17.495108     17.569821     17.644533     17.719246     17.719246     17.644533     17.569821     17.495108
     17.495554     17.570267     17.644979     17.719692     17.719692     17.644979     17.570267     17.495554
     17.495997      17.57071     17.645422     17.720135     17.720135     17.645422      17.57071     17.495997
     17.496437     17.571149     17.645862     17.720575     17.720575     17.645862     17.571149     17.496437
     17.496874     17.571586     17.646299     17.721012     17.721012     17.646299     17.571586     17.496874
     17.497307      17.57202     17.646733     17.721445     17.721445     17.646733      17.57202     17.497307
     17.497738     17.572451     17.647164     17.721876     17.721876     17.647164     17.572451     17.497738
     17.498166     17.572879     17.647592     17.722304     17.722304     17.647592     17.572879     17.498166
     17.498591     17.573304     17.648017     17.722729     17.722729     17.648017     17.573304     17.498591
     17.499014     17.573726     17.648439     17.723151     17.723151     17.648439     17.573726     17.499014
     17.499433     17.574145     17.648858     17.723571     17.723571     17.648858     17.574145     17.499433
     17.499849     17.574562     17.649274     17.723987     17.723987     17.649274     17.574562     17.499849
     17.500263     17.574975     17.649688     17.724401     17.724401     17.649688     17.574975     17.500263
     17.500673     17.575386     17.650099     17.724811     17.724811     17.650099     17.575386     17.500673
     17.501081     17.575794     17.650507     17.725219     17.725219     17.650507     17.575794     17.501081
     17.501487     17.576199     17.650912     17.725624     17.725624     17.650912     17.576199     17.501487
     17.501889     17.576602     17.651314     17.726027     17.726027     17.651314     17.576602     17.501889
     17.502289     17.577001     17.651714     17.726427     17.726427     17.651714     17.577001     17.502289
     17.502686     17.577398     17.652111     17.726823     17.726823     17.652111     17.577398     17.502686
      17.50308     17.577792     17.652505     17.727218     17.727218     17.652505     17.577792      17.50308
     17.503471     17.578184     17.652897     17.727609     17.727609     17.652897     17.578184     17.503471
      17.50386     17.578573     17.653285     17.727998     17.727998     17.653285     17.578573      17.50386
     17.504246     17.578959     17.653672     17.728384     17.728384     17.653672     17.578959     17.504246
      17.50463     17.579342     17.654055     17.728768     17.728768     17.654055     17.579342      17.50463
     17.505011     17.579723     17.654436     17.729149     17.729149     17.654436     17.579723     17.505011
     17.505389     17.580102     17.654814     17.729527     17.729527     17.654814     17.580102     17.505389
     17.505765     17.580478      17.65519     17.729903     17.729903      17.65519     17.580478     17.505765
     17.506138     17.580851     17.655563     17.730276     17.730276     17.655563     17.580851     17.506138
     17.506509     17.581221     17.655934     17.730647     17.730647     17.655934     17.581221     17.506509
     17.506877      17.58159     17.656302     17.731015     17.731015     17.656302      17.58159     17.506877
     17.507242     17.581955     17.656668      17.73138      17.73138     17.656668     17.581955     17.507242
     17.507606     17.582318     17.657031     17.731744     17.731744     17.657031     17.582318     17.507606
     17.507966     17.582679     17.657392     17.732104     17.732104     17.657392     17.582679     17.507966
     17.508324     17.583037      17.65775     17.732462     17.732462      17.65775     17.583037     17.508324
      17.50868     17.583393     17.658105     17.732818     17.732818     17.658105     17.583393      17.50868
     17.509033     17.583746     17.658459     17.733171     17.733171     17.658459     17.583746     17.509033
     17.509384     17.584097      17.65881     17.733522     17.733522      17.65881     17.584097     17.509384
     17.509733     17.584445     17.659158     17.733871     17.733871     17.659158     17.584445     17.509733
     17.510079     17.584792     17.659504     17.734217     17.734217     17.659504     17.584792     17.510079
     17.510423     17.585135     17.659848     17.734561     17.734561     17.659848     17.585135     17.510423
     17.510764     17.585477     17.660189     17.734902     17.734902     17.660189     17.585477     17.510764
     17.511103     17.585816     17.660529     17.735241     17.735241     17.660529     17.585816     17.511103
      17.51144     17.586153     17.660865     17.735578     17.735578     17.660865     17.586153      17.51144
     17.511774     17.586487       17.6612     17.735912     17.735912       17.6612     17.586487     17.511774
     17.512107     17.586819     17.661532     17.736245     17.736245     17.661532     17.586819     17.512107
     17.512437     17.587149     17.661862     17.736575     17.736575     17.661862     17.587149     17.512437
     17.512764     17.587477      17.66219     17.736902     17.736902      17.66219     17.587477     17.512764
      17.51309     17.587802     17.662515     17.737228     17.737228     17.662515     17.587802      17.51309
     17.513413     17.588126     17.662838     17.737551     17.737551     17.662838     17.588126     17.513413
     17.513734     17.588447     17.663159     17.737872     17.737872     17.663159     17.588447     17.513734
     17.514053     17.588765     17.663478     17.738191     17.738191     17.663478     17.588765     17.514053
     17.514369     17.589082     17.663795     17.738507     17.738507     17.663795     17.589082     17.514369
     17.514684     17.589397     17.664109     17.738822     17.738822     17.664109     17.589397     17.514684
     17.514996     17.589709     17.664422     17.739134     17.739134     17.664422     17.589709     17.514996
     17.515306     17.590019     17.664732     17.739444     17.739444     17.664732     17.590019     17.515306
     17.515615     17.590327      17.66504     17.739752     17.739752      17.66504     17.590327     17.515615
     17.515921     17.590633     17.665346     17.740058     17.740058     17.665346     17.590633     17.515921
     17.516224     17.590937      17.66565     17.740362     17.740362      17.66565     17.590937     17.516224
     17.516526     17.591239     17.665952     17.740664     17.740664     17.665952     17.591239     17.516526
     17.516826     17.591539     17.666251     17.740964     17.740964     17.666251     17.591539     17.516826
     17.517124     17.591836     17.666549     17.741262     17.741262     17.666549     17.591836     17.517124
     17.517419     17.592132     17.666845     17.741557     17.741557     17.666845     17.592132     17.517419
     17.517713     17.592426     17.667138     17.741851     17.741851     17.667138     17.592426     17.517713
     17.518005     17.592717      17.66743     17.742143     17.742143      17.66743     17.592717     17.518005
     17.518294     17.593007      17.66772     17.742432     17.742432      17.66772     17.593007     17.518294
     17.518582     17.593295     17.668007      17.74272      17.74272     17.668007     17.593295     17.518582
     17.518868     17.593581     17.668293     17.743006     17.743006     17.668293     17.593581     17.518868
     17.519152     17.593864     17.668577      17.74329      17.74329     17.668577     17.593864     17.519152
     17.519434     17.594146     17.668859     17.743571     17.743571     17.668859     17.594146     17.519434
     17.519713     17.594426     17.669139     17.743851     17.743851     17.669139     17.594426     17.519713
     17.519992     17.594704     17.669417     17.744129     17.744129     17.669417     17.594704     17.519992
     17.520268      17.59498     17.669693     17.744406     17.744406     17.669693      17.59498     17.520268
     17.520542     17.595255     17.669967      17.74468      17.74468     17.669967     17.595255     17.520542
     17.520814     17.595527      17.67024     17.744952     17.744952      17.67024     17.595527     17.520814
     17.521085     17.595797      17.67051     17.745223     17.745223      17.67051     17.595797     17.521085
     17.521353     17.596066     17.670779     17.745491     17.745491     17.670779     17.596066     17.521353
      17.52162     17.596333     17.671046     17.745758     17.745758     17.671046     17.596333      17.52162
     17.521885     17.596598     17.671311     17.746023     17.746023     17.671311     17.596598     17.521885
     17.522148     17.596861     17.671574     17.746286     17.746286     17.671574     17.596861     17.522148
      17.52241     17.597123     17.671835     17.746548     17.746548     17.671835     17.597123      17.52241
      17.52267     17.597382     17.672095     17.746807     17.746807     17.672095     17.597382      17.52267
     17.522927      17.59764     17.672353     17.747065     17.747065     17.672353      17.59764     17.522927
     17.523183     17.597896     17.672609     17.747321     17.747321     17.672609     17.597896     17.523183
     17.523438      17.59815     17.672863     17.747576     17.747576     17.672863      17.59815     17.523438
      17.52369     17.598403     17.673116     17.747828     17.747828     17.673116     17.598403      17.52369
     17.523941     17.598654     17.673367     17.748079     17.748079     17.673367     17.598654     17.523941
      17.52419     17.598903     17.673616     17.748328     17.748328     17.673616     17.598903      17.52419
     17.524438     17.599151     17.673863     17.748576     17.748576     17.673863     17.599151     17.524438
     17.524684     17.599396     17.674109     17.748822     17.748822     17.674109     17.599396     17.524684
     17.524928      17.59964     17.674353     17.749066     17.749066     17.674353      17.59964     17.524928
      17.52517     17.599883     17.674596     17.749308     17.749308     17.674596     17.599883      17.52517
     17.525411     17.600124     17.674836     17.749549     17.749549     17.674836     17.600124     17.525411
      17.52565     17.600363     17.675076     17.749788     17.749788     17.675076     17.600363      17.52565
     17.525888       17.6006     17.675313     17.750026     17.750026     17.675313       17.6006     17.525888
     17.526124     17.600836     17.675549     17.750262     17.750262     17.675549     17.600836     17.526124
     17.526358     17.601071     17.675783     17.750496     17.750496     17.675783     17.601071     17.526358
     17.526591     17.601303     17.676016     17.750729     17.750729     17.676016     17.601303     17.526591
     17.526822     17.601534     17.676247      17.75096      17.75096     17.676247     17.601534     17.526822
     17.527051     17.601764     17.676477     17.751189     17.751189     17.676477     17.601764     17.527051
     17.527279     17.601992     17.676704     17.751417     17.751417     17.676704     17.601992     17.527279
     17.527506     17.602218     17.676931     17.751644     17.751644     17.676931     17.602218     17.527506
      17.52773     17.602443     17.677156     17.751868     17.751868     17.677156     17.602443      17.52773
     17.527954     17.602666     17.677379     17.752092     17.752092     17.677379     17.602666     17.527954
     17.528176     17.602888     17.677601     17.752313     17.752313     17.677601     17.602888     17.528176
     17.528396     17.603108     17.677821     17.752534     17.752534     17.677821     17.603108     17.528396
     17.528615     17.603327      17.67804     17.752753     17.752753      17.67804     17.603327     17.528615
     17.528832     17.603545     17.678257      17.75297      17.75297     17.678257     17.603545     17.528832
     17.529048      17.60376     17.678473     17.753186     17.753186     17.678473      17.60376     17.529048
     17.529262     17.603975     17.678687       17.7534       17.7534     17.678687     17.603975     17.529262
     17.529475     17.604188       17.6789     17.753613     17.753613       17.6789     17.604188     17.529475
     17.529686     17.604399     17.679112     17.753824     17.753824     17.679112     17.604399     17.529686
     17.529896     17.604609     17.679322     17.754034     17.754034     17.679322     17.604609     17.529896
