      R(bc)Cb=0.055834378
         VBase        Charge
    0.39747953    0.41316162
    0.39965972    0.41550591
    0.40183808    0.41784922
    0.40401459    0.42019155
    0.40618926    0.42253289
    0.40836209    0.42487325
    0.41053309    0.42721262
    0.41270225    0.42955101
    0.41486958    0.43188842
    0.41703507    0.43422484
    0.41919874    0.43656029
    0.42136058    0.43889475
    0.42352058    0.44122823
    0.42567877    0.44356073
    0.42783513    0.44589225
    0.42998966    0.44822279
    0.43214238    0.45055235
    0.43429327    0.45288093
    0.43644235    0.45520853
    0.43858961    0.45753515
    0.44073506    0.45986079
    0.44287869    0.46218546
    0.44502051    0.46450915
    0.44716052    0.46683186
    0.44929872    0.46915359
    0.45143511    0.47147435
     0.4535697    0.47379413
    0.45570248    0.47611294
    0.45783346    0.47843077
    0.45996264    0.48074763
    0.46209002    0.48306351
     0.4642156    0.48537841
    0.46633938    0.48769235
    0.46846137    0.49000531
    0.47058156    0.49231729
    0.47269997    0.49462831
    0.47481658    0.49693835
     0.4769314    0.49924742
    0.47904444    0.50155552
    0.48115569    0.50386264
    0.48326515     0.5061688
    0.48537283    0.50847398
    0.48747873     0.5107782
    0.48958285    0.51308144
    0.49168519    0.51538372
    0.49378576    0.51768503
    0.49588455    0.51998537
    0.49798156    0.52228474
     0.5000768    0.52458314
    0.50217027    0.52688057
    0.50426197    0.52917704
    0.50635191    0.53147254
    0.50844007    0.53376707
    0.51052647    0.53606064
    0.51261111    0.53835324
    0.51469399    0.54064488
     0.5167751    0.54293555
    0.51885446    0.54522526
    0.52093206      0.547514
     0.5230079    0.54980178
    0.52508199     0.5520886
    0.52715432    0.55437445
     0.5292249    0.55665934
    0.53129373    0.55894327
    0.53336082    0.56122623
    0.53542615    0.56350824
    0.53748974    0.56578928
    0.53955159    0.56806936
    0.54161169    0.57034848
    0.54367005    0.57262664
    0.54572668    0.57490384
    0.54778156    0.57718009
    0.54983471    0.57945537
    0.55188612    0.58172969
    0.55393579    0.58400306
    0.55598374    0.58627547
    0.55802995    0.58854692
    0.56007444    0.59081741
    0.56211719    0.59308694
    0.56415822    0.59535552
    0.56619752    0.59762315
     0.5682351    0.59988981
    0.57027096    0.60215552
     0.5723051    0.60442028
    0.57433751    0.60668408
    0.57636821    0.60894693
     0.5783972    0.61120883
    0.58042446    0.61346977
    0.58245002    0.61572975
    0.58447386    0.61798879
    0.58649599    0.62024687
    0.58851641      0.622504
    0.59053513    0.62476018
    0.59255213     0.6270154
    0.59456744    0.62926968
    0.59658103      0.631523
    0.59859293    0.63377538
    0.60060313     0.6360268
    0.60261163    0.63827728
    0.60461843     0.6405268
    0.60662353    0.64277538
    0.60862694    0.64502301
    0.61062865    0.64726969
    0.61262867    0.64951542
    0.61462701    0.65176021
    0.61662365    0.65400405
    0.61861861    0.65624694
    0.62061187    0.65848888
    0.62260346    0.66072988
    0.62459336    0.66296994
    0.62658158    0.66520905
    0.62856812    0.66744721
    0.63055298    0.66968443
    0.63253616     0.6719207
    0.63451766    0.67415604
    0.63649749    0.67639042
    0.63847565    0.67862387
    0.64045213    0.68085637
    0.64242695    0.68308793
    0.64440009    0.68531855
    0.64637157    0.68754823
    0.64834138    0.68977696
    0.65030952    0.69200476
      0.652276    0.69423161
    0.65424082    0.69645753
    0.65620398     0.6986825
    0.65816548    0.70090654
    0.66012532    0.70312963
    0.66208351    0.70535179
    0.66404004    0.70757301
    0.66599491    0.70979329
    0.66794813    0.71201264
    0.66989971    0.71423104
    0.67184963    0.71644851
     0.6737979    0.71866505
    0.67574453    0.72088064
    0.67768951     0.7230953
    0.67963285    0.72530903
    0.68157455    0.72752182
     0.6835146    0.72973368
    0.68545301     0.7319446
    0.68738979    0.73415459
    0.68932493    0.73636364
    0.69125843    0.73857176
     0.6931903    0.74077895
    0.69512053    0.74298521
    0.69704914    0.74519053
    0.69897611    0.74739492
    0.70090146    0.74959838
    0.70282517    0.75180091
    0.70474727    0.75400251
    0.70666773    0.75620318
    0.70858658    0.75840292
     0.7105038    0.76060173
     0.7124194    0.76279961
    0.71433338    0.76499656
    0.71624574    0.76719258
    0.71815649    0.76938767
    0.72006562    0.77158184
    0.72197314    0.77377508
    0.72387905    0.77596739
    0.72578334    0.77815877
    0.72768603    0.78034923
    0.72958711    0.78253876
    0.73148658    0.78472737
    0.73338444    0.78691505
     0.7352807    0.78910181
    0.73717536    0.79128764
    0.73906842    0.79347255
    0.74095987    0.79565653
    0.74284973    0.79783959
    0.74473799    0.80002173
    0.74662465    0.80220294
    0.74850972    0.80438323
     0.7503932     0.8065626
    0.75227508    0.80874105
    0.75415537    0.81091858
    0.75603408    0.81309518
    0.75791119    0.81527087
    0.75978672    0.81744563
    0.76166067    0.81961948
    0.76353303     0.8217924
     0.7654038    0.82396441
      0.767273    0.82613549
    0.76914061    0.82830566
    0.77100665    0.83047491
    0.77287111    0.83264325
    0.77473399    0.83481066
     0.7765953    0.83697716
    0.77845504    0.83914274
     0.7803132     0.8413074
     0.7821698    0.84347115
    0.78402482    0.84563399
    0.78587828     0.8477959
    0.78773017    0.84995691
    0.78958049    0.85211699
    0.79142925    0.85427617
    0.79327645    0.85643443
    0.79512208    0.85859178
    0.79696616    0.86074821
    0.79880868    0.86290373
    0.80064964    0.86505834
    0.80248904    0.86721203
    0.80432689    0.86936482
    0.80616318    0.87151669
    0.80799793    0.87366765
    0.80983112     0.8758177
    0.81166276    0.87796685
    0.81349286    0.88011508
     0.8153214     0.8822624
    0.81714841    0.88440881
    0.81897386    0.88655431
    0.82079778    0.88869891
    0.82262015    0.89084259
    0.82444098    0.89298537
    0.82626028    0.89512724
    0.82807803    0.89726821
    0.82989425    0.89940826
    0.83170894    0.90154741
    0.83352209    0.90368566
    0.83533371      0.905823
    0.83714379    0.90795943
    0.83895235    0.91009496
    0.84075938    0.91222958
    0.84256488     0.9143633
    0.84436885    0.91649612
     0.8461713    0.91862803
    0.84797223    0.92075904
    0.84977163    0.92288915
    0.85156951    0.92501835
    0.85336588    0.92714665
    0.85516072    0.92927405
    0.85695405    0.93140055
    0.85874586    0.93352614
    0.86053616    0.93565084
    0.86232494    0.93777463
    0.86411221    0.93989753
    0.86589797    0.94201953
    0.86768223    0.94414062
    0.86946497    0.94626082
    0.87124621    0.94838012
    0.87302594    0.95049852
    0.87480416    0.95261602
    0.87658089    0.95473262
    0.87835611    0.95684833
    0.88012983    0.95896314
    0.88190205    0.96107706
    0.88367278    0.96319007
    0.88544201    0.96530219
    0.88720974    0.96741342
    0.88897598    0.96952375
    0.89074072    0.97163319
    0.89250397    0.97374173
    0.89426574    0.97584938
    0.89602601    0.97795613
     0.8977848    0.98006199
     0.8995421    0.98216696
    0.90129791    0.98427103
    0.90305224    0.98637422
    0.90480509    0.98847651
    0.90655645    0.99057791
    0.90830634    0.99267841
    0.91005474    0.99477803
    0.91180167    0.99687676
    0.91354712    0.99897459
     0.9152911     1.0010715
     0.9170336     1.0031676
    0.91877463     1.0052628
    0.92051419      1.007357
    0.92225227     1.0094504
    0.92398889     1.0115429
    0.92572404     1.0136345
    0.92745773     1.0157253
    0.92918994     1.0178151
     0.9309207     1.0199041
    0.93264999     1.0219921
    0.93437782     1.0240793
    0.93610419     1.0261656
     0.9378291      1.028251
    0.93955255     1.0303355
    0.94127454     1.0324192
    0.94299508     1.0345019
    0.94471417     1.0365838
     0.9464318     1.0386648
    0.94814798     1.0407449
    0.94986271     1.0428241
    0.95157599     1.0449024
    0.95328782     1.0469799
    0.95499821     1.0490565
    0.95670715     1.0511322
    0.95841464      1.053207
    0.96012069     1.0552809
     0.9618253      1.057354
    0.96352847     1.0594261
     0.9652302     1.0614974
    0.96693049     1.0635678
    0.96862935     1.0656374
    0.97032677      1.067706
    0.97202275     1.0697738
     0.9737173     1.0718407
    0.97541041     1.0739067
     0.9771021     1.0759718
    0.97879236     1.0780361
    0.98048118     1.0800995
    0.98216859      1.082162
    0.98385456     1.0842236
    0.98553911     1.0862844
    0.98722223     1.0883443
    0.98890393     1.0904033
    0.99058422     1.0924614
    0.99226308     1.0945187
    0.99394052     1.0965751
    0.99561654     1.0986306
    0.99729115     1.1006852
    0.99896434      1.102739
     1.0006361     1.1047919
     1.0023065     1.1068439
     1.0039754      1.108895
      1.005643     1.1109453
     1.0073091     1.1129947
     1.0089738     1.1150433
     1.0106371     1.1170909
     1.0122991     1.1191377
     1.0139596     1.1211836
     1.0156187     1.1232287
     1.0172764     1.1252729
     1.0189327     1.1273162
     1.0205876     1.1293586
     1.0222411     1.1314002
     1.0238932     1.1334409
     1.0255439     1.1354808
     1.0271932     1.1375198
     1.0288411     1.1395579
     1.0304876     1.1415951
     1.0321328     1.1436315
     1.0337765      1.145667
     1.0354189     1.1477017
     1.0370598     1.1497354
     1.0386994     1.1517684
     1.0403376     1.1538004
     1.0419744     1.1558316
     1.0436098     1.1578619
     1.0452439     1.1598914
     1.0468765       1.16192
     1.0485078     1.1639477
     1.0501377     1.1659746
     1.0517662     1.1680006
     1.0533934     1.1700258
     1.0550191     1.1720501
     1.0566435     1.1740735
     1.0582666     1.1760961
     1.0598882     1.1781178
     1.0615085     1.1801386
     1.0631274     1.1821586
      1.064745     1.1841777
     1.0663611      1.186196
     1.0679759     1.1882134
     1.0695894       1.19023
     1.0712015     1.1922457
     1.0728122     1.1942605
     1.0744215     1.1962745
     1.0760295     1.1982876
     1.0776362     1.2002999
     1.0792415     1.2023113
     1.0808454     1.2043219
      1.082448     1.2063316
     1.0840492     1.2083404
      1.085649     1.2103484
     1.0872475     1.2123555
     1.0888447     1.2143618
     1.0904405     1.2163672
      1.092035     1.2183718
     1.0936281     1.2203755
     1.0952198     1.2223784
     1.0968102     1.2243804
     1.0983993     1.2263816
     1.0999871     1.2283819
     1.1015734     1.2303814
     1.1031585       1.23238
     1.1047422     1.2343777
     1.1063246     1.2363747
     1.1079056     1.2383707
     1.1094853     1.2403659
     1.1110637     1.2423603
     1.1126407     1.2443538
     1.1142164     1.2463465
     1.1157907     1.2483383
     1.1173638     1.2503292
     1.1189355     1.2523193
     1.1205058     1.2543086
     1.1220749      1.256297
     1.1236426     1.2582846
      1.125209     1.2602714
     1.1267741     1.2622572
     1.1283378     1.2642423
     1.1299002     1.2662265
     1.1314614     1.2682098
     1.1330211     1.2701923
     1.1345796      1.272174
     1.1361368     1.2741548
     1.1376926     1.2761348
     1.1392471     1.2781139
     1.1408003     1.2800922
     1.1423522     1.2820696
     1.1439028     1.2840462
     1.1454521      1.286022
         1.147     1.2879969
     1.1485467      1.289971
      1.150092     1.2919442
      1.151636     1.2939166
     1.1531788     1.2958882
     1.1547202     1.2978589
     1.1562603     1.2998287
     1.1577992     1.3017978
     1.1593367      1.303766
     1.1608729     1.3057333
     1.1624078     1.3076998
     1.1639415     1.3096655
     1.1654738     1.3116304
     1.1670048     1.3135944
     1.1685346     1.3155575
      1.170063     1.3175199
     1.1715902     1.3194814
     1.1731161      1.321442
     1.1746406     1.3234019
     1.1761639     1.3253608
     1.1776859      1.327319
     1.1792066     1.3292763
     1.1807261     1.3312328
     1.1822442     1.3331885
     1.1837611     1.3351433
     1.1852767     1.3370973
      1.186791     1.3390504
      1.188304     1.3410027
     1.1898157     1.3429542
     1.1913262     1.3449049
     1.1928354     1.3468547
     1.1943433     1.3488037
     1.1958499     1.3507518
     1.1973553     1.3526992
     1.1988594     1.3546457
     1.2003622     1.3565913
     1.2018637     1.3585362
      1.203364     1.3604802
      1.204863     1.3624234
     1.2063608     1.3643657
     1.2078572     1.3663072
     1.2093525     1.3682479
     1.2108464     1.3701878
     1.2123391     1.3721268
     1.2138305     1.3740651
     1.2153207     1.3760024
     1.2168096      1.377939
     1.2182972     1.3798747
     1.2197836     1.3818097
     1.2212688     1.3837437
     1.2227526      1.385677
     1.2242353     1.3876094
     1.2257166      1.389541
     1.2271967     1.3914718
     1.2286756     1.3934018
     1.2301532     1.3953309
     1.2316296     1.3972592
     1.2331047     1.3991867
     1.2345786     1.4011134
     1.2360512     1.4030393
     1.2375226     1.4049643
     1.2389927     1.4068885
     1.2404616     1.4088119
     1.2419293     1.4107344
     1.2433957     1.4126562
     1.2448609     1.4145771
     1.2463248     1.4164972
     1.2477875     1.4184165
      1.249249     1.4203349
     1.2507092     1.4222526
     1.2521682     1.4241694
      1.253626     1.4260854
     1.2550825     1.4280006
     1.2565378      1.429915
     1.2579919     1.4318286
     1.2594447     1.4337413
     1.2608963     1.4356532
     1.2623467     1.4375643
     1.2637959     1.4394746
     1.2652438     1.4413841
     1.2666905     1.4432927
      1.268136     1.4452006
     1.2695802     1.4471076
     1.2710233     1.4490138
     1.2724651     1.4509192
     1.2739057     1.4528238
     1.2753451     1.4547276
     1.2767833     1.4566306
     1.2782202     1.4585327
      1.279656     1.4604341
     1.2810905     1.4623346
     1.2825238     1.4642343
     1.2839559     1.4661332
     1.2853868     1.4680313
     1.2868165     1.4699286
      1.288245     1.4718251
     1.2896722     1.4737207
     1.2910983     1.4756156
     1.2925232     1.4775096
     1.2939468     1.4794029
     1.2953693     1.4812953
     1.2967905     1.4831869
     1.2982106     1.4850777
     1.2996294     1.4869677
      1.301047     1.4888569
     1.3024635     1.4907453
     1.3038787     1.4926329
     1.3052928     1.4945196
     1.3067057     1.4964056
     1.3081173     1.4982908
     1.3095278     1.5001751
     1.3109371     1.5020587
     1.3123452     1.5039414
     1.3137521     1.5058234
     1.3151578     1.5077045
     1.3165623     1.5095848
     1.3179656     1.5114644
     1.3193678     1.5133431
     1.3207687      1.515221
     1.3221685     1.5170982
     1.3235671     1.5189745
     1.3249645       1.52085
     1.3263607     1.5227247
     1.3277558     1.5245986
     1.3291497     1.5264717
     1.3305424     1.5283441
     1.3319339     1.5302156
     1.3333242     1.5320863
     1.3347134     1.5339562
     1.3361014     1.5358253
     1.3374882     1.5376936
     1.3388738     1.5395612
     1.3402583     1.5414279
     1.3416416     1.5432938
     1.3430238     1.5451589
     1.3444047     1.5470232
     1.3457845     1.5488868
     1.3471632     1.5507495
     1.3485406     1.5526114
     1.3499169     1.5544726
     1.3512921     1.5563329
     1.3526661     1.5581925
     1.3540389     1.5600512
     1.3554105     1.5619092
      1.356781     1.5637664
     1.3581504     1.5656227
     1.3595186     1.5674783
     1.3608856     1.5693331
     1.3622515     1.5711871
     1.3636162     1.5730403
     1.3649797     1.5748927
     1.3663421     1.5767443
     1.3677034     1.5785951
     1.3690635     1.5804451
     1.3704225     1.5822944
     1.3717803     1.5841428
     1.3731369     1.5859905
     1.3744925     1.5878374
     1.3758468     1.5896834
     1.3772001     1.5915287
     1.3785521     1.5933732
     1.3799031     1.5952169
     1.3812529     1.5970598
     1.3826015      1.598902
      1.383949     1.6007433
     1.3852954     1.6025839
     1.3866407     1.6044236
     1.3879848     1.6062626
     1.3893277     1.6081008
     1.3906696     1.6099382
     1.3920103     1.6117748
     1.3933498     1.6136107
     1.3946883     1.6154457
     1.3960256       1.61728
     1.3973617     1.6191135
     1.3986968     1.6209462
     1.4000307     1.6227781
     1.4013635     1.6246092
     1.4026951     1.6264396
     1.4040257     1.6282691
     1.4053551     1.6300979
     1.4066834     1.6319259
     1.4080105     1.6337531
     1.4093366     1.6355795
     1.4106615     1.6374052
     1.4119853       1.63923
      1.413308     1.6410541
     1.4146295     1.6428774
       1.41595        1.6447
     1.4172693     1.6465217
     1.4185875     1.6483427
     1.4199046     1.6501629
     1.4212206     1.6519823
     1.4225355     1.6538009
     1.4238492     1.6556187
     1.4251619     1.6574358
     1.4264734     1.6592521
     1.4277839     1.6610676
     1.4290932     1.6628824
     1.4304014     1.6646963
     1.4317085     1.6665095
     1.4330145     1.6683219
     1.4343194     1.6701335
     1.4356233     1.6719444
      1.436926     1.6737545
     1.4382276     1.6755638
     1.4395281     1.6773723
     1.4408275     1.6791801
     1.4421258     1.6809871
      1.443423     1.6827933
     1.4447191     1.6845987
     1.4460141     1.6864034
      1.447308     1.6882072
     1.4486008     1.6900104
     1.4498926     1.6918127
     1.4511832     1.6936143
     1.4524728     1.6954151
     1.4537612     1.6972151
     1.4550486     1.6990144
     1.4563349     1.7008129
     1.4576201     1.7026106
     1.4589042     1.7044075
     1.4601872     1.7062037
     1.4614691     1.7079991
       1.46275     1.7097937
     1.4640298     1.7115876
     1.4653085     1.7133807
     1.4665861      1.715173
     1.4678626     1.7169646
     1.4691381     1.7187554
     1.4704124     1.7205454
     1.4716857     1.7223347
      1.472958     1.7241232
     1.4742291     1.7259109
     1.4754992     1.7276979
     1.4767682     1.7294841
     1.4780361     1.7312695
      1.479303     1.7330542
     1.4805687     1.7348381
     1.4818335     1.7366212
     1.4830971     1.7384036
     1.4843597     1.7401852
     1.4856212     1.7419661
     1.4868816     1.7437461
      1.488141     1.7455255
     1.4893993      1.747304
     1.4906566     1.7490818
     1.4919128     1.7508589
     1.4931679     1.7526351
      1.494422     1.7544106
      1.495675     1.7561854
     1.4969269     1.7579594
     1.4981778     1.7597326
     1.4994276     1.7615051
     1.5006764     1.7632768
     1.5019241     1.7650477
     1.5031708     1.7668179
     1.5044164     1.7685874
     1.5056609      1.770356
     1.5069045     1.7721239
     1.5081469     1.7738911
     1.5093883     1.7756575
     1.5106287     1.7774231
      1.511868      1.779188
     1.5131062     1.7809522
     1.5143434     1.7827155
     1.5155796     1.7844781
     1.5168147       1.78624
     1.5180488     1.7880011
     1.5192819     1.7897614
     1.5205138      1.791521
     1.5217448     1.7932799
     1.5229747      1.795038
     1.5242036     1.7967953
     1.5254314     1.7985519
     1.5266582     1.8003077
      1.527884     1.8020628
     1.5291087     1.8038171
     1.5303324     1.8055707
      1.531555     1.8073235
     1.5327767     1.8090755
     1.5339972     1.8108268
     1.5352168     1.8125774
     1.5364353     1.8143272
     1.5376528     1.8160763
     1.5388693     1.8178246
     1.5400847     1.8195721
     1.5412991     1.8213189
     1.5425125      1.823065
     1.5437249     1.8248103
     1.5449362     1.8265549
     1.5461465     1.8282987
     1.5473558     1.8300417
     1.5485641     1.8317841
     1.5497713     1.8335256
     1.5509775     1.8352664
     1.5521827     1.8370065
     1.5533869     1.8387458
     1.5545901     1.8404844
     1.5557923     1.8422223
     1.5569934     1.8439594
     1.5581935     1.8456957
     1.5593926     1.8474313
     1.5605907     1.8491662
     1.5617878     1.8509003
     1.5629838     1.8526336
     1.5641789     1.8543662
      1.565373     1.8560981
      1.566566     1.8578293
      1.567758     1.8595597
      1.568949     1.8612893
     1.5701391     1.8630182
     1.5713281     1.8647464
     1.5725161     1.8664738
     1.5737031     1.8682005
     1.5748891     1.8699264
     1.5760741     1.8716516
     1.5772581     1.8733761
      1.578441     1.8750998
      1.579623     1.8768228
      1.580804      1.878545
      1.581984     1.8802665
      1.583163     1.8819873
      1.584341     1.8837073
      1.585518     1.8854266
      1.586694     1.8871451
     1.5878691     1.8888629
     1.5890431       1.89058
     1.5902161     1.8922963
     1.5913882     1.8940119
     1.5925592     1.8957268
     1.5937293     1.8974409
     1.5948983     1.8991543
     1.5960664      1.900867
     1.5972335     1.9025789
     1.5983996     1.9042901
     1.5995647     1.9060005
     1.6007289     1.9077102
      1.601892     1.9094192
     1.6030542     1.9111274
     1.6042154      1.912835
     1.6053756     1.9145417
     1.6065348     1.9162478
     1.6076931     1.9179531
     1.6088503     1.9196577
     1.6100066     1.9213615
      1.611162     1.9230646
     1.6123163      1.924767
     1.6134697     1.9264687
      1.614622     1.9281696
     1.6157735     1.9298698
     1.6169239     1.9315692
     1.6180734      1.933268
     1.6192219      1.934966
     1.6203694     1.9366632
     1.6215159     1.9383598
     1.6226615     1.9400556
     1.6238061     1.9417507
     1.6249498      1.943445
     1.6260925     1.9451387
     1.6272342     1.9468316
     1.6283749     1.9485237
     1.6295147     1.9502152
     1.6306536     1.9519059
     1.6317914     1.9535959
     1.6329283     1.9552852
     1.6340643     1.9569737
     1.6351992     1.9586615
     1.6363333     1.9603486
     1.6374663      1.962035
     1.6385984     1.9637206
     1.6397296     1.9654055
     1.6408598     1.9670897
      1.641989     1.9687732
     1.6431173     1.9704559
     1.6442446      1.972138
      1.645371     1.9738193
     1.6464964     1.9754998
     1.6476209     1.9771797
     1.6487444     1.9788588
      1.649867     1.9805372
     1.6509886     1.9822149
     1.6521093     1.9838919
      1.653229     1.9855681
     1.6543478     1.9872437
     1.6554656     1.9889185
     1.6565825     1.9905926
     1.6576985     1.9922659
     1.6588135     1.9939386
     1.6599275     1.9956105
     1.6610407     1.9972817
     1.6621528     1.9989522
     1.6632641      2.000622
     1.6643744     2.0022911
     1.6654837     2.0039594
     1.6665922      2.005627
     1.6676996     2.0072939
     1.6688062     2.0089601
     1.6699118     2.0106256
     1.6710165     2.0122903
     1.6721202     2.0139544
     1.6732231     2.0156177
     1.6743249     2.0172803
     1.6754259     2.0189422
     1.6765259     2.0206034
      1.677625     2.0222638
     1.6787232     2.0239236
     1.6798204     2.0255826
     1.6809167      2.027241
     1.6820121     2.0288986
     1.6831066     2.0305555
     1.6842001     2.0322117
     1.6852927     2.0338671
     1.6863844     2.0355219
     1.6874751     2.0371759
      1.688565     2.0388293
     1.6896539     2.0404819
     1.6907419     2.0421338
      1.691829      2.043785
     1.6929151     2.0454355
     1.6940004     2.0470853
     1.6950847     2.0487344
     1.6961681     2.0503828
     1.6972506     2.0520304
     1.6983322     2.0536774
     1.6994128     2.0553236
     1.7004926     2.0569691
     1.7015714      2.058614
     1.7026493     2.0602581
     1.7037263     2.0619015
     1.7048024     2.0635442
     1.7058776     2.0651862
     1.7069519     2.0668275
     1.7080253     2.0684681
     1.7090978     2.0701079
     1.7101693     2.0717471
       1.71124     2.0733856
     1.7123097     2.0750234
     1.7133786     2.0766604
     1.7144465     2.0782968
     1.7155136     2.0799324
     1.7165797     2.0815674
     1.7176449     2.0832016
     1.7187093     2.0848351
     1.7197727      2.086468
     1.7208353     2.0881001
     1.7218969     2.0897315
     1.7229577     2.0913623
     1.7240175     2.0929923
     1.7250765     2.0946216
     1.7261345     2.0962502
     1.7271917     2.0978782
     1.7282479     2.0995054
     1.7293033     2.1011319
     1.7303578     2.1027577
     1.7314114     2.1043829
     1.7324641     2.1060073
     1.7335159      2.107631
     1.7345668      2.109254
     1.7356169     2.1108764
      1.736666      2.112498
     1.7377143     2.1141189
     1.7387617     2.1157392
     1.7398082     2.1173587
     1.7408538     2.1189775
     1.7418985     2.1205957
     1.7429423     2.1222131
     1.7439853     2.1238299
     1.7450274     2.1254459
     1.7460686     2.1270613
     1.7471089     2.1286759
     1.7481483     2.1302899
     1.7491869     2.1319032
     1.7502246     2.1335158
     1.7512614     2.1351276
     1.7522973     2.1367388
     1.7533323     2.1383493
     1.7543665     2.1399591
     1.7553998     2.1415682
     1.7564322     2.1431767
     1.7574638     2.1447844
     1.7584945     2.1463914
     1.7595243     2.1479978
     1.7605532     2.1496034
     1.7615813     2.1512084
     1.7626085     2.1528126
     1.7636349     2.1544162
     1.7646603     2.1560191
     1.7656849     2.1576213
     1.7667087     2.1592228
     1.7677315     2.1608236
     1.7687535     2.1624237
     1.7697747     2.1640231
      1.770795     2.1656219
     1.7718144       2.16722
     1.7728329     2.1688173
     1.7738506      2.170414
     1.7748675       2.17201
     1.7758835     2.1736053
     1.7768986     2.1751999
     1.7779128     2.1767939
     1.7789262     2.1783871
     1.7799388     2.1799797
     1.7809505     2.1815715
     1.7819613     2.1831627
