        Pcore(1)        Pcore(2)        Pcore(3)        Pcore(4)
     83.788473     57.477578     50.900419     50.900419
     83.788485      57.47759     50.900431     50.900431
     83.788497     57.477602     50.900443     50.900443
     83.788509     57.477614     50.900455     50.900455
     83.788522     57.477626     50.900467     50.900467
     83.788534     57.477639     50.900479     50.900479
     83.788546     57.477651     50.900491     50.900491
     83.788558     57.477663     50.900503     50.900503
      83.78857     57.477675     50.900515     50.900515
     83.788582     57.477687     50.900527     50.900527
     83.788595     57.477699     50.900539     50.900539
     83.788607     57.477711     50.900551     50.900551
     83.788619     57.477723     50.900563     50.900563
     83.788631     57.477735     50.900575     50.900575
     83.788643     57.477747     50.900587     50.900587
     83.788655     57.477758     50.900599     50.900599
     83.788667      57.47777     50.900611     50.900611
     83.788679     57.477782     50.900623     50.900623
     83.788691     57.477794     50.900634     50.900634
     83.788703     57.477806     50.900646     50.900646
     83.788715     57.477818     50.900658     50.900658
     83.788727      57.47783      50.90067      50.90067
     83.788739     57.477842     50.900682     50.900682
     83.788751     57.477854     50.900694     50.900694
     83.788763     57.477866     50.900706     50.900706
     83.788775     57.477877     50.900717     50.900717
     83.788787     57.477889     50.900729     50.900729
     83.788799     57.477901     50.900741     50.900741
     83.788811     57.477913     50.900753     50.900753
     83.788823     57.477925     50.900765     50.900765
     83.788835     57.477937     50.900776     50.900776
     83.788847     57.477948     50.900788     50.900788
     83.788859      57.47796       50.9008       50.9008
     83.788871     57.477972     50.900812     50.900812
     83.788883     57.477984     50.900823     50.900823
     83.788895     57.477995     50.900835     50.900835
     83.788907     57.478007     50.900847     50.900847
     83.788918     57.478019     50.900858     50.900858
      83.78893     57.478031      50.90087      50.90087
     83.788942     57.478042     50.900882     50.900882
     83.788954     57.478054     50.900893     50.900893
     83.788966     57.478066     50.900905     50.900905
     83.788978     57.478077     50.900917     50.900917
     83.788989     57.478089     50.900928     50.900928
     83.789001     57.478101      50.90094      50.90094
     83.789013     57.478112     50.900952     50.900952
     83.789025     57.478124     50.900963     50.900963
     83.789037     57.478136     50.900975     50.900975
     83.789048     57.478147     50.900986     50.900986
      83.78906     57.478159     50.900998     50.900998
     83.789072      57.47817     50.901009     50.901009
     83.789084     57.478182     50.901021     50.901021
     83.789095     57.478194     50.901033     50.901033
     83.789107     57.478205     50.901044     50.901044
     83.789119     57.478217     50.901056     50.901056
      83.78913     57.478228     50.901067     50.901067
     83.789142      57.47824     50.901079     50.901079
     83.789154     57.478251      50.90109      50.90109
     83.789165     57.478263     50.901102     50.901102
     83.789177     57.478274     50.901113     50.901113
     83.789189     57.478286     50.901125     50.901125
       83.7892     57.478297     50.901136     50.901136
     83.789212     57.478309     50.901148     50.901148
     83.789224      57.47832     50.901159     50.901159
     83.789235     57.478332      50.90117      50.90117
     83.789247     57.478343     50.901182     50.901182
     83.789258     57.478355     50.901193     50.901193
      83.78927     57.478366     50.901205     50.901205
     83.789281     57.478378     50.901216     50.901216
     83.789293     57.478389     50.901227     50.901227
     83.789304       57.4784     50.901239     50.901239
     83.789316     57.478412      50.90125      50.90125
     83.789328     57.478423     50.901262     50.901262
     83.789339     57.478435     50.901273     50.901273
     83.789351     57.478446     50.901284     50.901284
     83.789362     57.478457     50.901296     50.901296
     83.789374     57.478469     50.901307     50.901307
     83.789385      57.47848     50.901318     50.901318
     83.789396     57.478491     50.901329     50.901329
     83.789408     57.478503     50.901341     50.901341
     83.789419     57.478514     50.901352     50.901352
     83.789431     57.478525     50.901363     50.901363
     83.789442     57.478537     50.901375     50.901375
     83.789454     57.478548     50.901386     50.901386
     83.789465     57.478559     50.901397     50.901397
     83.789476      57.47857     50.901408     50.901408
     83.789488     57.478582     50.901419     50.901419
     83.789499     57.478593     50.901431     50.901431
     83.789511     57.478604     50.901442     50.901442
     83.789522     57.478615     50.901453     50.901453
     83.789533     57.478627     50.901464     50.901464
     83.789545     57.478638     50.901475     50.901475
     83.789556     57.478649     50.901487     50.901487
     83.789567      57.47866     50.901498     50.901498
     83.789579     57.478671     50.901509     50.901509
      83.78959     57.478682      50.90152      50.90152
     83.789601     57.478694     50.901531     50.901531
     83.789612     57.478705     50.901542     50.901542
     83.789624     57.478716     50.901553     50.901553
     83.789635     57.478727     50.901564     50.901564
     83.789646     57.478738     50.901576     50.901576
     83.789657     57.478749     50.901587     50.901587
     83.789669      57.47876     50.901598     50.901598
      83.78968     57.478771     50.901609     50.901609
     83.789691     57.478783      50.90162      50.90162
     83.789702     57.478794     50.901631     50.901631
     83.789714     57.478805     50.901642     50.901642
     83.789725     57.478816     50.901653     50.901653
     83.789736     57.478827     50.901664     50.901664
     83.789747     57.478838     50.901675     50.901675
     83.789758     57.478849     50.901686     50.901686
     83.789769      57.47886     50.901697     50.901697
      83.78978     57.478871     50.901708     50.901708
     83.789792     57.478882     50.901719     50.901719
     83.789803     57.478893      50.90173      50.90173
     83.789814     57.478904     50.901741     50.901741
     83.789825     57.478915     50.901752     50.901752
     83.789836     57.478926     50.901763     50.901763
     83.789847     57.478937     50.901774     50.901774
     83.789858     57.478948     50.901784     50.901784
     83.789869     57.478959     50.901795     50.901795
      83.78988      57.47897     50.901806     50.901806
     83.789891      57.47898     50.901817     50.901817
     83.789902     57.478991     50.901828     50.901828
     83.789913     57.479002     50.901839     50.901839
     83.789924     57.479013      50.90185      50.90185
     83.789935     57.479024     50.901861     50.901861
     83.789946     57.479035     50.901871     50.901871
     83.789957     57.479046     50.901882     50.901882
     83.789968     57.479057     50.901893     50.901893
     83.789979     57.479067     50.901904     50.901904
      83.78999     57.479078     50.901915     50.901915
     83.790001     57.479089     50.901925     50.901925
     83.790012       57.4791     50.901936     50.901936
     83.790023     57.479111     50.901947     50.901947
     83.790034     57.479122     50.901958     50.901958
     83.790045     57.479132     50.901969     50.901969
     83.790056     57.479143     50.901979     50.901979
     83.790067     57.479154      50.90199      50.90199
     83.790078     57.479165     50.902001     50.902001
     83.790089     57.479175     50.902012     50.902012
     83.790099     57.479186     50.902022     50.902022
      83.79011     57.479197     50.902033     50.902033
     83.790121     57.479208     50.902044     50.902044
     83.790132     57.479218     50.902054     50.902054
     83.790143     57.479229     50.902065     50.902065
     83.790154      57.47924     50.902076     50.902076
     83.790164      57.47925     50.902086     50.902086
     83.790175     57.479261     50.902097     50.902097
     83.790186     57.479272     50.902108     50.902108
     83.790197     57.479282     50.902118     50.902118
     83.790208     57.479293     50.902129     50.902129
     83.790218     57.479304     50.902139     50.902139
     83.790229     57.479314      50.90215      50.90215
      83.79024     57.479325     50.902161     50.902161
     83.790251     57.479336     50.902171     50.902171
     83.790261     57.479346     50.902182     50.902182
     83.790272     57.479357     50.902192     50.902192
     83.790283     57.479367     50.902203     50.902203
     83.790293     57.479378     50.902213     50.902213
     83.790304     57.479388     50.902224     50.902224
     83.790315     57.479399     50.902235     50.902235
     83.790326      57.47941     50.902245     50.902245
     83.790336      57.47942     50.902256     50.902256
     83.790347     57.479431     50.902266     50.902266
     83.790358     57.479441     50.902277     50.902277
     83.790368     57.479452     50.902287     50.902287
     83.790379     57.479462     50.902298     50.902298
     83.790389     57.479473     50.902308     50.902308
       83.7904     57.479483     50.902318     50.902318
     83.790411     57.479494     50.902329     50.902329
     83.790421     57.479504     50.902339     50.902339
     83.790432     57.479515      50.90235      50.90235
     83.790442     57.479525      50.90236      50.90236
     83.790453     57.479536     50.902371     50.902371
     83.790464     57.479546     50.902381     50.902381
     83.790474     57.479556     50.902391     50.902391
     83.790485     57.479567     50.902402     50.902402
     83.790495     57.479577     50.902412     50.902412
     83.790506     57.479588     50.902423     50.902423
     83.790516     57.479598     50.902433     50.902433
     83.790527     57.479608     50.902443     50.902443
     83.790537     57.479619     50.902454     50.902454
     83.790548     57.479629     50.902464     50.902464
     83.790558      57.47964     50.902474     50.902474
     83.790569      57.47965     50.902485     50.902485
     83.790579      57.47966     50.902495     50.902495
      83.79059     57.479671     50.902505     50.902505
       83.7906     57.479681     50.902516     50.902516
      83.79061     57.479691     50.902526     50.902526
     83.790621     57.479702     50.902536     50.902536
     83.790631     57.479712     50.902546     50.902546
     83.790642     57.479722     50.902557     50.902557
     83.790652     57.479732     50.902567     50.902567
     83.790662     57.479743     50.902577     50.902577
     83.790673     57.479753     50.902587     50.902587
     83.790683     57.479763     50.902598     50.902598
     83.790694     57.479773     50.902608     50.902608
     83.790704     57.479784     50.902618     50.902618
     83.790714     57.479794     50.902628     50.902628
     83.790725     57.479804     50.902638     50.902638
     83.790735     57.479814     50.902649     50.902649
     83.790745     57.479825     50.902659     50.902659
     83.790756     57.479835     50.902669     50.902669
     83.790766     57.479845     50.902679     50.902679
     83.790776     57.479855     50.902689     50.902689
     83.790786     57.479865     50.902699     50.902699
     83.790797     57.479875      50.90271      50.90271
     83.790807     57.479886      50.90272      50.90272
     83.790817     57.479896      50.90273      50.90273
     83.790828     57.479906      50.90274      50.90274
     83.790838     57.479916      50.90275      50.90275
     83.790848     57.479926      50.90276      50.90276
     83.790858     57.479936      50.90277      50.90277
     83.790868     57.479946      50.90278      50.90278
     83.790879     57.479956      50.90279      50.90279
     83.790889     57.479966       50.9028       50.9028
     83.790899     57.479977      50.90281      50.90281
     83.790909     57.479987      50.90282      50.90282
     83.790919     57.479997      50.90283      50.90283
      83.79093     57.480007      50.90284      50.90284
      83.79094     57.480017      50.90285      50.90285
      83.79095     57.480027      50.90286      50.90286
      83.79096     57.480037      50.90287      50.90287
      83.79097     57.480047      50.90288      50.90288
      83.79098     57.480057      50.90289      50.90289
      83.79099     57.480067       50.9029       50.9029
     83.791001     57.480077      50.90291      50.90291
     83.791011     57.480087      50.90292      50.90292
     83.791021     57.480097      50.90293      50.90293
     83.791031     57.480107      50.90294      50.90294
     83.791041     57.480117      50.90295      50.90295
     83.791051     57.480127      50.90296      50.90296
     83.791061     57.480137      50.90297      50.90297
     83.791071     57.480146      50.90298      50.90298
     83.791081     57.480156      50.90299      50.90299
     83.791091     57.480166        50.903        50.903
     83.791101     57.480176     50.903009     50.903009
     83.791111     57.480186     50.903019     50.903019
     83.791121     57.480196     50.903029     50.903029
     83.791131     57.480206     50.903039     50.903039
     83.791141     57.480216     50.903049     50.903049
     83.791151     57.480226     50.903059     50.903059
     83.791161     57.480235     50.903069     50.903069
     83.791171     57.480245     50.903078     50.903078
     83.791181     57.480255     50.903088     50.903088
     83.791191     57.480265     50.903098     50.903098
     83.791201     57.480275     50.903108     50.903108
     83.791211     57.480285     50.903118     50.903118
     83.791221     57.480294     50.903127     50.903127
     83.791231     57.480304     50.903137     50.903137
     83.791241     57.480314     50.903147     50.903147
      83.79125     57.480324     50.903157     50.903157
      83.79126     57.480334     50.903166     50.903166
      83.79127     57.480343     50.903176     50.903176
      83.79128     57.480353     50.903186     50.903186
      83.79129     57.480363     50.903196     50.903196
       83.7913     57.480373     50.903205     50.903205
      83.79131     57.480382     50.903215     50.903215
     83.791319     57.480392     50.903225     50.903225
     83.791329     57.480402     50.903234     50.903234
     83.791339     57.480411     50.903244     50.903244
     83.791349     57.480421     50.903254     50.903254
     83.791359     57.480431     50.903263     50.903263
     83.791369     57.480441     50.903273     50.903273
     83.791378      57.48045     50.903283     50.903283
     83.791388      57.48046     50.903292     50.903292
     83.791398      57.48047     50.903302     50.903302
     83.791408     57.480479     50.903312     50.903312
     83.791417     57.480489     50.903321     50.903321
     83.791427     57.480498     50.903331     50.903331
     83.791437     57.480508      50.90334      50.90334
     83.791447     57.480518      50.90335      50.90335
     83.791456     57.480527      50.90336      50.90336
     83.791466     57.480537     50.903369     50.903369
     83.791476     57.480547     50.903379     50.903379
     83.791485     57.480556     50.903388     50.903388
     83.791495     57.480566     50.903398     50.903398
     83.791505     57.480575     50.903407     50.903407
     83.791514     57.480585     50.903417     50.903417
     83.791524     57.480594     50.903426     50.903426
     83.791534     57.480604     50.903436     50.903436
     83.791543     57.480613     50.903445     50.903445
     83.791553     57.480623     50.903455     50.903455
     83.791563     57.480632     50.903464     50.903464
     83.791572     57.480642     50.903474     50.903474
     83.791582     57.480651     50.903483     50.903483
     83.791592     57.480661     50.903493     50.903493
     83.791601      57.48067     50.903502     50.903502
     83.791611      57.48068     50.903512     50.903512
      83.79162     57.480689     50.903521     50.903521
      83.79163     57.480699     50.903531     50.903531
     83.791639     57.480708      50.90354      50.90354
     83.791649     57.480718     50.903549     50.903549
     83.791659     57.480727     50.903559     50.903559
     83.791668     57.480737     50.903568     50.903568
     83.791678     57.480746     50.903578     50.903578
     83.791687     57.480755     50.903587     50.903587
     83.791697     57.480765     50.903596     50.903596
     83.791706     57.480774     50.903606     50.903606
     83.791716     57.480784     50.903615     50.903615
     83.791725     57.480793     50.903625     50.903625
     83.791735     57.480802     50.903634     50.903634
     83.791744     57.480812     50.903643     50.903643
     83.791754     57.480821     50.903653     50.903653
     83.791763     57.480831     50.903662     50.903662
     83.791773      57.48084     50.903671     50.903671
     83.791782     57.480849      50.90368      50.90368
     83.791791     57.480859      50.90369      50.90369
     83.791801     57.480868     50.903699     50.903699
      83.79181     57.480877     50.903708     50.903708
      83.79182     57.480886     50.903718     50.903718
     83.791829     57.480896     50.903727     50.903727
     83.791838     57.480905     50.903736     50.903736
     83.791848     57.480914     50.903745     50.903745
     83.791857     57.480924     50.903755     50.903755
     83.791867     57.480933     50.903764     50.903764
     83.791876     57.480942     50.903773     50.903773
     83.791885     57.480951     50.903782     50.903782
     83.791895     57.480961     50.903792     50.903792
     83.791904      57.48097     50.903801     50.903801
     83.791913     57.480979      50.90381      50.90381
     83.791923     57.480988     50.903819     50.903819
     83.791932     57.480998     50.903828     50.903828
     83.791941     57.481007     50.903838     50.903838
     83.791951     57.481016     50.903847     50.903847
      83.79196     57.481025     50.903856     50.903856
     83.791969     57.481034     50.903865     50.903865
     83.791979     57.481043     50.903874     50.903874
     83.791988     57.481053     50.903883     50.903883
     83.791997     57.481062     50.903892     50.903892
     83.792006     57.481071     50.903902     50.903902
     83.792016      57.48108     50.903911     50.903911
     83.792025     57.481089      50.90392      50.90392
     83.792034     57.481098     50.903929     50.903929
     83.792043     57.481107     50.903938     50.903938
     83.792052     57.481117     50.903947     50.903947
     83.792062     57.481126     50.903956     50.903956
     83.792071     57.481135     50.903965     50.903965
      83.79208     57.481144     50.903974     50.903974
     83.792089     57.481153     50.903983     50.903983
     83.792098     57.481162     50.903992     50.903992
     83.792108     57.481171     50.904001     50.904001
     83.792117      57.48118      50.90401      50.90401
     83.792126     57.481189     50.904019     50.904019
     83.792135     57.481198     50.904028     50.904028
     83.792144     57.481207     50.904037     50.904037
     83.792153     57.481216     50.904046     50.904046
     83.792162     57.481225     50.904055     50.904055
     83.792172     57.481234     50.904064     50.904064
     83.792181     57.481243     50.904073     50.904073
      83.79219     57.481252     50.904082     50.904082
     83.792199     57.481261     50.904091     50.904091
     83.792208      57.48127       50.9041       50.9041
     83.792217     57.481279     50.904109     50.904109
     83.792226     57.481288     50.904118     50.904118
     83.792235     57.481297     50.904127     50.904127
     83.792244     57.481306     50.904136     50.904136
     83.792253     57.481315     50.904145     50.904145
     83.792262     57.481324     50.904154     50.904154
     83.792271     57.481333     50.904163     50.904163
      83.79228     57.481342     50.904172     50.904172
     83.792289     57.481351     50.904181     50.904181
     83.792298      57.48136     50.904189     50.904189
     83.792307     57.481369     50.904198     50.904198
     83.792316     57.481377     50.904207     50.904207
     83.792325     57.481386     50.904216     50.904216
     83.792334     57.481395     50.904225     50.904225
     83.792343     57.481404     50.904234     50.904234
     83.792352     57.481413     50.904243     50.904243
     83.792361     57.481422     50.904251     50.904251
      83.79237     57.481431      50.90426      50.90426
     83.792379     57.481439     50.904269     50.904269
     83.792388     57.481448     50.904278     50.904278
     83.792397     57.481457     50.904287     50.904287
     83.792406     57.481466     50.904295     50.904295
     83.792415     57.481475     50.904304     50.904304
     83.792424     57.481484     50.904313     50.904313
     83.792433     57.481492     50.904322     50.904322
     83.792442     57.481501      50.90433      50.90433
      83.79245      57.48151     50.904339     50.904339
     83.792459     57.481519     50.904348     50.904348
     83.792468     57.481527     50.904357     50.904357
     83.792477     57.481536     50.904365     50.904365
     83.792486     57.481545     50.904374     50.904374
     83.792495     57.481554     50.904383     50.904383
     83.792504     57.481562     50.904392     50.904392
     83.792512     57.481571       50.9044       50.9044
     83.792521      57.48158     50.904409     50.904409
      83.79253     57.481589     50.904418     50.904418
     83.792539     57.481597     50.904426     50.904426
     83.792548     57.481606     50.904435     50.904435
     83.792556     57.481615     50.904444     50.904444
     83.792565     57.481623     50.904452     50.904452
     83.792574     57.481632     50.904461     50.904461
     83.792583     57.481641      50.90447      50.90447
     83.792591     57.481649     50.904478     50.904478
       83.7926     57.481658     50.904487     50.904487
     83.792609     57.481667     50.904496     50.904496
     83.792618     57.481675     50.904504     50.904504
     83.792626     57.481684     50.904513     50.904513
     83.792635     57.481693     50.904521     50.904521
     83.792644     57.481701      50.90453      50.90453
     83.792653      57.48171     50.904539     50.904539
     83.792661     57.481718     50.904547     50.904547
      83.79267     57.481727     50.904556     50.904556
     83.792679     57.481736     50.904564     50.904564
     83.792687     57.481744     50.904573     50.904573
     83.792696     57.481753     50.904581     50.904581
     83.792705     57.481761      50.90459      50.90459
     83.792713      57.48177     50.904598     50.904598
     83.792722     57.481778     50.904607     50.904607
     83.792731     57.481787     50.904615     50.904615
     83.792739     57.481795     50.904624     50.904624
     83.792748     57.481804     50.904632     50.904632
     83.792757     57.481812     50.904641     50.904641
     83.792765     57.481821     50.904649     50.904649
     83.792774      57.48183     50.904658     50.904658
     83.792782     57.481838     50.904666     50.904666
     83.792791     57.481847     50.904675     50.904675
       83.7928     57.481855     50.904683     50.904683
     83.792808     57.481863     50.904692     50.904692
     83.792817     57.481872       50.9047       50.9047
     83.792825      57.48188     50.904709     50.904709
     83.792834     57.481889     50.904717     50.904717
     83.792842     57.481897     50.904726     50.904726
     83.792851     57.481906     50.904734     50.904734
     83.792859     57.481914     50.904742     50.904742
     83.792868     57.481923     50.904751     50.904751
     83.792876     57.481931     50.904759     50.904759
     83.792885     57.481939     50.904768     50.904768
     83.792893     57.481948     50.904776     50.904776
     83.792902     57.481956     50.904784     50.904784
      83.79291     57.481965     50.904793     50.904793
     83.792919     57.481973     50.904801     50.904801
     83.792927     57.481981     50.904809     50.904809
     83.792936      57.48199     50.904818     50.904818
     83.792944     57.481998     50.904826     50.904826
     83.792953     57.482007     50.904834     50.904834
     83.792961     57.482015     50.904843     50.904843
      83.79297     57.482023     50.904851     50.904851
     83.792978     57.482032     50.904859     50.904859
     83.792987      57.48204     50.904868     50.904868
     83.792995     57.482048     50.904876     50.904876
     83.793003     57.482057     50.904884     50.904884
     83.793012     57.482065     50.904893     50.904893
      83.79302     57.482073     50.904901     50.904901
     83.793029     57.482081     50.904909     50.904909
     83.793037      57.48209     50.904917     50.904917
     83.793045     57.482098     50.904926     50.904926
     83.793054     57.482106     50.904934     50.904934
     83.793062     57.482115     50.904942     50.904942
      83.79307     57.482123      50.90495      50.90495
     83.793079     57.482131     50.904959     50.904959
     83.793087     57.482139     50.904967     50.904967
     83.793095     57.482148     50.904975     50.904975
     83.793104     57.482156     50.904983     50.904983
     83.793112     57.482164     50.904991     50.904991
      83.79312     57.482172        50.905        50.905
     83.793129      57.48218     50.905008     50.905008
     83.793137     57.482189     50.905016     50.905016
     83.793145     57.482197     50.905024     50.905024
     83.793154     57.482205     50.905032     50.905032
     83.793162     57.482213      50.90504      50.90504
      83.79317     57.482221     50.905049     50.905049
     83.793178      57.48223     50.905057     50.905057
     83.793187     57.482238     50.905065     50.905065
     83.793195     57.482246     50.905073     50.905073
     83.793203     57.482254     50.905081     50.905081
     83.793211     57.482262     50.905089     50.905089
      83.79322      57.48227     50.905097     50.905097
     83.793228     57.482278     50.905106     50.905106
     83.793236     57.482287     50.905114     50.905114
     83.793244     57.482295     50.905122     50.905122
     83.793253     57.482303      50.90513      50.90513
     83.793261     57.482311     50.905138     50.905138
     83.793269     57.482319     50.905146     50.905146
     83.793277     57.482327     50.905154     50.905154
     83.793285     57.482335     50.905162     50.905162
     83.793293     57.482343      50.90517      50.90517
     83.793302     57.482351     50.905178     50.905178
      83.79331     57.482359     50.905186     50.905186
     83.793318     57.482367     50.905194     50.905194
     83.793326     57.482375     50.905202     50.905202
     83.793334     57.482383      50.90521      50.90521
     83.793342     57.482391     50.905218     50.905218
      83.79335       57.4824     50.905226     50.905226
     83.793359     57.482408     50.905234     50.905234
     83.793367     57.482416     50.905242     50.905242
     83.793375     57.482424      50.90525      50.90525
     83.793383     57.482432     50.905258     50.905258
     83.793391      57.48244     50.905266     50.905266
     83.793399     57.482448     50.905274     50.905274
     83.793407     57.482456     50.905282     50.905282
     83.793415     57.482463      50.90529      50.90529
     83.793423     57.482471     50.905298     50.905298
     83.793431     57.482479     50.905306     50.905306
     83.793439     57.482487     50.905314     50.905314
     83.793447     57.482495     50.905322     50.905322
     83.793455     57.482503      50.90533      50.90533
     83.793463     57.482511     50.905338     50.905338
     83.793471     57.482519     50.905345     50.905345
     83.793479     57.482527     50.905353     50.905353
     83.793487     57.482535     50.905361     50.905361
     83.793495     57.482543     50.905369     50.905369
     83.793503     57.482551     50.905377     50.905377
     83.793511     57.482559     50.905385     50.905385
     83.793519     57.482566     50.905393     50.905393
     83.793527     57.482574     50.905401     50.905401
     83.793535     57.482582     50.905408     50.905408
     83.793543      57.48259     50.905416     50.905416
     83.793551     57.482598     50.905424     50.905424
     83.793559     57.482606     50.905432     50.905432
     83.793567     57.482614      50.90544      50.90544
     83.793575     57.482622     50.905448     50.905448
     83.793583     57.482629     50.905455     50.905455
     83.793591     57.482637     50.905463     50.905463
     83.793599     57.482645     50.905471     50.905471
     83.793607     57.482653     50.905479     50.905479
     83.793615     57.482661     50.905487     50.905487
     83.793622     57.482668     50.905494     50.905494
      83.79363     57.482676     50.905502     50.905502
     83.793638     57.482684      50.90551      50.90551
     83.793646     57.482692     50.905518     50.905518
     83.793654       57.4827     50.905525     50.905525
     83.793662     57.482707     50.905533     50.905533
      83.79367     57.482715     50.905541     50.905541
     83.793677     57.482723     50.905549     50.905549
     83.793685     57.482731     50.905556     50.905556
     83.793693     57.482738     50.905564     50.905564
     83.793701     57.482746     50.905572     50.905572
     83.793709     57.482754     50.905579     50.905579
     83.793717     57.482761     50.905587     50.905587
     83.793724     57.482769     50.905595     50.905595
     83.793732     57.482777     50.905603     50.905603
      83.79374     57.482785      50.90561      50.90561
     83.793748     57.482792     50.905618     50.905618
     83.793756       57.4828     50.905626     50.905626
     83.793763     57.482808     50.905633     50.905633
     83.793771     57.482815     50.905641     50.905641
     83.793779     57.482823     50.905648     50.905648
     83.793787     57.482831     50.905656     50.905656
     83.793794     57.482838     50.905664     50.905664
     83.793802     57.482846     50.905671     50.905671
      83.79381     57.482854     50.905679     50.905679
     83.793818     57.482861     50.905687     50.905687
     83.793825     57.482869     50.905694     50.905694
     83.793833     57.482876     50.905702     50.905702
     83.793841     57.482884     50.905709     50.905709
     83.793848     57.482892     50.905717     50.905717
     83.793856     57.482899     50.905725     50.905725
     83.793864     57.482907     50.905732     50.905732
     83.793871     57.482914      50.90574      50.90574
     83.793879     57.482922     50.905747     50.905747
     83.793887      57.48293     50.905755     50.905755
     83.793894     57.482937     50.905762     50.905762
     83.793902     57.482945      50.90577      50.90577
      83.79391     57.482952     50.905777     50.905777
     83.793917      57.48296     50.905785     50.905785
     83.793925     57.482967     50.905793     50.905793
     83.793933     57.482975       50.9058       50.9058
      83.79394     57.482983     50.905808     50.905808
     83.793948      57.48299     50.905815     50.905815
     83.793955     57.482998     50.905823     50.905823
     83.793963     57.483005      50.90583      50.90583
     83.793971     57.483013     50.905838     50.905838
     83.793978      57.48302     50.905845     50.905845
     83.793986     57.483028     50.905852     50.905852
     83.793993     57.483035      50.90586      50.90586
     83.794001     57.483043     50.905867     50.905867
     83.794009      57.48305     50.905875     50.905875
     83.794016     57.483057     50.905882     50.905882
     83.794024     57.483065      50.90589      50.90589
     83.794031     57.483072     50.905897     50.905897
     83.794039      57.48308     50.905905     50.905905
     83.794046     57.483087     50.905912     50.905912
     83.794054     57.483095     50.905919     50.905919
     83.794061     57.483102     50.905927     50.905927
     83.794069      57.48311     50.905934     50.905934
     83.794076     57.483117     50.905942     50.905942
     83.794084     57.483124     50.905949     50.905949
     83.794091     57.483132     50.905956     50.905956
     83.794099     57.483139     50.905964     50.905964
     83.794106     57.483147     50.905971     50.905971
     83.794114     57.483154     50.905979     50.905979
     83.794121     57.483161     50.905986     50.905986
     83.794129     57.483169     50.905993     50.905993
     83.794136     57.483176     50.906001     50.906001
     83.794144     57.483184     50.906008     50.906008
     83.794151     57.483191     50.906015     50.906015
     83.794158     57.483198     50.906023     50.906023
     83.794166     57.483206      50.90603      50.90603
     83.794173     57.483213     50.906037     50.906037
     83.794181      57.48322     50.906045     50.906045
     83.794188     57.483228     50.906052     50.906052
     83.794196     57.483235     50.906059     50.906059
     83.794203     57.483242     50.906066     50.906066
      83.79421      57.48325     50.906074     50.906074
     83.794218     57.483257     50.906081     50.906081
     83.794225     57.483264     50.906088     50.906088
     83.794232     57.483271     50.906096     50.906096
      83.79424     57.483279     50.906103     50.906103
     83.794247     57.483286      50.90611      50.90611
     83.794255     57.483293     50.906117     50.906117
     83.794262       57.4833     50.906125     50.906125
     83.794269     57.483308     50.906132     50.906132
     83.794277     57.483315     50.906139     50.906139
     83.794284     57.483322     50.906146     50.906146
     83.794291     57.483329     50.906154     50.906154
     83.794299     57.483337     50.906161     50.906161
     83.794306     57.483344     50.906168     50.906168
     83.794313     57.483351     50.906175     50.906175
      83.79432     57.483358     50.906182     50.906182
     83.794328     57.483366      50.90619      50.90619
     83.794335     57.483373     50.906197     50.906197
     83.794342      57.48338     50.906204     50.906204
      83.79435     57.483387     50.906211     50.906211
     83.794357     57.483394     50.906218     50.906218
     83.794364     57.483402     50.906225     50.906225
     83.794371     57.483409     50.906233     50.906233
     83.794379     57.483416      50.90624      50.90624
     83.794386     57.483423     50.906247     50.906247
     83.794393      57.48343     50.906254     50.906254
       83.7944     57.483437     50.906261     50.906261
     83.794408     57.483444     50.906268     50.906268
     83.794415     57.483452     50.906275     50.906275
     83.794422     57.483459     50.906282     50.906282
     83.794429     57.483466     50.906289     50.906289
     83.794436     57.483473     50.906297     50.906297
     83.794444      57.48348     50.906304     50.906304
     83.794451     57.483487     50.906311     50.906311
     83.794458     57.483494     50.906318     50.906318
     83.794465     57.483501     50.906325     50.906325
     83.794472     57.483508     50.906332     50.906332
      83.79448     57.483516     50.906339     50.906339
     83.794487     57.483523     50.906346     50.906346
     83.794494      57.48353     50.906353     50.906353
     83.794501     57.483537      50.90636      50.90636
     83.794508     57.483544     50.906367     50.906367
     83.794515     57.483551     50.906374     50.906374
     83.794522     57.483558     50.906381     50.906381
      83.79453     57.483565     50.906388     50.906388
     83.794537     57.483572     50.906395     50.906395
     83.794544     57.483579     50.906402     50.906402
     83.794551     57.483586     50.906409     50.906409
     83.794558     57.483593     50.906416     50.906416
     83.794565       57.4836     50.906423     50.906423
     83.794572     57.483607      50.90643      50.90643
     83.794579     57.483614     50.906437     50.906437
     83.794586     57.483621     50.906444     50.906444
     83.794593     57.483628     50.906451     50.906451
       83.7946     57.483635     50.906458     50.906458
     83.794607     57.483642     50.906465     50.906465
     83.794615     57.483649     50.906472     50.906472
     83.794622     57.483656     50.906479     50.906479
     83.794629     57.483663     50.906486     50.906486
     83.794636      57.48367     50.906493     50.906493
     83.794643     57.483677       50.9065       50.9065
      83.79465     57.483684     50.906507     50.906507
     83.794657     57.483691     50.906514     50.906514
     83.794664     57.483698     50.906521     50.906521
     83.794671     57.483705     50.906527     50.906527
     83.794678     57.483711     50.906534     50.906534
     83.794685     57.483718     50.906541     50.906541
     83.794692     57.483725     50.906548     50.906548
