        Pcore(1)        Pcore(2)        Pcore(3)        Pcore(4)
     83.458172     57.151112     50.574909     50.574909
     83.458462     57.151398     50.575194     50.575194
     83.458751     57.151684     50.575479     50.575479
      83.45904      57.15197     50.575764     50.575764
     83.459329     57.152255     50.576049     50.576049
     83.459617     57.152541     50.576333     50.576333
     83.459906     57.152825     50.576617     50.576617
     83.460194      57.15311     50.576901     50.576901
     83.460482     57.153395     50.577185     50.577185
     83.460769     57.153679     50.577468     50.577468
     83.461057     57.153963     50.577751     50.577751
     83.461344     57.154247     50.578034     50.578034
     83.461631      57.15453     50.578317     50.578317
     83.461917     57.154813     50.578599     50.578599
     83.462204     57.155096     50.578882     50.578882
      83.46249     57.155379     50.579163     50.579163
     83.462776     57.155662     50.579445     50.579445
     83.463061     57.155944     50.579727     50.579727
     83.463347     57.156226     50.580008     50.580008
     83.463632     57.156508     50.580289     50.580289
     83.463917      57.15679      50.58057      50.58057
     83.464202     57.157071      50.58085      50.58085
     83.464486     57.157352     50.581131     50.581131
      83.46477     57.157633     50.581411     50.581411
     83.465054     57.157914     50.581691     50.581691
     83.465338     57.158194      50.58197      50.58197
     83.465622     57.158475      50.58225      50.58225
     83.465905     57.158755     50.582529     50.582529
     83.466188     57.159034     50.582808     50.582808
     83.466471     57.159314     50.583087     50.583087
     83.466753     57.159593     50.583365     50.583365
     83.467036     57.159872     50.583643     50.583643
     83.467318     57.160151     50.583921     50.583921
       83.4676      57.16043     50.584199     50.584199
     83.467881     57.160708     50.584477     50.584477
     83.468163     57.160986     50.584754     50.584754
     83.468444     57.161264     50.585031     50.585031
     83.468725     57.161542     50.585308     50.585308
     83.469005     57.161819     50.585584     50.585584
     83.469286     57.162096     50.585861     50.585861
     83.469566     57.162373     50.586137     50.586137
     83.469846      57.16265     50.586413     50.586413
     83.470126     57.162927     50.586689     50.586689
     83.470405     57.163203     50.586964     50.586964
     83.470685     57.163479     50.587239     50.587239
     83.470964     57.163755     50.587514     50.587514
     83.471243      57.16403     50.587789     50.587789
     83.471521     57.164306     50.588064     50.588064
       83.4718     57.164581     50.588338     50.588338
     83.472078     57.164856     50.588612     50.588612
     83.472356      57.16513     50.588886     50.588886
     83.472633     57.165405      50.58916      50.58916
     83.472911     57.165679     50.589433     50.589433
     83.473188     57.165953     50.589706     50.589706
     83.473465     57.166227     50.589979     50.589979
     83.473742       57.1665     50.590252     50.590252
     83.474018     57.166774     50.590524     50.590524
     83.474295     57.167047     50.590797     50.590797
     83.474571     57.167319     50.591069     50.591069
     83.474846     57.167592      50.59134      50.59134
     83.475122     57.167864     50.591612     50.591612
     83.475397     57.168137     50.591883     50.591883
     83.475673     57.168409     50.592154     50.592154
     83.475947      57.16868     50.592425     50.592425
     83.476222     57.168952     50.592696     50.592696
     83.476497     57.169223     50.592967     50.592967
     83.476771     57.169494     50.593237     50.593237
     83.477045     57.169765     50.593507     50.593507
     83.477319     57.170035     50.593777     50.593777
     83.477592     57.170306     50.594046     50.594046
     83.477865     57.170576     50.594315     50.594315
     83.478138     57.170846     50.594584     50.594584
     83.478411     57.171115     50.594853     50.594853
     83.478684     57.171385     50.595122     50.595122
     83.478956     57.171654      50.59539      50.59539
     83.479228     57.171923     50.595659     50.595659
       83.4795     57.172192     50.595927     50.595927
     83.479772      57.17246     50.596194     50.596194
     83.480044     57.172729     50.596462     50.596462
     83.480315     57.172997     50.596729     50.596729
     83.480586     57.173265     50.596996     50.596996
     83.480857     57.173532     50.597263     50.597263
     83.481127       57.1738      50.59753      50.59753
     83.481398     57.174067     50.597796     50.597796
     83.481668     57.174334     50.598062     50.598062
     83.481938     57.174601     50.598328     50.598328
     83.482207     57.174867     50.598594     50.598594
     83.482477     57.175133      50.59886      50.59886
     83.482746       57.1754     50.599125     50.599125
     83.483015     57.175665      50.59939      50.59939
     83.483284     57.175931     50.599655     50.599655
     83.483552     57.176197      50.59992      50.59992
     83.483821     57.176462     50.600184     50.600184
     83.484089     57.176727     50.600448     50.600448
     83.484357     57.176991     50.600712     50.600712
     83.484624     57.177256     50.600976     50.600976
     83.484892      57.17752     50.601239     50.601239
     83.485159     57.177784     50.601503     50.601503
     83.485426     57.178048     50.601766     50.601766
     83.485693     57.178312     50.602029     50.602029
     83.485959     57.178575     50.602291     50.602291
     83.486225     57.178839     50.602554     50.602554
     83.486492     57.179102     50.602816     50.602816
     83.486757     57.179364     50.603078     50.603078
     83.487023     57.179627      50.60334      50.60334
     83.487288     57.179889     50.603601     50.603601
     83.487554     57.180151     50.603863     50.603863
     83.487819     57.180413     50.604124     50.604124
     83.488083     57.180675     50.604385     50.604385
     83.488348     57.180936     50.604645     50.604645
     83.488612     57.181198     50.604906     50.604906
     83.488876     57.181459     50.605166     50.605166
      83.48914     57.181719     50.605426     50.605426
     83.489404      57.18198     50.605686     50.605686
     83.489667      57.18224     50.605946     50.605946
     83.489931     57.182501     50.606205     50.606205
     83.490194      57.18276     50.606464     50.606464
     83.490456      57.18302     50.606723     50.606723
     83.490719      57.18328     50.606982     50.606982
     83.490981     57.183539      50.60724      50.60724
     83.491243     57.183798     50.607499     50.607499
     83.491505     57.184057     50.607757     50.607757
     83.491767     57.184316     50.608015     50.608015
     83.492028     57.184574     50.608272     50.608272
      83.49229     57.184832      50.60853      50.60853
     83.492551      57.18509     50.608787     50.608787
     83.492811     57.185348     50.609044     50.609044
     83.493072     57.185605     50.609301     50.609301
     83.493332     57.185863     50.609557     50.609557
     83.493593      57.18612     50.609814     50.609814
     83.493853     57.186377      50.61007      50.61007
     83.494112     57.186634     50.610326     50.610326
     83.494372      57.18689     50.610582     50.610582
     83.494631     57.187146     50.610837     50.610837
      83.49489     57.187402     50.611092     50.611092
     83.495149     57.187658     50.611348     50.611348
     83.495408     57.187914     50.611602     50.611602
     83.495666     57.188169     50.611857     50.611857
     83.495924     57.188424     50.612112     50.612112
     83.496182     57.188679     50.612366     50.612366
      83.49644     57.188934      50.61262      50.61262
     83.496698     57.189189     50.612874     50.612874
     83.496955     57.189443     50.613127     50.613127
     83.497212     57.189697     50.613381     50.613381
     83.497469     57.189951     50.613634     50.613634
     83.497726     57.190205     50.613887     50.613887
     83.497982     57.190458      50.61414      50.61414
     83.498238     57.190712     50.614392     50.614392
     83.498494     57.190965     50.614644     50.614644
      83.49875     57.191218     50.614897     50.614897
     83.499006      57.19147     50.615148     50.615148
     83.499261     57.191723       50.6154       50.6154
     83.499517     57.191975     50.615652     50.615652
     83.499772     57.192227     50.615903     50.615903
     83.500026     57.192479     50.616154     50.616154
     83.500281      57.19273     50.616405     50.616405
     83.500535     57.192982     50.616655     50.616655
     83.500789     57.193233     50.616906     50.616906
     83.501043     57.193484     50.617156     50.617156
     83.501297     57.193735     50.617406     50.617406
     83.501551     57.193985     50.617656     50.617656
     83.501804     57.194236     50.617906     50.617906
     83.502057     57.194486     50.618155     50.618155
      83.50231     57.194736     50.618404     50.618404
     83.502562     57.194985     50.618653     50.618653
     83.502815     57.195235     50.618902     50.618902
     83.503067     57.195484     50.619151     50.619151
     83.503319     57.195733     50.619399     50.619399
     83.503571     57.195982     50.619647     50.619647
     83.503823     57.196231     50.619895     50.619895
     83.504074     57.196479     50.620143     50.620143
     83.504325     57.196728      50.62039      50.62039
     83.504576     57.196976     50.620638     50.620638
     83.504827     57.197223     50.620885     50.620885
     83.505077     57.197471     50.621132     50.621132
     83.505328     57.197718     50.621378     50.621378
     83.505578     57.197966     50.621625     50.621625
     83.505828     57.198213     50.621871     50.621871
     83.506077      57.19846     50.622117     50.622117
     83.506327     57.198706     50.622363     50.622363
     83.506576     57.198953     50.622609     50.622609
     83.506825     57.199199     50.622854     50.622854
     83.507074     57.199445     50.623099     50.623099
     83.507323      57.19969     50.623344     50.623344
     83.507571     57.199936     50.623589     50.623589
      83.50782     57.200181     50.623834     50.623834
     83.508068     57.200427     50.624078     50.624078
     83.508316     57.200672     50.624323     50.624323
     83.508563     57.200916     50.624567     50.624567
     83.508811     57.201161     50.624811     50.624811
     83.509058     57.201405     50.625054     50.625054
     83.509305     57.201649     50.625298     50.625298
     83.509552     57.201893     50.625541     50.625541
     83.509798     57.202137     50.625784     50.625784
     83.510045     57.202381     50.626027     50.626027
     83.510291     57.202624     50.626269     50.626269
     83.510537     57.202867     50.626512     50.626512
     83.510783      57.20311     50.626754     50.626754
     83.511028     57.203353     50.626996     50.626996
     83.511274     57.203595     50.627238     50.627238
     83.511519     57.203837     50.627479     50.627479
     83.511764      57.20408     50.627721     50.627721
     83.512008     57.204321     50.627962     50.627962
     83.512253     57.204563     50.628203     50.628203
     83.512497     57.204805     50.628444     50.628444
     83.512741     57.205046     50.628684     50.628684
     83.512985     57.205287     50.628925     50.628925
     83.513229     57.205528     50.629165     50.629165
     83.513473     57.205769     50.629405     50.629405
     83.513716     57.206009     50.629645     50.629645
     83.513959     57.206249     50.629884     50.629884
     83.514202     57.206489     50.630124     50.630124
     83.514445     57.206729     50.630363     50.630363
     83.514687     57.206969     50.630602     50.630602
      83.51493     57.207209     50.630841     50.630841
     83.515172     57.207448     50.631079     50.631079
     83.515414     57.207687     50.631317     50.631317
     83.515655     57.207926     50.631556     50.631556
     83.515897     57.208165     50.631794     50.631794
     83.516138     57.208403     50.632031     50.632031
     83.516379     57.208641     50.632269     50.632269
      83.51662     57.208879     50.632506     50.632506
     83.516861     57.209117     50.632744     50.632744
     83.517101     57.209355     50.632981     50.632981
     83.517342     57.209592     50.633217     50.633217
     83.517582      57.20983     50.633454     50.633454
     83.517822     57.210067      50.63369      50.63369
     83.518061     57.210304     50.633927     50.633927
     83.518301      57.21054     50.634163     50.634163
      83.51854     57.210777     50.634398     50.634398
     83.518779     57.211013     50.634634     50.634634
     83.519018     57.211249     50.634869     50.634869
     83.519257     57.211485     50.635105     50.635105
     83.519495     57.211721      50.63534      50.63534
     83.519733     57.211957     50.635575     50.635575
     83.519972     57.212192     50.635809     50.635809
     83.520209     57.212427     50.636044     50.636044
     83.520447     57.212662     50.636278     50.636278
     83.520685     57.212897     50.636512     50.636512
     83.520922     57.213131     50.636746     50.636746
     83.521159     57.213365     50.636979     50.636979
     83.521396       57.2136     50.637213     50.637213
     83.521633     57.213834     50.637446     50.637446
     83.521869     57.214067     50.637679     50.637679
     83.522105     57.214301     50.637912     50.637912
     83.522342     57.214534     50.638145     50.638145
     83.522577     57.214767     50.638377     50.638377
     83.522813        57.215     50.638609     50.638609
     83.523049     57.215233     50.638842     50.638842
     83.523284     57.215466     50.639073     50.639073
     83.523519     57.215698     50.639305     50.639305
     83.523754      57.21593     50.639537     50.639537
     83.523989     57.216162     50.639768     50.639768
     83.524223     57.216394     50.639999     50.639999
     83.524458     57.216626      50.64023      50.64023
     83.524692     57.216857     50.640461     50.640461
     83.524926     57.217088     50.640691     50.640691
     83.525159     57.217319     50.640922     50.640922
     83.525393      57.21755     50.641152     50.641152
     83.525626     57.217781     50.641382     50.641382
      83.52586     57.218011     50.641612     50.641612
     83.526092     57.218242     50.641841     50.641841
     83.526325     57.218472     50.642071     50.642071
     83.526558     57.218701       50.6423       50.6423
      83.52679     57.218931     50.642529     50.642529
     83.527022     57.219161     50.642758     50.642758
     83.527254      57.21939     50.642986     50.642986
     83.527486     57.219619     50.643215     50.643215
     83.527718     57.219848     50.643443     50.643443
     83.527949     57.220077     50.643671     50.643671
      83.52818     57.220305     50.643899     50.643899
     83.528411     57.220534     50.644126     50.644126
     83.528642     57.220762     50.644354     50.644354
     83.528873      57.22099     50.644581     50.644581
     83.529103     57.221217     50.644808     50.644808
     83.529334     57.221445     50.645035     50.645035
     83.529564     57.221672     50.645262     50.645262
     83.529794       57.2219     50.645488     50.645488
     83.530023     57.222127     50.645715     50.645715
     83.530253     57.222353     50.645941     50.645941
     83.530482      57.22258     50.646167     50.646167
     83.530711     57.222806     50.646393     50.646393
      83.53094     57.223033     50.646618     50.646618
     83.531169     57.223259     50.646844     50.646844
     83.531397     57.223485     50.647069     50.647069
     83.531626      57.22371     50.647294     50.647294
     83.531854     57.223936     50.647519     50.647519
     83.532082     57.224161     50.647743     50.647743
     83.532309     57.224386     50.647968     50.647968
     83.532537     57.224611     50.648192     50.648192
     83.532764     57.224836     50.648416     50.648416
     83.532992      57.22506      50.64864      50.64864
     83.533219     57.225285     50.648864     50.648864
     83.533445     57.225509     50.649087     50.649087
     83.533672     57.225733     50.649311     50.649311
     83.533898     57.225957     50.649534     50.649534
     83.534125      57.22618     50.649757     50.649757
     83.534351     57.226404     50.649979     50.649979
     83.534577     57.226627     50.650202     50.650202
     83.534802      57.22685     50.650424     50.650424
     83.535028     57.227073     50.650647     50.650647
     83.535253     57.227296     50.650869     50.650869
     83.535478     57.227518      50.65109      50.65109
     83.535703      57.22774     50.651312     50.651312
     83.535928     57.227962     50.651534     50.651534
     83.536152     57.228184     50.651755     50.651755
     83.536377     57.228406     50.651976     50.651976
     83.536601     57.228628     50.652197     50.652197
     83.536825     57.228849     50.652418     50.652418
     83.537049      57.22907     50.652638     50.652638
     83.537272     57.229291     50.652858     50.652858
     83.537496     57.229512     50.653079     50.653079
     83.537719     57.229733     50.653299     50.653299
     83.537942     57.229953     50.653518     50.653518
     83.538165     57.230173     50.653738     50.653738
     83.538388     57.230394     50.653957     50.653957
      83.53861     57.230613     50.654177     50.654177
     83.538832     57.230833     50.654396     50.654396
     83.539054     57.231053     50.654615     50.654615
     83.539276     57.231272     50.654833     50.654833
     83.539498     57.231491     50.655052     50.655052
      83.53972      57.23171      50.65527      50.65527
     83.539941     57.231929     50.655488     50.655488
     83.540162     57.232148     50.655706     50.655706
     83.540383     57.232366     50.655924     50.655924
     83.540604     57.232584     50.656142     50.656142
     83.540825     57.232802     50.656359     50.656359
     83.541045      57.23302     50.656576     50.656576
     83.541265     57.233238     50.656793     50.656793
     83.541485     57.233455      50.65701      50.65701
     83.541705     57.233673     50.657227     50.657227
     83.541925      57.23389     50.657444     50.657444
     83.542145     57.234107      50.65766      50.65766
     83.542364     57.234324     50.657876     50.657876
     83.542583      57.23454     50.658092     50.658092
     83.542802     57.234757     50.658308     50.658308
     83.543021     57.234973     50.658523     50.658523
     83.543239     57.235189     50.658739     50.658739
     83.543458     57.235405     50.658954     50.658954
     83.543676     57.235621     50.659169     50.659169
     83.543894     57.235836     50.659384     50.659384
     83.544112     57.236052     50.659599     50.659599
      83.54433     57.236267     50.659813     50.659813
     83.544547     57.236482     50.660028     50.660028
     83.544765     57.236696     50.660242     50.660242
     83.544982     57.236911     50.660456     50.660456
     83.545199     57.237126      50.66067      50.66067
     83.545415      57.23734     50.660883     50.660883
     83.545632     57.237554     50.661097     50.661097
     83.545849     57.237768      50.66131      50.66131
     83.546065     57.237982     50.661523     50.661523
     83.546281     57.238195     50.661736     50.661736
     83.546497     57.238408     50.661949     50.661949
     83.546712     57.238622     50.662161     50.662161
     83.546928     57.238835     50.662374     50.662374
     83.547143     57.239047     50.662586     50.662586
     83.547358      57.23926     50.662798     50.662798
     83.547573     57.239473      50.66301      50.66301
     83.547788     57.239685     50.663222     50.663222
     83.548003     57.239897     50.663433     50.663433
     83.548217     57.240109     50.663644     50.663644
     83.548431     57.240321     50.663856     50.663856
     83.548646     57.240532     50.664066     50.664066
     83.548859     57.240744     50.664277     50.664277
     83.549073     57.240955     50.664488     50.664488
     83.549287     57.241166     50.664698     50.664698
       83.5495     57.241377     50.664909     50.664909
     83.549713     57.241588     50.665119     50.665119
     83.549926     57.241798     50.665329     50.665329
     83.550139     57.242008     50.665538     50.665538
     83.550352     57.242219     50.665748     50.665748
     83.550564     57.242429     50.665957     50.665957
     83.550777     57.242638     50.666166     50.666166
     83.550989     57.242848     50.666376     50.666376
     83.551201     57.243058     50.666584     50.666584
     83.551412     57.243267     50.666793     50.666793
     83.551624     57.243476     50.667002     50.667002
     83.551835     57.243685      50.66721      50.66721
     83.552047     57.243894     50.667418     50.667418
     83.552258     57.244102     50.667626     50.667626
     83.552469     57.244311     50.667834     50.667834
     83.552679     57.244519     50.668042     50.668042
      83.55289     57.244727     50.668249     50.668249
       83.5531     57.244935     50.668456     50.668456
      83.55331     57.245143     50.668663     50.668663
      83.55352      57.24535      50.66887      50.66887
      83.55373     57.245558     50.669077     50.669077
      83.55394     57.245765     50.669284     50.669284
     83.554149     57.245972      50.66949      50.66949
     83.554358     57.246179     50.669696     50.669696
     83.554568     57.246385     50.669902     50.669902
     83.554777     57.246592     50.670108     50.670108
     83.554985     57.246798     50.670314     50.670314
     83.555194     57.247004      50.67052      50.67052
     83.555402      57.24721     50.670725     50.670725
     83.555611     57.247416      50.67093      50.67093
     83.555819     57.247622     50.671135     50.671135
     83.556027     57.247827      50.67134      50.67134
     83.556234     57.248033     50.671545     50.671545
     83.556442     57.248238     50.671749     50.671749
     83.556649     57.248443     50.671954     50.671954
     83.556856     57.248648     50.672158     50.672158
     83.557063     57.248852     50.672362     50.672362
      83.55727     57.249057     50.672566     50.672566
     83.557477     57.249261      50.67277      50.67277
     83.557683     57.249465     50.672973     50.672973
      83.55789     57.249669     50.673176     50.673176
     83.558096     57.249873      50.67338      50.67338
     83.558302     57.250076     50.673583     50.673583
     83.558508      57.25028     50.673785     50.673785
     83.558713     57.250483     50.673988     50.673988
     83.558919     57.250686     50.674191     50.674191
     83.559124     57.250889     50.674393     50.674393
     83.559329     57.251092     50.674595     50.674595
     83.559534     57.251294     50.674797     50.674797
     83.559739     57.251497     50.674999     50.674999
     83.559944     57.251699       50.6752       50.6752
     83.560148     57.251901     50.675402     50.675402
     83.560352     57.252103     50.675603     50.675603
     83.560556     57.252305     50.675804     50.675804
      83.56076     57.252506     50.676005     50.676005
     83.560964     57.252708     50.676206     50.676206
     83.561168     57.252909     50.676407     50.676407
     83.561371      57.25311     50.676607     50.676607
     83.561574     57.253311     50.676807     50.676807
     83.561777     57.253511     50.677008     50.677008
      83.56198     57.253712     50.677208     50.677208
     83.562183     57.253912     50.677407     50.677407
     83.562386     57.254113     50.677607     50.677607
     83.562588     57.254313     50.677806     50.677806
      83.56279     57.254513     50.678006     50.678006
     83.562992     57.254712     50.678205     50.678205
     83.563194     57.254912     50.678404     50.678404
     83.563396     57.255111     50.678603     50.678603
     83.563597      57.25531     50.678801     50.678801
     83.563799     57.255509        50.679        50.679
        83.564     57.255708     50.679198     50.679198
     83.564201     57.255907     50.679396     50.679396
     83.564402     57.256105     50.679594     50.679594
     83.564603     57.256304     50.679792     50.679792
     83.564803     57.256502     50.679989     50.679989
     83.565004       57.2567     50.680187     50.680187
     83.565204     57.256898     50.680384     50.680384
     83.565404     57.257096     50.680581     50.680581
     83.565604     57.257293     50.680778     50.680778
     83.565803     57.257491     50.680975     50.680975
     83.566003     57.257688     50.681172     50.681172
     83.566202     57.257885     50.681368     50.681368
     83.566401     57.258082     50.681564     50.681564
       83.5666     57.258278     50.681761     50.681761
     83.566799     57.258475     50.681957     50.681957
     83.566998     57.258671     50.682152     50.682152
     83.567197     57.258868     50.682348     50.682348
     83.567395     57.259064     50.682544     50.682544
     83.567593      57.25926     50.682739     50.682739
     83.567791     57.259455     50.682934     50.682934
     83.567989     57.259651     50.683129     50.683129
     83.568187     57.259846     50.683324     50.683324
     83.568384     57.260042     50.683519     50.683519
     83.568582     57.260237     50.683713     50.683713
     83.568779     57.260432     50.683907     50.683907
     83.568976     57.260626     50.684102     50.684102
     83.569173     57.260821     50.684296     50.684296
     83.569369     57.261015     50.684489     50.684489
     83.569566      57.26121     50.684683     50.684683
     83.569762     57.261404     50.684877     50.684877
     83.569959     57.261598      50.68507      50.68507
     83.570155     57.261791     50.685263     50.685263
     83.570351     57.261985     50.685456     50.685456
     83.570546     57.262178     50.685649     50.685649
     83.570742     57.262372     50.685842     50.685842
     83.570937     57.262565     50.686034     50.686034
     83.571132     57.262758     50.686227     50.686227
     83.571328     57.262951     50.686419     50.686419
     83.571522     57.263143     50.686611     50.686611
     83.571717     57.263336     50.686803     50.686803
     83.571912     57.263528     50.686995     50.686995
     83.572106      57.26372     50.687186     50.687186
       83.5723     57.263912     50.687378     50.687378
     83.572495     57.264104     50.687569     50.687569
     83.572688     57.264296      50.68776      50.68776
     83.572882     57.264487     50.687951     50.687951
     83.573076     57.264679     50.688142     50.688142
     83.573269      57.26487     50.688333     50.688333
     83.573463     57.265061     50.688523     50.688523
     83.573656     57.265252     50.688713     50.688713
     83.573849     57.265442     50.688903     50.688903
     83.574041     57.265633     50.689093     50.689093
     83.574234     57.265823     50.689283     50.689283
     83.574426     57.266014     50.689473     50.689473
     83.574619     57.266204     50.689662     50.689662
     83.574811     57.266394     50.689852     50.689852
     83.575003     57.266583     50.690041     50.690041
     83.575195     57.266773      50.69023      50.69023
     83.575386     57.266962     50.690419     50.690419
     83.575578     57.267152     50.690608     50.690608
     83.575769     57.267341     50.690796     50.690796
      83.57596      57.26753     50.690985     50.690985
     83.576151     57.267718     50.691173     50.691173
     83.576342     57.267907     50.691361     50.691361
     83.576533     57.268096     50.691549     50.691549
     83.576724     57.268284     50.691737     50.691737
     83.576914     57.268472     50.691924     50.691924
     83.577104      57.26866     50.692112     50.692112
     83.577294     57.268848     50.692299     50.692299
     83.577484     57.269036     50.692486     50.692486
     83.577674     57.269223     50.692673     50.692673
     83.577863     57.269411      50.69286      50.69286
     83.578053     57.269598     50.693047     50.693047
     83.578242     57.269785     50.693233     50.693233
     83.578431     57.269972      50.69342      50.69342
      83.57862     57.270159     50.693606     50.693606
     83.578809     57.270345     50.693792     50.693792
     83.578998     57.270532     50.693978     50.693978
     83.579186     57.270718     50.694164     50.694164
     83.579374     57.270904     50.694349     50.694349
     83.579563      57.27109     50.694535     50.694535
     83.579751     57.271276      50.69472      50.69472
     83.579938     57.271461     50.694905     50.694905
     83.580126     57.271647      50.69509      50.69509
     83.580314     57.271832     50.695275     50.695275
     83.580501     57.272018     50.695459     50.695459
     83.580688     57.272203     50.695644     50.695644
     83.580875     57.272387     50.695828     50.695828
     83.581062     57.272572     50.696012     50.696012
     83.581249     57.272757     50.696196     50.696196
     83.581436     57.272941      50.69638      50.69638
     83.581622     57.273125     50.696564     50.696564
     83.581808      57.27331     50.696748     50.696748
     83.581994     57.273494     50.696931     50.696931
      83.58218     57.273677     50.697114     50.697114
     83.582366     57.273861     50.697297     50.697297
     83.582552     57.274044      50.69748      50.69748
     83.582737     57.274228     50.697663     50.697663
     83.582923     57.274411     50.697846     50.697846
     83.583108     57.274594     50.698028     50.698028
     83.583293     57.274777     50.698211     50.698211
     83.583478      57.27496     50.698393     50.698393
     83.583663     57.275142     50.698575     50.698575
     83.583847     57.275325     50.698757     50.698757
     83.584032     57.275507     50.698939     50.698939
     83.584216     57.275689      50.69912      50.69912
       83.5844     57.275871     50.699302     50.699302
     83.584584     57.276053     50.699483     50.699483
     83.584768     57.276234     50.699664     50.699664
     83.584951     57.276416     50.699845     50.699845
     83.585135     57.276597     50.700026     50.700026
     83.585318     57.276779     50.700206     50.700206
     83.585501      57.27696     50.700387     50.700387
     83.585684      57.27714     50.700567     50.700567
     83.585867     57.277321     50.700748     50.700748
      83.58605     57.277502     50.700928     50.700928
     83.586232     57.277682     50.701108     50.701108
     83.586415     57.277863     50.701287     50.701287
     83.586597     57.278043     50.701467     50.701467
     83.586779     57.278223     50.701646     50.701646
     83.586961     57.278403     50.701826     50.701826
     83.587143     57.278582     50.702005     50.702005
     83.587325     57.278762     50.702184     50.702184
     83.587506     57.278941     50.702363     50.702363
     83.587687      57.27912     50.702541     50.702541
     83.587869     57.279299      50.70272      50.70272
      83.58805     57.279478     50.702898     50.702898
     83.588231     57.279657     50.703077     50.703077
     83.588411     57.279836     50.703255     50.703255
     83.588592     57.280014     50.703433     50.703433
     83.588772     57.280193     50.703611     50.703611
     83.588953     57.280371     50.703788     50.703788
     83.589133     57.280549     50.703966     50.703966
     83.589313     57.280727     50.704143     50.704143
     83.589493     57.280905      50.70432      50.70432
     83.589672     57.281082     50.704497     50.704497
     83.589852      57.28126     50.704674     50.704674
     83.590031     57.281437     50.704851     50.704851
      83.59021     57.281614     50.705028     50.705028
     83.590389     57.281791     50.705204     50.705204
     83.590568     57.281968     50.705381     50.705381
     83.590747     57.282145     50.705557     50.705557
     83.590926     57.282321     50.705733     50.705733
     83.591104     57.282498     50.705909     50.705909
     83.591283     57.282674     50.706084     50.706084
     83.591461      57.28285      50.70626      50.70626
     83.591639     57.283026     50.706435     50.706435
     83.591817     57.283202     50.706611     50.706611
     83.591994     57.283377     50.706786     50.706786
     83.592172     57.283553     50.706961     50.706961
     83.592349     57.283728     50.707136     50.707136
     83.592527     57.283903      50.70731      50.70731
     83.592704     57.284079     50.707485     50.707485
     83.592881     57.284253     50.707659     50.707659
     83.593058     57.284428     50.707834     50.707834
     83.593234     57.284603     50.708008     50.708008
     83.593411     57.284777     50.708182     50.708182
     83.593587     57.284952     50.708356     50.708356
     83.593764     57.285126     50.708529     50.708529
      83.59394       57.2853     50.708703     50.708703
     83.594116     57.285474     50.708876     50.708876
     83.594291     57.285648      50.70905      50.70905
     83.594467     57.285821     50.709223     50.709223
     83.594643     57.285995     50.709396     50.709396
     83.594818     57.286168     50.709568     50.709568
     83.594993     57.286341     50.709741     50.709741
     83.595168     57.286514     50.709914     50.709914
     83.595343     57.286687     50.710086     50.710086
     83.595518      57.28686     50.710258     50.710258
     83.595693     57.287032      50.71043      50.71043
     83.595867     57.287205     50.710602     50.710602
     83.596041     57.287377     50.710774     50.710774
     83.596216     57.287549     50.710946     50.710946
      83.59639     57.287721     50.711117     50.711117
     83.596563     57.287893     50.711289     50.711289
     83.596737     57.288065      50.71146      50.71146
     83.596911     57.288237     50.711631     50.711631
     83.597084     57.288408     50.711802     50.711802
     83.597258     57.288579     50.711973     50.711973
     83.597431     57.288751     50.712143     50.712143
     83.597604     57.288922     50.712314     50.712314
     83.597777     57.289092     50.712484     50.712484
     83.597949     57.289263     50.712654     50.712654
     83.598122     57.289434     50.712825     50.712825
     83.598294     57.289604     50.712994     50.712994
     83.598467     57.289774     50.713164     50.713164
     83.598639     57.289945     50.713334     50.713334
     83.598811     57.290115     50.713503     50.713503
     83.598983     57.290285     50.713673     50.713673
     83.599155     57.290454     50.713842     50.713842
     83.599326     57.290624     50.714011     50.714011
     83.599498     57.290793      50.71418      50.71418
     83.599669     57.290963     50.714349     50.714349
      83.59984     57.291132     50.714518     50.714518
     83.600011     57.291301     50.714686     50.714686
     83.600182      57.29147     50.714854     50.714854
     83.600353     57.291638     50.715023     50.715023
     83.600523     57.291807     50.715191     50.715191
     83.600694     57.291975     50.715359     50.715359
     83.600864     57.292144     50.715527     50.715527
     83.601034     57.292312     50.715694     50.715694
     83.601204      57.29248     50.715862     50.715862
     83.601374     57.292648     50.716029     50.716029
     83.601544     57.292816     50.716196     50.716196
     83.601713     57.292983     50.716364     50.716364
     83.601883     57.293151     50.716531     50.716531
     83.602052     57.293318     50.716697     50.716697
     83.602221     57.293485     50.716864     50.716864
      83.60239     57.293652     50.717031     50.717031
     83.602559     57.293819     50.717197     50.717197
     83.602728     57.293986     50.717363     50.717363
     83.602896     57.294152     50.717529     50.717529
     83.603065     57.294319     50.717695     50.717695
     83.603233     57.294485     50.717861     50.717861
     83.603401     57.294651     50.718027     50.718027
     83.603569     57.294818     50.718193     50.718193
     83.603737     57.294983     50.718358     50.718358
     83.603905     57.295149     50.718523     50.718523
     83.604072     57.295315     50.718688     50.718688
      83.60424      57.29548     50.718853     50.718853
     83.604407     57.295646     50.719018     50.719018
     83.604574     57.295811     50.719183     50.719183
     83.604741     57.295976     50.719348     50.719348
     83.604908     57.296141     50.719512     50.719512
     83.605075     57.296306     50.719677     50.719677
     83.605241     57.296471     50.719841     50.719841
     83.605408     57.296635     50.720005     50.720005
     83.605574     57.296799     50.720169     50.720169
      83.60574     57.296964     50.720332     50.720332
