         VBase        Charge
     4.8474888     4.9126919
     4.8658847     4.9312309
     4.8842332     4.9497222
     4.9025345     4.9681658
     4.9207886     4.9865618
     4.9389957     5.0049104
     4.9571559     5.0232118
     4.9752693     5.0414659
      4.993336      5.059673
     5.0113562     5.0778331
       5.02933     5.0959464
     5.0472575     5.1140129
     5.0651388     5.1320329
      5.082974     5.1500064
     5.1007632     5.1679335
     5.1185067     5.1858144
     5.1362044     5.2036491
     5.1538565     5.2214379
     5.1714632     5.2391807
     5.1890245     5.2568777
     5.2065406     5.2745291
     5.2240115     5.2921349
     5.2414375     5.3096952
     5.2588185     5.3272102
     5.2761548       5.34468
     5.2934464     5.3621047
     5.3106935     5.3794844
     5.3278961     5.3968193
     5.3450545     5.4141093
     5.3621686     5.4313547
     5.3792386     5.4485556
     5.3962647      5.465712
     5.4132469     5.4828241
     5.4301854     5.4998921
     5.4470802     5.5169159
     5.4639315     5.5338957
     5.4807394     5.5508317
     5.4975041     5.5677238
     5.5142255     5.5845724
     5.5309038     5.6013774
     5.5475392     5.6181389
     5.5641318     5.6348571
     5.5806816     5.6515322
     5.5971888     5.6681641
     5.6136534      5.684753
     5.6300757      5.701299
     5.6464556     5.7178022
     5.6627934     5.7342627
      5.679089     5.7506807
     5.6953427     5.7670562
     5.7115545     5.7833894
     5.7277246     5.7996803
      5.743853      5.815929
     5.7599399     5.8321358
     5.7759854     5.8483006
     5.7919895     5.8644235
     5.8079524     5.8805048
     5.8238741     5.8965444
     5.8397549     5.9125425
     5.8555948     5.9284992
     5.8713938     5.9444147
     5.8871522     5.9602889
       5.90287      5.976122
     5.9185473     5.9919141
     5.9341842     6.0076654
     5.9497809     6.0233758
     5.9653373     6.0390456
     5.9808538     6.0546748
     5.9963302     6.0702635
     6.0117668     6.0858119
     6.0271636       6.10132
     6.0425208     6.1167879
     6.0578384     6.1322157
     6.0731166     6.1476036
     6.0883554     6.1629516
     6.1035549     6.1782598
     6.1187154     6.1935284
     6.1338367     6.2087574
     6.1489192     6.2239469
     6.1639628     6.2390971
     6.1789676      6.254208
     6.1939338     6.2692798
     6.2088615     6.2843124
     6.2237507     6.2993061
     6.2386015      6.314261
     6.2534142      6.329177
     6.2681886     6.3440544
      6.282925     6.3588932
     6.2976235     6.3736935
     6.3122841     6.3884555
      6.326907     6.4031791
     6.3414922     6.4178646
     6.3560398      6.432512
       6.37055     6.4471213
     6.3850228     6.4616928
     6.3994583     6.4762265
     6.4138566     6.4907224
     6.4282179     6.5051808
     6.4425422     6.5196016
     6.4568296      6.533985
     6.4710802     6.5483311
     6.4852941       6.56264
     6.4994714     6.5769117
     6.5136122     6.5911464
     6.5277165     6.6053441
     6.5417846     6.6195049
     6.5558164      6.633629
     6.5698121     6.6477165
     6.5837717     6.6617673
     6.5976954     6.6757817
     6.6115833     6.6897596
     6.6254353     6.7037013
     6.6392518     6.7176068
     6.6530326     6.7314761
     6.6667779     6.7453095
     6.6804879     6.7591068
     6.6941625     6.7728684
     6.7078019     6.7865942
     6.7214062     6.8002843
     6.7349755     6.8139389
     6.7485098      6.827558
     6.7620093     6.8411417
      6.775474     6.8546901
      6.788904     6.8682033
     6.8022995     6.8816813
     6.8156604     6.8951244
      6.828987     6.9085324
     6.8422792     6.9219057
     6.8555372     6.9352442
     6.8687611      6.948548
     6.8819509     6.9618172
     6.8951068     6.9750519
     6.9082287     6.9882522
     6.9213169     7.0014181
     6.9343714     7.0145499
     6.9473923     7.0276474
     6.9603796      7.040711
     6.9733335     7.0537405
     6.9862541     7.0667362
     6.9991413      7.079698
     7.0119954     7.0926261
     7.0248164     7.1055206
     7.0376044     7.1183815
     7.0503595      7.131209
     7.0630817     7.1440031
     7.0757711     7.1567639
     7.0884279     7.1694915
     7.1010521      7.182186
     7.1136438     7.1948475
      7.126203      7.207476
       7.13873     7.2200716
     7.1512246     7.2326344
     7.1636871     7.2451645
     7.1761175      7.257662
     7.1885159      7.270127
     7.2008824     7.2825595
      7.213217     7.2949597
     7.2255199     7.3073275
     7.2377911     7.3196632
     7.2500307     7.3319667
     7.2622388     7.3442382
     7.2744155     7.3564777
     7.2865608     7.3686854
     7.2986748     7.3808612
     7.3107576     7.3930054
     7.3228094     7.4051179
     7.3348301     7.4171988
     7.3468198     7.4292483
     7.3587787     7.4412664
     7.3707068     7.4532531
     7.3826042     7.4652087
     7.3944709      7.477133
     7.4063071     7.4890263
     7.4181128     7.5008886
     7.4298882       7.51272
     7.4416332     7.5245206
     7.4533479     7.5362904
     7.4650326     7.5480295
     7.4766871      7.559738
     7.4883116      7.571416
     7.4999062     7.5830635
     7.5114709     7.5946807
     7.5230059     7.6062676
     7.5345111     7.6178243
     7.5459868     7.6293508
     7.5574329     7.6408473
     7.5688495     7.6523138
     7.5802368     7.6637504
     7.5915947     7.6751572
     7.6029234     7.6865342
     7.6142229     7.6978815
     7.6254933     7.7091992
     7.6367347     7.7204875
     7.6479472     7.7317462
     7.6591307     7.7429756
     7.6702856     7.7541757
     7.6814116     7.7653466
     7.6925091     7.7764883
      7.703578      7.787601
     7.7146183     7.7986846
     7.7256303     7.8097393
     7.7366139     7.8207652
     7.7475692     7.8317623
     7.7584963     7.8427307
     7.7693953     7.8536705
     7.7802663     7.8645817
     7.7911092     7.8754644
     7.8019242     7.8863187
     7.8127114     7.8971447
     7.8234708     7.9079424
     7.8342026      7.918712
     7.8449066     7.9294534
     7.8555832     7.9401667
     7.8662322     7.9508521
     7.8768539     7.9615096
     7.8874482     7.9721392
     7.8980152     7.9827411
      7.908555     7.9933153
     7.9190677     8.0038618
     7.9295533     8.0143809
     7.9400119     8.0248724
     7.9504436     8.0353365
     7.9608484     8.0457733
     7.9712265     8.0561829
     7.9815778     8.0665652
     7.9919025     8.0769204
     8.0022007     8.0872486
     8.0124723     8.0975497
     8.0227174      8.107824
     8.0329362     8.1180714
     8.0431287      8.128292
      8.053295     8.1384859
      8.063435     8.1486531
      8.073549     8.1587938
     8.0836369      8.168908
     8.0936989     8.1789957
      8.103735     8.1890571
     8.1137452     8.1990922
     8.1237297      8.209101
     8.1336884     8.2190837
     8.1436216     8.2290402
     8.1535291     8.2389708
     8.1634112     8.2488753
     8.1732678      8.258754
      8.183099     8.2686068
      8.192905     8.2784339
     8.2026856     8.2882352
     8.2124412      8.298011
     8.2221716     8.3077611
     8.2318769     8.3174858
     8.2415573      8.327185
     8.2512127     8.3368588
     8.2608433     8.3465074
     8.2704491     8.3561307
     8.2800302     8.3657288
     8.2895866     8.3753018
     8.2991185     8.3848498
     8.3086258     8.3943728
     8.3181086     8.4038708
      8.327567      8.413344
      8.337001     8.4227924
     8.3464108     8.4322161
     8.3557963     8.4416152
     8.3651577     8.4509896
      8.374495     8.4603395
     8.3838083     8.4696649
     8.3930976     8.4789659
     8.4023629     8.4882426
     8.4116045      8.497495
     8.4208222     8.5067231
     8.4300162     8.5159271
     8.4391866      8.525107
     8.4483333     8.5342629
     8.4574565     8.5433948
     8.4665562     8.5525028
     8.4756325     8.5615869
     8.4846854     8.5706473
     8.4937151     8.5796839
     8.5027215     8.5886969
     8.5117047     8.5976862
     8.5206647      8.606652
     8.5296018     8.6155943
     8.5385158     8.6245133
     8.5474069     8.6334088
      8.556275      8.642281
     8.5651204       8.65113
      8.573943     8.6599559
     8.5827429     8.6687586
     8.5915201     8.6775382
     8.6002748     8.6862948
     8.6090069     8.6950285
     8.6177165     8.7037393
     8.6264037     8.7124273
     8.6350686     8.7210925
     8.6437111      8.729735
     8.6523314     8.7383549
     8.6609296     8.7469521
     8.6695055     8.7555269
     8.6780595     8.7640791
     8.6865914      8.772609
     8.6951013     8.7811165
     8.7035893     8.7896017
     8.7120555     8.7980646
     8.7204999     8.8065054
     8.7289226      8.814924
     8.7373236     8.8233206
     8.7457029     8.8316951
     8.7540607     8.8400477
      8.762397     8.8483784
     8.7707119     8.8566873
     8.7790053     8.8649744
     8.7872774     8.8732397
     8.7955282     8.8814834
     8.8037577     8.8897054
     8.8119661     8.8979059
     8.8201534     8.9060849
     8.8283195     8.9142424
     8.8364647     8.9223785
     8.8445889     8.9304933
     8.8526922     8.9385868
     8.8607746     8.9466591
     8.8688362     8.9547102
     8.8768771     8.9627402
     8.8848973     8.9707491
     8.8928969      8.978737
     8.9008758     8.9867039
     8.9088342       8.99465
     8.9167722     9.0025752
     8.9246897     9.0104796
     8.9325868     9.0183632
     8.9404636     9.0262262
     8.9483202     9.0340685
     8.9561565     9.0418903
     8.9639726     9.0496915
     8.9717687     9.0574723
     8.9795446     9.0652326
     8.9873006     9.0729726
     8.9950366     9.0806923
     9.0027526     9.0883917
     9.0104489     9.0960708
     9.0181253     9.1037299
     9.0257819     9.1113688
     9.0334189     9.1189877
     9.0410362     9.1265865
     9.0486339     9.1341654
      9.056212     9.1417245
     9.0637707     9.1492636
     9.0713099      9.156783
     9.0788296     9.1642827
     9.0863301     9.1717626
     9.0938112     9.1792229
     9.1012731     9.1866636
     9.1087158     9.1940848
     9.1161393     9.2014865
     9.1235437     9.2088687
      9.130929     9.2162316
     9.1382954     9.2235751
     9.1456428     9.2308993
     9.1529713     9.2382043
     9.1602809     9.2454902
     9.1675717     9.2527568
     9.1748437     9.2600044
     9.1820971     9.2672329
     9.1893317     9.2744425
     9.1965478     9.2816331
     9.2037453     9.2888048
     9.2109242     9.2959577
     9.2180847     9.3030918
     9.2252268     9.3102072
     9.2323504     9.3173038
     9.2394558     9.3243818
     9.2465428     9.3314412
     9.2536116     9.3384821
     9.2606623     9.3455044
     9.2676947     9.3525083
     9.2747091     9.3594938
     9.2817054     9.3664609
     9.2886838     9.3734098
     9.2956441     9.3803403
     9.3025866     9.3872527
     9.3095112     9.3941468
     9.3164179     9.4010229
     9.3233069     9.4078809
     9.3301782     9.4147208
     9.3370318     9.4215428
     9.3438677     9.4283468
     9.3506861      9.435133
     9.3574869     9.4419013
     9.3642702     9.4486518
     9.3710361     9.4553845
     9.3777845     9.4620996
     9.3845156      9.468797
     9.3912293     9.4754768
     9.3979258      9.482139
      9.404605     9.4887838
     9.4112671      9.495411
      9.417912     9.5020208
     9.4245398     9.5086132
     9.4311506     9.5151883
     9.4377443     9.5217461
     9.4443211     9.5282867
     9.4508809       9.53481
     9.4574239     9.5413162
       9.46395     9.5478053
     9.4704594     9.5542773
     9.4769519     9.5607323
     9.4834278     9.5671703
      9.489887     9.5735914
     9.4963296     9.5799956
     9.5027556     9.5863829
     9.5091651     9.5927534
     9.5155581     9.5991072
     9.5219346     9.6054442
     9.5282948     9.6117646
     9.5346385     9.6180684
      9.540966     9.6243555
     9.5472771     9.6306262
      9.553572     9.6368803
     9.5598507     9.6431179
     9.5661133     9.6493392
     9.5723597     9.6555441
     9.5785901     9.6617326
     9.5848044     9.6679049
     9.5910028     9.6740609
     9.5971852     9.6802007
     9.6033516     9.6863243
     9.6095023     9.6924319
      9.615637     9.6985233
      9.621756     9.7045988
     9.6278593     9.7106582
     9.6339469     9.7167017
     9.6400187     9.7227293
      9.646075      9.728741
     9.6521157     9.7347369
     9.6581408      9.740717
     9.6641504     9.7466813
     9.6701446       9.75263
     9.6761234     9.7585629
     9.6820867     9.7644803
     9.6880347     9.7703821
     9.6939674     9.7762684
     9.6998849     9.7821391
     9.7057871     9.7879944
     9.7116741     9.7938343
      9.717546     9.7996588
     9.7234028     9.8054679
     9.7292445     9.8112618
     9.7350711     9.8170404
     9.7408828     9.8228038
     9.7466795      9.828552
     9.7524613      9.834285
     9.7582283      9.840003
     9.7639803     9.8457059
     9.7697176     9.8513938
     9.7754401     9.8570667
     9.7811479     9.8627246
     9.7868411     9.8683677
     9.7925195     9.8739959
     9.7981834     9.8796092
     9.8038326     9.8852078
     9.8094674     9.8907916
     9.8150876     9.8963607
     9.8206934     9.9019152
     9.8262848      9.907455
     9.8318617     9.9129802
     9.8374244     9.9184908
     9.8429727      9.923987
     9.8485067     9.9294686
     9.8540265     9.9349358
     9.8595321     9.9403886
     9.8650235     9.9458271
     9.8705008     9.9512512
      9.875964      9.956661
     9.8814131     9.9620565
     9.8868482     9.9674379
     9.8922694      9.972805
     9.8976766      9.978158
     9.9030698     9.9834969
     9.9084492     9.9888218
     9.9138148     9.9941325
     9.9191665     9.9994293
     9.9245045     10.004712
     9.9298287     10.009981
     9.9351393     10.015236
     9.9404362     10.020477
     9.9457194     10.025705
     9.9509891     10.030918
     9.9562452     10.036118
     9.9614877     10.041304
     9.9667168     10.046477
     9.9719325     10.051635
     9.9771347     10.056781
     9.9823235     10.061912
      9.987499      10.06703
     9.9926611     10.072135
       9.99781     10.077226
     10.002946     10.082304
     10.008068     10.087368
     10.013177     10.092419
     10.018273     10.097457
     10.023356     10.102481
     10.028426     10.107492
     10.033483      10.11249
     10.038527     10.117475
     10.043558     10.122447
     10.048576     10.127405
     10.053581     10.132351
     10.058573     10.137283
     10.063552     10.142202
     10.068519     10.147109
     10.073472     10.152002
     10.078413     10.156883
     10.083341      10.16175
     10.088257     10.166605
      10.09316     10.171447
      10.09805     10.176276
     10.102928     10.181093
     10.107793     10.185897
     10.112646     10.190688
     10.117486     10.195466
     10.122314     10.200232
     10.127129     10.204985
     10.131932     10.209726
     10.136722     10.214454
     10.141501      10.21917
     10.146266     10.223874
      10.15102     10.228564
     10.155762     10.233243
     10.160491     10.237909
     10.165208     10.242563
     10.169913     10.247205
     10.174606     10.251834
     10.179286     10.256451
     10.183955     10.261056
     10.188612     10.265649
     10.193256      10.27023
     10.197889     10.274798
      10.20251     10.279355
     10.207119     10.283899
     10.211716     10.288432
     10.216301     10.292952
     10.220875     10.297461
     10.225436     10.301958
     10.229986     10.306443
     10.234525     10.310916
     10.239051     10.315377
     10.243566     10.319826
     10.248069     10.324264
     10.252561      10.32869
     10.257041     10.333104
      10.26151     10.337507
     10.265967     10.341898
     10.270413     10.346277
     10.274847     10.350645
      10.27927     10.355001
     10.283681     10.359346
     10.288082      10.36368
      10.29247     10.368002
     10.296848     10.372312
     10.301214     10.376611
     10.305569     10.380899
     10.309913     10.385175
     10.314245     10.389441
     10.318567     10.393694
     10.322877     10.397937
     10.327177     10.402169
     10.331465     10.406389
     10.335742     10.410598
     10.340008     10.414796
     10.344263     10.418983
     10.348508     10.423159
     10.352741     10.427324
     10.356963     10.431477
     10.361175      10.43562
     10.365376     10.439752
     10.369565     10.443873
     10.373745     10.447983
     10.377913     10.452083
     10.382071     10.456171
     10.386218     10.460249
     10.390354     10.464316
      10.39448     10.468372
     10.398595     10.472417
     10.402699     10.476452
     10.406793     10.480476
     10.410876      10.48449
     10.414949     10.488492
     10.419012     10.492485
     10.423064     10.496466
     10.427105     10.500438
     10.431136     10.504398
     10.435157     10.508349
     10.439167     10.512288
     10.443167     10.516218
     10.447157     10.520137
     10.451137     10.524046
     10.455106     10.527944
     10.459065     10.531832
     10.463014      10.53571
     10.466953     10.539577
     10.470881     10.543434
       10.4748     10.547282
     10.478708     10.551119
     10.482607     10.554945
     10.486495     10.558762
     10.490373     10.562569
     10.494242     10.566365
       10.4981     10.570152
     10.501948     10.573928
     10.505787     10.577695
     10.509616     10.581451
     10.513435     10.585198
     10.517244     10.588935
     10.521043     10.592662
     10.524832     10.596379
     10.528612     10.600086
     10.532382     10.603783
     10.536142     10.607471
     10.539893     10.611149
     10.543634     10.614817
     10.547365     10.618475
     10.551087     10.622124
     10.554799     10.625763
     10.558501     10.629393
     10.562195     10.633013
     10.565878     10.636623
     10.569552     10.640224
     10.573217     10.643815
     10.576872     10.647397
     10.580518     10.650969
     10.584154     10.654532
     10.587781     10.658085
     10.591399     10.661629
     10.595008     10.665164
     10.598607     10.668689
     10.602197     10.672205
     10.605777     10.675712
     10.609349      10.67921
     10.612911     10.682698
     10.616464     10.686177
     10.620008     10.689647
     10.623543     10.693107
     10.627069     10.696559
     10.630585     10.700001
     10.634093     10.703434
     10.637592     10.706858
     10.641081     10.710274
     10.644562      10.71368
     10.648033     10.717077
     10.651496     10.720465
      10.65495     10.723844
     10.658395     10.727214
     10.661831     10.730575
     10.665258     10.733928
     10.668677     10.737271
     10.672086     10.740606
     10.675487     10.743932
     10.678879     10.747249
     10.682263     10.750557
     10.685637     10.753856
     10.689003     10.757147
     10.692361     10.760429
     10.695709     10.763703
      10.69905     10.766967
     10.702381     10.770224
     10.705704     10.773471
     10.709018      10.77671
     10.712324      10.77994
     10.715622     10.783162
      10.71891     10.786375
     10.722191      10.78958
     10.725463     10.792776
     10.728726     10.795964
     10.731982     10.799144
     10.735228     10.802315
     10.738467     10.805477
     10.741697     10.808631
     10.744919     10.811777
     10.748132     10.814915
     10.751337     10.818044
     10.754534     10.821165
     10.757723     10.824278
     10.760904     10.827382
     10.764076     10.830479
      10.76724     10.833567
     10.770396     10.836647
     10.773544     10.839718
     10.776684     10.842782
     10.779816     10.845838
      10.78294     10.848885
     10.786055     10.851924
     10.789163     10.854956
     10.792263     10.857979
     10.795354     10.860994
     10.798438     10.864002
     10.801514     10.867001
     10.804582     10.869992
     10.807642     10.872976
     10.810694     10.875952
     10.813738     10.878919
     10.816775     10.881879
     10.819804     10.884831
     10.822824     10.887776
     10.825837     10.890712
     10.828843     10.893641
      10.83184     10.896562
      10.83483     10.899475
     10.837813      10.90238
     10.840787     10.905278
     10.843754     10.908168
     10.846713     10.911051
     10.849665     10.913925
     10.852609     10.916793
     10.855545     10.919652
     10.858474     10.922504
     10.861396     10.925349
      10.86431     10.928186
     10.867216     10.931015
     10.870115     10.933837
     10.873006     10.936652
      10.87589     10.939459
     10.878767     10.942259
     10.881636     10.945051
     10.884498     10.947836
     10.887352     10.950613
     10.890199     10.953383
     10.893039     10.956146
     10.895872     10.958901
     10.898697      10.96165
     10.901515      10.96439
     10.904325     10.967124
     10.907129     10.969851
     10.909925      10.97257
     10.912714     10.975282
     10.915496     10.977986
     10.918271     10.980684
     10.921038     10.983375
     10.923799     10.986058
     10.926552     10.988734
     10.929298     10.991403
     10.932037     10.994065
      10.93477      10.99672
     10.937495     10.999368
     10.940213      11.00201
     10.942924     11.004644
     10.945628     11.007271
     10.948325     11.009891
     10.951015     11.012504
     10.953699      11.01511
     10.956375     11.017709
     10.959045     11.020302
     10.961707     11.022887
     10.964363     11.025466
     10.967012     11.028038
     10.969654     11.030603
      10.97229     11.033161
     10.974918     11.035713
      10.97754     11.038258
     10.980155     11.040796
     10.982764     11.043327
     10.985365     11.045851
      10.98796     11.048369
     10.990549     11.050881
      10.99313     11.053385
     10.995705     11.055883
     10.998274     11.058374
     11.000835     11.060859
     11.003391     11.063337
     11.005939     11.065809
     11.008481     11.068274
     11.011017     11.070732
     11.013546     11.073184
     11.016068      11.07563
     11.018584     11.078069
     11.021094     11.080501
     11.023597     11.082928
     11.026093     11.085347
     11.028584     11.087761
     11.031067     11.090167
     11.033545     11.092568
     11.036016     11.094962
     11.038481      11.09735
     11.040939     11.099731
     11.043391     11.102107
     11.045837     11.104475
     11.048276     11.106838
     11.050709     11.109194
     11.053136     11.111544
     11.055557     11.113888
     11.057971     11.116226
     11.060379     11.118557
     11.062781     11.120883
     11.065177     11.123202
     11.067567     11.125515
      11.06995     11.127822
     11.072328     11.130122
     11.074699     11.132417
     11.077064     11.134706
     11.079423     11.136988
     11.081776     11.139265
     11.084123     11.141535
     11.086464     11.143799
     11.088799     11.146058
     11.091128      11.14831
     11.093451     11.150557
     11.095768     11.152797
     11.098079     11.155032
     11.100384      11.15726
     11.102683     11.159483
     11.104976       11.1617
     11.107263     11.163911
     11.109545     11.166116
      11.11182     11.168315
      11.11409     11.170509
     11.116354     11.172696
     11.118612     11.174878
     11.120864     11.177054
     11.123111     11.179224
     11.125351     11.181389
     11.127586     11.183548
     11.129815     11.185701
     11.132039     11.187848
     11.134256      11.18999
     11.136468     11.192126
     11.138675     11.194256
     11.140875     11.196381
      11.14307       11.1985
     11.145259     11.200613
     11.147443     11.202721
     11.149621     11.204823
     11.151794      11.20692
     11.153961     11.209011
     11.156122     11.211096
     11.158278     11.213176
     11.160428     11.215251
     11.162572      11.21732
     11.164712     11.219384
     11.166845     11.221442
     11.168973     11.223494
     11.171096     11.225541
     11.173213     11.227583
     11.175325     11.229619
     11.177431      11.23165
     11.179532     11.233676
     11.181628     11.235696
     11.183718     11.237711
     11.185803      11.23972
     11.187882     11.241725
     11.189956     11.243723
     11.192025     11.245717
     11.194088     11.247705
     11.196146     11.249688
     11.198199     11.251666
     11.200247     11.253638
     11.202289     11.255606
     11.204326     11.257568
     11.206357     11.259524
     11.208384     11.261476
     11.210405     11.263423
     11.212421     11.265364
     11.214432       11.2673
     11.216438     11.269231
     11.218439     11.271157
     11.220434     11.273078
     11.222424     11.274993
      11.22441     11.276904
      11.22639      11.27881
     11.228365      11.28071
     11.230335     11.282606
     11.232299     11.284496
     11.234259     11.286381
     11.236214     11.288262
     11.238164     11.290137
     11.240108     11.292008
     11.242048     11.293873
     11.243983     11.295734
     11.245912     11.297589
     11.247837      11.29944
     11.249757     11.301286
     11.251672     11.303127
     11.253582     11.304963
     11.255487     11.306794
     11.257387      11.30862
     11.259282     11.310442
     11.261173     11.312258
     11.263058      11.31407
     11.264939     11.315877
     11.266815     11.317679
     11.268686     11.319477
     11.270552     11.321269
     11.272413     11.323057
      11.27427     11.324841
     11.276122     11.326619
     11.277969     11.328393
     11.279811     11.330162
     11.281649     11.331926
     11.283482     11.333686
      11.28531     11.335441
     11.287133     11.337191
     11.288952     11.338937
     11.290766     11.340678
     11.292575     11.342414
      11.29438     11.344146
      11.29618     11.345873
     11.297976     11.347596
     11.299767     11.349314
     11.301553     11.351027
     11.303335     11.352736
     11.305112     11.354441
     11.306884     11.356141
     11.308652     11.357836
     11.310415     11.359527
     11.312174     11.361213
     11.313929     11.362895
     11.315678     11.364573
     11.317424     11.366246
     11.319165     11.367915
     11.320901     11.369579
     11.322633     11.371238
      11.32436     11.372894
     11.326083     11.374545
     11.327802     11.376191
     11.329516     11.377834
     11.331226     11.379471
     11.332931     11.381105
     11.334632     11.382734
     11.336329     11.384359
     11.338021      11.38598
     11.339709     11.387596
     11.341392     11.389208
     11.343071     11.390815
     11.344746     11.392419
     11.346417     11.394018
     11.348083     11.395613
     11.349745     11.397204
     11.351403      11.39879
     11.353056     11.400372
     11.354705      11.40195
      11.35635     11.403524
     11.357991     11.405094
     11.359627      11.40666
      11.36126     11.408221
     11.362888     11.409778
     11.364512     11.411331
     11.366131      11.41288
     11.367747     11.414425
     11.369358     11.415966
     11.370966     11.417503
     11.372569     11.419035
     11.374168     11.420564
     11.375763     11.422088
     11.377353     11.423609
      11.37894     11.425125
     11.380523     11.426637
     11.382101     11.428146
     11.383676      11.42965
