           RC=0.00067013514
        Vcore(1)        Vcore(2)
             0	             0	
     2.0404866	    0.98618806	
     4.3684032	     2.1159526	
     4.7146728	     2.2951322	
     4.7957538	     2.3493019	
     4.8345095	      2.383798	
       4.86661	     2.4152186	
     4.8976038	     2.4461002	
     4.9283577	     2.4768319	
     4.9590074	     2.5074736	
     4.9895742	     2.5380348	
     5.0200617	     2.5685169	
     5.0504704	     2.5989205	
     5.0808008	     2.6292456	
      5.111053	     2.6594927	
     5.1412273	     2.6896617	
     5.1713238	     2.7197531	
     5.2013427	     2.7497669	
     5.2312843	     2.7797033	
     5.2611487	     2.8095626	
     5.2909362	     2.8393449	
     5.3206469	     2.8690506	
     5.3502811	     2.8986796	
     5.3798388	     2.9282323	
     5.4093205	     2.9577088	
     5.4387261	     2.9871094	
      5.468056	     3.0164343	
     5.4973102	     3.0456835	
     5.5264891	     3.0748574	
     5.5555929	     3.1039561	
     5.5846216	     3.1329798	
     5.6135755	     3.1619288	
     5.6424548	     3.1908031	
     5.6712597	      3.219603	
     5.6999903	     3.2483288	
      5.728647	     3.2769805	
     5.7572298	     3.3055583	
     5.7857389	     3.3340626	
     5.8141746	     3.3624934	
      5.842537	     3.3908509	
     5.8708263	     3.4191354	
     5.8990428	     3.4473469	
     5.9271865	     3.4754858	
     5.9552577	     3.5035522	
     5.9832566	     3.5315463	
     6.0111834	     3.5594682	
     6.0390382	     3.5873182	
     6.0668212	     3.6150964	
     6.0945326	     3.6428031	
     6.1221726	     3.6704384	
     6.1497414	     3.6980024	
     6.1772392	     3.7254955	
     6.2046662	     3.7529177	
     6.2320224	     3.7802692	
     6.2593082	     3.8075503	
     6.2865237	     3.8347611	
      6.313669	     3.8619018	
     6.3407445	     3.8889725	
     6.3677501	     3.9159735	
     6.3946862	      3.942905	
     6.4215529	      3.969767	
     6.4483503	     3.9965599	
     6.4750788	     4.0232837	
     6.5017383	     4.0499386	
     6.5283292	     4.0765249	
     6.5548515	     4.1030427	
     6.5813056	     4.1294922	
     6.6076914	     4.1558735	
     6.6340093	     4.1821868	
     6.6602594	     4.2084324	
     6.6864419	     4.2346103	
     6.7125569	     4.2607208	
     6.7386046	     4.2867641	
     6.7645853	     4.3127402	
     6.7904989	     4.3386494	
     6.8163459	     4.3644919	
     6.8421262	     4.3902678	
     6.8678401	     4.4159773	
     6.8934878	     4.4416205	
     6.9190694	     4.4671977	
     6.9445851	      4.492709	
     6.9700351	     4.5181545	
     6.9954195	     4.5435346	
     7.0207385	     4.5688492	
     7.0459923	     4.5940986	
      7.071181	      4.619283	
     7.0963048	     4.6444025	
     7.1213639	     4.6694573	
     7.1463585	     4.6944475	
     7.1712886	     4.7193733	
     7.1961546	      4.744235	
     7.2209565	     4.7690326	
     7.2456945	     4.7937663	
     7.2703687	     4.8184363	
     7.2949794	     4.8430428	
     7.3195267	     4.8675858	
     7.3440108	     4.8920657	
     7.3684318	     4.9164824	
     7.3927899	     4.9408363	
     7.4170853	     4.9651275	
      7.441318	      4.989356	
     7.4654884	     5.0135222	
     7.4895964	     5.0376261	
     7.5136424	     5.0616679	
     7.5376265	     5.0856478	
