        Pcore(1)        Pcore(2)
     142.74914     70.131453
     142.75029     70.132578
     142.75144       70.1337
     142.75258     70.134819
     142.75372     70.135936
     142.75486     70.137049
     142.75599      70.13816
     142.75712     70.139268
     142.75825     70.140373
     142.75938     70.141475
      142.7605     70.142575
     142.76162     70.143672
     142.76273     70.144766
     142.76385     70.145857
     142.76496     70.146945
     142.76607     70.148031
     142.76717     70.149114
     142.76828     70.150194
     142.76938     70.151272
     142.77047     70.152346
     142.77157     70.153418
     142.77266     70.154488
     142.77375     70.155554
     142.77484     70.156618
     142.77592     70.157679
       142.777     70.158738
     142.77808     70.159793
     142.77915     70.160847
     142.78022     70.161897
     142.78129     70.162945
     142.78236      70.16399
     142.78343     70.165032
     142.78449     70.166072
     142.78555     70.167109
      142.7866     70.168144
     142.78766     70.169176
     142.78871     70.170205
     142.78976     70.171232
      142.7908     70.172256
     142.79184     70.173277
     142.79288     70.174296
     142.79392     70.175312
     142.79496     70.176326
     142.79599     70.177337
     142.79702     70.178346
     142.79805     70.179352
     142.79907     70.180355
     142.80009     70.181356
     142.80111     70.182355
     142.80213     70.183351
     142.80314     70.184344
     142.80415     70.185335
     142.80516     70.186323
     142.80617     70.187309
     142.80717     70.188292
     142.80817     70.189273
     142.80917     70.190251
     142.81017     70.191227
     142.81116       70.1922
     142.81215     70.193171
     142.81314     70.194139
     142.81413     70.195105
     142.81511     70.196069
     142.81609      70.19703
     142.81707     70.197988
     142.81805     70.198945
     142.81902     70.199898
     142.81999      70.20085
     142.82096     70.201798
     142.82193     70.202745
     142.82289     70.203689
     142.82385     70.204631
     142.82481      70.20557
     142.82577     70.206507
     142.82672     70.207441
     142.82767     70.208373
     142.82862     70.209303
     142.82957      70.21023
     142.83051     70.211156
     142.83146     70.212078
      142.8324     70.212999
     142.83333     70.213917
     142.83427     70.214832
      142.8352     70.215746
     142.83613     70.216657
     142.83706     70.217565
     142.83798     70.218472
     142.83891     70.219376
     142.83983     70.220278
     142.84075     70.221177
     142.84166     70.222074
     142.84258     70.222969
     142.84349     70.223862
      142.8444     70.224752
      142.8453      70.22564
     142.84621     70.226526
     142.84711      70.22741
     142.84801     70.228291
     142.84891      70.22917
      142.8498     70.230047
     142.85069     70.230922
     142.85159     70.231794
     142.85247     70.232665
     142.85336     70.233533
     142.85424     70.234398
     142.85513     70.235262
       142.856     70.236123
     142.85688     70.236983
     142.85776      70.23784
     142.85863     70.238694
      142.8595     70.239547
     142.86037     70.240398
     142.86123     70.241246
      142.8621     70.242092
     142.86296     70.242936
     142.86382     70.243778
     142.86468     70.244618
     142.86553     70.245455
     142.86639     70.246291
     142.86724     70.247124
     142.86808     70.247955
     142.86893     70.248785
     142.86978     70.249612
     142.87062     70.250436
     142.87146     70.251259
      142.8723      70.25208
     142.87313     70.252899
     142.87396     70.253715
      142.8748      70.25453
     142.87563     70.255342
     142.87645     70.256152
     142.87728     70.256961
      142.8781     70.257767
     142.87892     70.258571
     142.87974     70.259373
     142.88056     70.260173
     142.88137     70.260971
     142.88218     70.261767
       142.883     70.262561
      142.8838     70.263353
     142.88461     70.264143
     142.88541     70.264931
     142.88622     70.265717
     142.88702     70.266501
     142.88782     70.267282
     142.88861     70.268062
     142.88941      70.26884
      142.8902     70.269616
     142.89099      70.27039
     142.89178     70.271162
     142.89256     70.271932
     142.89335       70.2727
     142.89413     70.273466
     142.89491     70.274231
     142.89569     70.274993
     142.89646     70.275753
     142.89724     70.276511
     142.89801     70.277268
     142.89878     70.278022
     142.89955     70.278775
     142.90031     70.279526
     142.90108     70.280274
     142.90184     70.281021
      142.9026     70.281766
     142.90336     70.282509
     142.90412      70.28325
     142.90487      70.28399
     142.90562     70.284727
     142.90638     70.285462
     142.90712     70.286196
     142.90787     70.286928
     142.90862     70.287658
     142.90936     70.288386
      142.9101     70.289112
     142.91084     70.289836
     142.91158     70.290559
     142.91231     70.291279
     142.91305     70.291998
     142.91378     70.292715
     142.91451      70.29343
     142.91524     70.294143
     142.91596     70.294855
     142.91669     70.295565
     142.91741     70.296272
     142.91813     70.296979
     142.91885     70.297683
     142.91957     70.298385
     142.92028     70.299086
       142.921     70.299785
     142.92171     70.300482
     142.92242     70.301177
     142.92313     70.301871
     142.92383     70.302563
     142.92454     70.303253
     142.92524     70.303941
     142.92594     70.304628
     142.92664     70.305312
     142.92734     70.305995
     142.92803     70.306677
     142.92873     70.307356
     142.92942     70.308034
     142.93011      70.30871
      142.9308     70.309384
     142.93148     70.310057
     142.93217     70.310728
     142.93285     70.311397
     142.93353     70.312065
     142.93421     70.312731
     142.93489     70.313395
     142.93557     70.314057
     142.93624     70.314718
     142.93691     70.315377
     142.93759     70.316034
     142.93825      70.31669
     142.93892     70.317344
     142.93959     70.317996
     142.94025     70.318647
     142.94092     70.319296
     142.94158     70.319943
     142.94224     70.320589
     142.94289     70.321233
     142.94355     70.321876
      142.9442     70.322516
     142.94486     70.323156
     142.94551     70.323793
     142.94616     70.324429
      142.9468     70.325063
     142.94745     70.325696
     142.94809     70.326327
     142.94874     70.326956
     142.94938     70.327584
     142.95002      70.32821
     142.95065     70.328835
     142.95129     70.329458
     142.95192      70.33008
     142.95256     70.330699
     142.95319     70.331318
     142.95382     70.331934
     142.95445      70.33255
     142.95507     70.333163
      142.9557     70.333775
     142.95632     70.334386
     142.95694     70.334994
     142.95756     70.335602
     142.95818     70.336207
      142.9588     70.336812
     142.95941     70.337414
     142.96003     70.338016
     142.96064     70.338615
     142.96125     70.339213
     142.96186      70.33981
     142.96246     70.340405
     142.96307     70.340998
     142.96368      70.34159
     142.96428     70.342181
     142.96488      70.34277
     142.96548     70.343357
     142.96608     70.343943
     142.96667     70.344528
     142.96727     70.345111
     142.96786     70.345692
     142.96845     70.346272
     142.96905     70.346851
     142.96963     70.347428
     142.97022     70.348003
     142.97081     70.348578
     142.97139      70.34915
     142.97198     70.349721
     142.97256     70.350291
     142.97314     70.350859
     142.97372     70.351426
     142.97429     70.351992
     142.97487     70.352556
     142.97544     70.353118
     142.97602     70.353679
     142.97659     70.354239
     142.97716     70.354797
     142.97773     70.355354
     142.97829     70.355909
     142.97886     70.356463
     142.97942     70.357015
     142.97998     70.357567
     142.98055     70.358116
     142.98111     70.358665
     142.98166     70.359211
     142.98222     70.359757
     142.98278     70.360301
     142.98333     70.360844
     142.98388     70.361385
     142.98443     70.361925
     142.98498     70.362464
     142.98553     70.363001
     142.98608     70.363537
     142.98662     70.364071
     142.98717     70.364604
     142.98771     70.365136
     142.98825     70.365666
     142.98879     70.366195
     142.98933     70.366723
     142.98987     70.367249
     142.99041     70.367774
     142.99094     70.368298
     142.99147      70.36882
       142.992     70.369341
     142.99254     70.369861
     142.99306     70.370379
     142.99359     70.370896
     142.99412     70.371412
     142.99464     70.371926
     142.99517     70.372439
     142.99569     70.372951
     142.99621     70.373461
     142.99673      70.37397
     142.99725     70.374478
     142.99777     70.374984
     142.99828      70.37549
      142.9988     70.375994
     142.99931     70.376496
     142.99982     70.376998
     143.00033     70.377498
     143.00084     70.377996
     143.00135     70.378494
     143.00185      70.37899
     143.00236     70.379485
     143.00286     70.379979
     143.00337     70.380471
     143.00387     70.380962
     143.00437     70.381452
     143.00487     70.381941
     143.00536     70.382428
     143.00586     70.382915
     143.00636       70.3834
     143.00685     70.383883
     143.00734     70.384366
     143.00783     70.384847
     143.00832     70.385327
     143.00881     70.385806
      143.0093     70.386283
     143.00979      70.38676
     143.01027     70.387235
     143.01076     70.387709
     143.01124     70.388181
     143.01172     70.388653
      143.0122     70.389123
     143.01268     70.389592
     143.01316      70.39006
     143.01363     70.390527
     143.01411     70.390992
     143.01458     70.391456
     143.01505      70.39192
     143.01553     70.392382
       143.016     70.392842
     143.01646     70.393302
     143.01693      70.39376
      143.0174     70.394217
     143.01787     70.394673
     143.01833     70.395128
     143.01879     70.395582
     143.01925     70.396035
     143.01972     70.396486
     143.02018     70.396936
     143.02063     70.397385
     143.02109     70.397833
     143.02155      70.39828
       143.022     70.398726
     143.02246      70.39917
     143.02291     70.399614
     143.02336     70.400056
     143.02381     70.400497
     143.02426     70.400937
     143.02471     70.401376
     143.02515     70.401814
      143.0256      70.40225
     143.02604     70.402686
     143.02649      70.40312
     143.02693     70.403553
     143.02737     70.403986
     143.02781     70.404417
     143.02825     70.404847
     143.02869     70.405275
     143.02912     70.405703
     143.02956      70.40613
     143.02999     70.406555
     143.03043      70.40698
     143.03086     70.407403
     143.03129     70.407826
     143.03172     70.408247
     143.03215     70.408667
     143.03258     70.409086
     143.03301     70.409504
     143.03343     70.409921
     143.03386     70.410337
     143.03428     70.410752
      143.0347     70.411166
     143.03512     70.411578
     143.03554      70.41199
     143.03596     70.412401
     143.03638      70.41281
      143.0368     70.413219
     143.03721     70.413626
     143.03763     70.414032
     143.03804     70.414438
     143.03845     70.414842
     143.03887     70.415245
     143.03928     70.415648
     143.03969     70.416049
     143.04009     70.416449
      143.0405     70.416848
     143.04091     70.417246
     143.04131     70.417644
     143.04172      70.41804
     143.04212     70.418435
     143.04252     70.418829
     143.04293     70.419222
     143.04333     70.419614
     143.04372     70.420005
     143.04412     70.420395
     143.04452     70.420784
     143.04492     70.421172
     143.04531      70.42156
     143.04571     70.421946
      143.0461     70.422331
     143.04649     70.422715
     143.04688     70.423098
     143.04727      70.42348
     143.04766     70.423861
     143.04805     70.424242
     143.04844     70.424621
     143.04882     70.424999
     143.04921     70.425376
     143.04959     70.425753
     143.04998     70.426128
     143.05036     70.426503
     143.05074     70.426876
     143.05112     70.427249
      143.0515      70.42762
     143.05188     70.427991
     143.05225      70.42836
     143.05263     70.428729
     143.05301     70.429097
     143.05338     70.429464
     143.05375     70.429829
     143.05413     70.430194
      143.0545     70.430558
     143.05487     70.430921
     143.05524     70.431284
     143.05561     70.431645
     143.05597     70.432005
     143.05634     70.432364
     143.05671     70.432723
     143.05707      70.43308
     143.05744     70.433437
      143.0578     70.433793
     143.05816     70.434148
     143.05852     70.434501
     143.05888     70.434854
     143.05924     70.435206
      143.0596     70.435558
     143.05996     70.435908
     143.06032     70.436257
     143.06067     70.436606
     143.06103     70.436953
     143.06138       70.4373
     143.06173     70.437646
     143.06208     70.437991
     143.06244     70.438335
     143.06279     70.438678
     143.06314      70.43902
     143.06348     70.439362
     143.06383     70.439702
     143.06418     70.440042
     143.06452     70.440381
     143.06487     70.440719
     143.06521     70.441056
     143.06556     70.441392
      143.0659     70.441727
     143.06624     70.442062
     143.06658     70.442395
     143.06692     70.442728
     143.06726      70.44306
      143.0676     70.443391
     143.06793     70.443721
     143.06827     70.444051
     143.06861     70.444379
     143.06894     70.444707
     143.06927     70.445034
     143.06961      70.44536
     143.06994     70.445685
     143.07027     70.446009
      143.0706     70.446333
     143.07093     70.446655
     143.07126     70.446977
     143.07159     70.447298
     143.07191     70.447618
     143.07224     70.447938
     143.07256     70.448256
     143.07289     70.448574
     143.07321     70.448891
     143.07353     70.449207
     143.07386     70.449523
     143.07418     70.449837
      143.0745     70.450151
     143.07482     70.450464
     143.07514     70.450776
     143.07545     70.451087
     143.07577     70.451398
     143.07609     70.451707
      143.0764     70.452016
     143.07672     70.452324
     143.07703     70.452632
     143.07734     70.452938
     143.07766     70.453244
     143.07797     70.453549
     143.07828     70.453853
     143.07859     70.454157
      143.0789     70.454459
      143.0792     70.454761
     143.07951     70.455062
     143.07982     70.455362
