           RC=0.00067013514
        Vcore(1)        Vcore(2)
             0	             0	
    0.37720064	     0.1467187	
       1.10632	    0.44750892	
     1.7877053	    0.76108829	
     2.4264403	     1.0838613	
     3.0267459	     1.4127374	
      3.592308	     1.7451225	
     4.1263507	      2.078847	
     4.6316999	     2.4121036	
     5.1108373	     2.7433943	
     5.5659472	     3.0714851	
     5.9989566	      3.395367	
       6.41157	     3.7142224	
      6.805299	     4.0273964	
      7.181488	     4.3343723	
     7.5413358	     4.6347507	
     7.8859155	     4.9282314	
     8.2161899	     5.2145976	
     8.5330262	     5.4937034	
     8.8372079	     5.7654618	
     9.1294455	     6.0298355	
     9.4103852	     6.2868286	
     9.6806172	     6.5364794	
     9.9406819	     6.7788544	
     10.191076	     7.0140433	
     10.432259	     7.2421546	
     10.664653	     7.4633119	
     10.888654	     7.6776507	
     11.104626	     7.8853157	
     11.312913	     8.0864587	
     11.513836	     8.2812366	
     11.707694	     8.4698096	
     11.894772	     8.6523402	
     12.075337	     8.8289919	
      12.24964	     8.9999282	
     12.417923	     9.1653118	
     12.580411	     9.3253042	
     12.737322	     9.4800648	
      12.88886	     9.6297507	
     13.035222	     9.7745165	
     13.176595	     9.9145137	
     13.313159	      10.04989	
     13.445085	     10.180792	
     13.572538	     10.307359	
     13.695673	     10.429731	
     13.814644	     10.548041	
     13.929595	     10.662421	
     14.040666	     10.772996	
     14.147991	     10.879892	
     14.251699	     10.983228	
     14.351914	      11.08312	
     14.448756	     11.179681	
      14.54234	      11.27302	
     14.632778	     11.363245	
     14.720177	     11.450457	
     14.804639	     11.534756	
     14.886265	     11.616239	
      14.96515	     11.694999	
     15.041388	     11.771127	
     15.115068	     11.844709	
     15.186276	     11.915831	
     15.255096	     11.984574	
     15.321608	     12.051018	
      15.38589	      12.11524	
     15.448017	     12.177312	
     15.508062	     12.237308	
     15.566094	     12.295297	
     15.622182	     12.351344	
      15.67639	     12.405517	
     15.728782	     12.457876	
     15.779419	     12.508483	
     15.828359	     12.557396	
      15.87566	     12.604671	
     15.921376	     12.650365	
     15.965562	     12.694529	
     16.008267	     12.737214	
     16.049543	     12.778471	
     16.089436	     12.818347	
     16.127993	     12.856887	
     16.165259	     12.894138	
     16.201277	     12.930142	
     16.236089	      12.96494	
     16.269735	     12.998574	
     16.302255	     13.031081	
     16.333686	     13.062501	
     16.364064	     13.092868	
     16.393426	     13.122219	
     16.421804	     13.150588	
     16.449233	     13.178007	
     16.475743	     13.204507	
     16.501365	     13.230121	
      16.52613	     13.254878	
     16.550066	     13.278805	
       16.5732	     13.301932	
      16.59556	     13.324285	
     16.617172	     13.345889	
     16.638059	      13.36677	
     16.658248	     13.386952	
     16.677761	     13.406458	
     16.696621	     13.425312	
     16.714849	     13.443534	
     16.732467	     13.461147	
     16.749496	      13.47817	
     16.765954	     13.494623	
     16.781861	     13.510525	
     16.797236	     13.525895	
     16.812097	     13.540751	
     16.826459	     13.555109	
     16.840342	     13.568987	
     16.853759	       13.5824	
     16.866727	     13.595364	
     16.879261	     13.607894	
     16.891376	     13.620005	
     16.903085	     13.631711	
     16.914402	     13.643024	
     16.925341	     13.653959	
     16.935913	     13.664528	
     16.946132	     13.674743	
     16.956008	     13.684617	
     16.965554	     13.694159	
      16.97478	     13.703383	
     16.983697	     13.712297	
     16.992316	     13.720914	
     17.000647	     13.729242	
     17.008699	     13.737291	
     17.016481	      13.74507	
     17.024003	      13.75259	
     17.031272	     13.759857	
     17.038299	     13.766882	
      17.04509	     13.773671	
     17.051655	     13.780233	
     17.057999	     13.786575	
     17.064131	     13.792706	
     17.070058	      13.79863	
     17.075786	     13.804357	
     17.081323	     13.809892	
     17.086674	     13.815242	
     17.091847	     13.820412	
     17.096846	      13.82541	
     17.101678	      13.83024	
     17.106348	     13.834909	
     17.110862	     13.839421	
     17.115224	     13.843783	
     17.119441	     13.847998	
