45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	
45.4610	45.8545	47.9748	45.7856	45.7156	45.9240	48.1579	45.5671	45.6795	45.5768	48.0209	46.1133	45.9464	45.5944	48.5471	46.0566	45.7452	45.8109	48.9688	45.9842	45.5653	46.0360	48.2497	46.1796	45.4894	45.8363	48.4766	45.6079	45.6771	45.7184	49.6359	45.8924	45.6339	45.8131	49.4632	45.7423	45.6946	45.9693	49.2101	46.1048	45.8678	45.8403	49.2641	45.8131	45.9103	46.1046	48.3162	46.1335	45.7925	45.8000	49.0964	45.8320	45.8374	45.7621	48.5760	46.0686	45.6499	45.5591	49.2067	46.2325	45.8901	45.5939	48.5311	45.7318	
45.5049	45.9294	48.1187	45.8569	45.7789	46.0204	48.3065	45.6340	45.7414	45.6584	48.1636	46.2043	46.0260	45.6847	48.7133	46.1462	45.8136	45.8930	49.1485	46.0882	45.6391	46.1453	48.4144	46.2862	45.5529	45.9354	48.6391	45.6935	45.7491	45.8234	49.8450	45.9979	45.6967	45.8985	49.6590	45.8458	45.7759	46.0868	49.4062	46.2216	45.9551	45.9523	49.4625	45.9223	46.0015	46.2247	48.4824	46.2519	45.8638	45.8792	49.2808	45.9429	45.9242	45.8615	48.7448	46.1846	45.7284	45.6488	49.3972	46.3588	45.9785	45.6874	48.6967	45.8262	
45.5432	45.9897	48.2154	45.9148	45.8336	46.1007	48.4063	45.6921	45.7957	45.7303	48.2610	46.2760	46.0926	45.7642	48.8200	46.2158	45.8731	45.9615	49.2664	46.1746	45.7102	46.2378	48.5294	46.3736	45.6158	46.0215	48.7508	45.7699	45.8178	45.9155	49.9762	46.0850	45.7540	45.9701	49.7858	45.9353	45.8539	46.1871	49.5380	46.3201	46.0360	46.0501	49.5958	46.0180	46.0853	46.3258	48.5947	46.3483	45.9262	45.9434	49.3966	46.0372	46.0050	45.9460	48.8556	46.2823	45.8046	45.7279	49.5183	46.4628	46.0593	45.7689	48.8002	45.9070	
45.5816	46.0466	48.2978	45.9696	45.8882	46.1779	48.4923	45.7495	45.8506	45.8018	48.3462	46.3431	46.1573	45.8425	48.9072	46.2790	45.9325	46.0276	49.3659	46.2571	45.7856	46.3281	48.6313	46.4578	45.6841	46.1072	48.8497	45.8471	45.8907	46.0063	50.0816	46.1663	45.8133	46.0390	49.8921	46.0224	45.9368	46.2847	49.6519	46.4163	46.1208	46.1468	49.7109	46.1131	46.1723	46.4237	48.6903	46.4379	45.9889	46.0032	49.4895	46.1274	46.0891	46.0266	48.9486	46.3771	45.8861	45.8051	49.6171	46.5618	46.1426	45.8471	48.8824	45.9845	
45.6197	46.1009	48.3721	46.0219	45.9425	46.2525	48.5712	45.8061	45.9056	45.8727	48.4251	46.4067	46.2200	45.9187	48.9829	46.3368	45.9915	46.0918	49.4558	46.3363	45.8630	46.4169	48.7263	46.5403	45.7559	46.1930	48.9425	45.9251	45.9661	46.0955	50.1723	46.2422	45.8736	46.1059	49.9875	46.1073	46.0224	46.3803	49.7563	46.5110	46.2080	46.2425	49.8163	46.2074	46.2606	46.5187	48.7760	46.5216	46.0512	46.0589	49.5695	46.2137	46.1746	46.1030	49.0315	46.4697	45.9703	45.8797	49.7035	46.6571	46.2266	45.9214	48.9520	46.0581	
45.6574	46.1527	48.4410	46.0720	45.9962	46.3243	48.6456	45.8614	45.9606	45.9423	48.5002	46.4674	46.2806	45.9922	49.0503	46.3900	46.0496	46.1539	49.5397	46.4122	45.9415	46.5036	48.8174	46.6208	45.8303	46.2778	49.0321	46.0026	46.0426	46.1822	50.2527	46.3131	45.9344	46.1705	50.0760	46.1893	46.1097	46.4728	49.8553	46.6035	46.2970	46.3362	49.9159	46.2999	46.3493	46.6104	48.8544	46.5999	46.1125	46.1112	49.6402	46.2957	46.2604	46.1754	49.1074	46.5595	46.0560	45.9515	49.7810	46.7484	46.3102	45.9916	49.0125	46.1280	
45.6943	46.2029	48.5059	46.1204	46.0489	46.3945	48.7170	45.9160	46.0149	46.0117	48.5722	46.5262	46.3388	46.0637	49.1125	46.4396	46.1064	46.2148	49.6191	46.4861	46.0193	46.5897	48.9053	46.7010	45.9054	46.3633	49.1189	46.0808	46.1186	46.2675	50.3270	46.3800	45.9946	46.2336	50.1595	46.2700	46.1964	46.5643	49.9499	46.6957	46.3860	46.4295	50.0108	46.3921	46.4365	46.7001	48.9279	46.6740	46.1721	46.1605	49.7054	46.3748	46.3447	46.2445	49.1790	46.6479	46.1411	46.0207	49.8535	46.8375	46.3919	46.0580	49.0678	46.1943	
45.7304	46.2512	48.5677	46.1672	46.1005	46.4629	48.7861	45.9695	46.0685	46.0802	48.6419	46.5829	46.3947	46.1329	49.1703	46.4860	46.1618	46.2741	49.6954	46.5577	46.0964	46.6745	48.9910	46.7803	45.9811	46.4484	49.2037	46.1587	46.1937	46.3507	50.3962	46.4435	46.0542	46.2950	50.2392	46.3488	46.2828	46.6537	50.0415	46.7868	46.4750	46.5214	50.1024	46.4831	46.5223	46.7871	48.9971	46.7444	46.2300	46.2073	49.7660	46.4507	46.4274	46.3104	49.2469	46.7342	46.2255	46.0875	49.9216	46.9238	46.4714	46.1211	49.1186	46.2575	
45.7658	46.2979	48.6276	46.2124	46.1513	46.5291	48.8541	46.0218	46.1216	46.1472	48.7107	46.6376	46.4486	46.1995	49.2245	46.5298	46.2162	46.3317	49.7700	46.6267	46.1731	46.7570	49.0766	46.8578	46.0576	46.5322	49.2885	46.2350	46.2682	46.4314	50.4614	46.5040	46.1132	46.3543	50.3168	46.4250	46.3691	46.7402	50.1321	46.8758	46.5644	46.6109	50.1925	46.5718	46.6070	46.8708	49.0630	46.8116	46.2864	46.2518	49.8229	46.5232	46.5088	46.3736	49.3119	46.8178	46.3093	46.1523	49.9862	47.0069	46.5491	46.1813	49.1658	46.3179	
