        Pcore(1)        Pcore(2)
     517.03523     517.03523
     517.03524     517.03524
     517.03526     517.03526
     517.03528     517.03528
      517.0353      517.0353
     517.03531     517.03531
     517.03533     517.03533
     517.03535     517.03535
     517.03536     517.03536
     517.03538     517.03538
     517.03539     517.03539
      517.0354      517.0354
     517.03541     517.03541
     517.03543     517.03543
     517.03544     517.03544
     517.03545     517.03545
     517.03546     517.03546
     517.03547     517.03547
     517.03548     517.03548
     517.03549     517.03549
      517.0355      517.0355
     517.03551     517.03551
     517.03552     517.03552
     517.03553     517.03553
     517.03553     517.03553
     517.03554     517.03554
     517.03555     517.03555
     517.03556     517.03556
     517.03556     517.03556
     517.03557     517.03557
     517.03558     517.03558
     517.03558     517.03558
     517.03559     517.03559
     517.03559     517.03559
      517.0356      517.0356
     517.03561     517.03561
     517.03561     517.03561
     517.03562     517.03562
     517.03562     517.03562
     517.03562     517.03562
     517.03563     517.03563
     517.03563     517.03563
     517.03564     517.03564
     517.03564     517.03564
     517.03564     517.03564
     517.03565     517.03565
     517.03565     517.03565
     517.03566     517.03566
     517.03566     517.03566
     517.03566     517.03566
     517.03566     517.03566
     517.03567     517.03567
     517.03567     517.03567
     517.03567     517.03567
     517.03568     517.03568
     517.03568     517.03568
     517.03568     517.03568
     517.03568     517.03568
     517.03569     517.03569
     517.03569     517.03569
     517.03569     517.03569
     517.03569     517.03569
     517.03569     517.03569
     517.03569     517.03569
      517.0357      517.0357
      517.0357      517.0357
      517.0357      517.0357
      517.0357      517.0357
      517.0357      517.0357
      517.0357      517.0357
     517.03571     517.03571
     517.03571     517.03571
     517.03571     517.03571
     517.03571     517.03571
     517.03571     517.03571
     517.03571     517.03571
     517.03571     517.03571
     517.03571     517.03571
     517.03572     517.03572
     517.03572     517.03572
     517.03572     517.03572
     517.03572     517.03572
     517.03572     517.03572
     517.03572     517.03572
     517.03572     517.03572
     517.03572     517.03572
     517.03572     517.03572
     517.03572     517.03572
     517.03572     517.03572
     517.03572     517.03572
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03573     517.03573
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
     517.03574     517.03574
